Symbol,Price~,"Exp Date",Type,Strike,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time,"(A) Transaction previously reported (other than as the last or opening report for the particular option contract) is now to be cancelled.","(B) Transaction is being reported late and is out of sequence; i.e. , later transactions have been reported for the particular option contract.","(C) Transaction is the last reported for the particular option contract and is now cancelled.","(D) Transaction is being reported late, but is in the correct sequence; i.e. , no later transactions have been reported for the particular option contract.","(E) Transaction was the first one (opening) reported this day for the particular option contract. Although later transactions have been reported, this transaction is now to be cancelled.","(F) Transaction is a late report of the opening trade and is out of sequence; i.e. , other transactions have been reported for the particular option contract.","(G) Transaction was the only one reported this day for the particular option contract and is now to be cancelled.","(H) Transaction is a late report of the opening trade, but is in the correct sequence; i.e. , no other transactions have been reported for the particular option contract.","(I) Transaction was executed electronically.","(J) Transaction is a reopening of an option contract in which trading has been previously halted. ","(S) Transaction was the execution of an order identified as an Intermarket Sweep Order. ","(a) Single Leg Auction Non ISO Transaction was the execution of an electronic order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period.","(b) Single Leg Auction ISO Transaction was the execution of an Intermarket Sweep electronic order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period.","(c) Single Leg Cross Non ISO Transaction was the execution of an electronic order which was stopped at a price and traded in a two sided crossing mechanism that does not go through an exposure period.","(c) Single Leg Cross ISO Transaction was the execution of an Intermarket Sweep electronic order which was stopped at a price and traded in a two sided crossing mechanism that does not go through an exposure period.","(e) Single Leg Floor Trade Transaction represents a non-electronic trade executed on a trading floor.","(f) Multi Leg auto-electronic trade Transaction represents an electronic execution of a multi leg order traded in a complex order book.","(g) Multi Leg Auction Transaction was the execution of an electronic multi leg order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period in a complex order book.","(h) Multi Leg Cross Transaction was the execution of an electronic multi leg order which was stopped at a price and traded in a two sided crossing mechanism that does not go through an exposure period.","(i) Multi Leg floor trade Transaction represents a non-electronic multi leg order trade executed against other multi-leg order(s) on a trading floor.","(j) Multi Leg auto-electronic trade against single leg(s) Transaction represents an electronic execution of a multi Leg order traded against single leg orders/ quotes.","(k) Stock Options Auction Transaction was the execution of an electronic multi leg stock/options order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period in a complex order book.","(l) Multi Leg Auction against single leg(s) Transaction was the execution of an electronic multi leg order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period and trades against single leg orders/ quotes.","(m) Multi Leg floor trade against single leg(s) Transaction represents a non-electronic multi leg order trade executed on a trading floor against single leg orders/ quotes.","(n) Stock Options auto-electronic trade Transaction represents an electronic execution of a multi leg stock/options order traded in a complex order book.","(o) Stock Options Cross Transaction was the execution of an electronic multi leg stock/options order which was stopped at a price and traded in a two sided crossing mechanism that does not go through an exposure period.","(p) Stock Options floor trade Transaction represents a non-electronic multi leg order stock/options trade executed on a trading floor in a Complex order book.","(q) Stock Options auto-electronic trade against single leg(s) Transaction represents an electronic execution of a multi Leg stock/options order traded against single leg orders/ quotes.","(r) Stock Options Auction against single leg(s) Transaction was the execution of an electronic multi leg stock/options order which was stopped at a price and traded in a two sided auction mechanism that goes through an exposure period and trades against single leg orders/ quotes.","(s) Stock Options floor trade against single leg(s) Transaction represents a non-electronic multi leg stock/options order trade executed on a trading floor against single leg orders/ quotes. ","(t) Multi Leg Floor Trade of Proprietary Products Transaction represents execution of a proprietary product non-electronic multi leg order with at least 3 legs. The trade price may be outside the current NBBO.","(u) Multilateral Compression Trade of Proprietary Products Transaction represents an execution in a proprietary product done as part of a multilateral comsion. Trades are executed outside of regular trading hours at prices derived from end of day markets. Trades do not update Open, High, Low, and Closing Prices.","EXHT (v) Extended Hours Trade Transaction represents a trade that was executed outside of regular market hours. Trades do not update Open, High, Low, and Closing Prices.","(v) Extended Hours Trade Transaction represents a trade that was executed outside of regular market hours. Trades do not update Open, High, Low, and Closing Prices."
"Downloaded from Barchart.com as of 09-14-2026 04:56am CDT"
