Statement,Header,域名稱,域值
Statement,Data,Title,轉賬歷史
Statement,Data,Period,"六月 23, 2026 - 八月 7, 2026"
Statement,Data,WhenGenerated,"2026-08-10, 10:54:51 EDT"
總結,Header,域名稱,域值
總結,Data,基礎貨幣,SGD
總結,Data,期初現金,62170.490999638685
總結,Data,變更,-56266.364222301774
總結,Data,期末現金,5904.126777336911
轉賬歷史,Header,日期,賬戶,說明,交易類型,代碼,交易量,價格,Price Currency,總額,佣金,淨金額
轉賬歷史,Data,2026-07-15,U***32085,MHNG SEP26,買,MNGU6,1.0,2.845,USD,-3667.4894999999997(1),-1.108626,55.51199766
轉賬歷史,Data,2026-07-15,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,238.4835,-,238.4835
轉賬歷史,Data,2026-07-15,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,56.7204,-,56.7204
轉賬歷史,Data,2026-07-15,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,232.03799999999998,-,232.03799999999998
轉賬歷史,Data,2026-07-15,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-28.3602,-,-28.3602
轉賬歷史,Data,2026-07-15,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,46.407599999999995,-,46.407599999999995
轉賬歷史,Data,2026-07-15,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-153.4029,-,-153.4029
轉賬歷史,Data,2026-07-15,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-454.40774999999996,-,-454.40774999999996
轉賬歷史,Data,2026-07-15,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,1250.427,-,1250.427
轉賬歷史,Data,2026-07-15,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,-195.375996,-,-195.375996
轉賬歷史,Data,2026-07-15,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-47.6967,-,-47.6967
轉賬歷史,Data,2026-07-15,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,178.78527899999997,-,178.78527899999997
轉賬歷史,Data,2026-07-15,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-205.4503125,-,-205.4503125
轉賬歷史,Data,2026-07-15,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-16.11375,-,-16.11375
轉賬歷史,Data,2026-07-15,U***32085,YC 14SEP26,賣,XCU6,-1.0,4.43625,USD,5718.769875(1),-2.475072,-52.65045348
轉賬歷史,Data,2026-07-14,U***32085,MES 18SEP26,賣,MESU6,-1.0,7601.75,USD,49084.49975(1),-0.7877540000000001,66.93984814
轉賬歷史,Data,2026-07-14,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29878.0,USD,77168.8984(1),-0.7877540000000001,225.78204814
轉賬歷史,Data,2026-07-14,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1473,USD,-18520.290250000002(1),-0.51656,-33.655175400000005
轉賬歷史,Data,2026-07-14,U***32085,NG SEP26 3.4 C,賣,LNEU6 C3400,-1.0,0.034,USD,439.076,-3.047704,435.75400264
轉賬歷史,Data,2026-07-14,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29775.25,USD,76903.5157(1),-0.7877540000000001,-39.60065186
轉賬歷史,Data,2026-07-14,U***32085,CL OCT26 61.5 P,賣,LOV6 P6150,-1.0,0.85,USD,1097.69,-3.047704,1094.36800264
轉賬歷史,Data,2026-07-14,U***32085,VXM 22JUL26,買,VXMN6,1.0,17.28,USD,-2231.5392(1),-0.5940440000000001,2.8005300400000004
轉賬歷史,Data,2026-07-14,U***32085,VXM 22JUL26,買,VXMN6,1.0,17.28,USD,-2231.5392(1),-0.5940440000000001,2.8005300400000004
轉賬歷史,Data,2026-07-14,U***32085,RTY 31AUG26 3150 C,賣,RTMQ6 C3150,-1.0,19.8,USD,1278.486,-1.820874,1276.5012473400002
轉賬歷史,Data,2026-07-14,U***32085,HG SEP26 7 C,賣,HXEU6 C700,-1.0,0.081,USD,2615.085,-3.241414,2611.55185874
轉賬歷史,Data,2026-07-14,U***32085,MHG SEP26,買,MHGU6,1.0,6.3865,USD,-20618.815250000003(1),-1.239744,-28.793570960000004
轉賬歷史,Data,2026-07-14,U***32085,M2K 18SEP26,買,M2KU6,1.0,2982.5,USD,-19258.002500000002(1),-0.7877540000000001,-17.64685186
轉賬歷史,Data,2026-07-14,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,3019.9,USD,19499.494300000002(1),-0.7877540000000001,257.42134814
轉賬歷史,Data,2026-07-14,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-626.3290000000001,-,-626.3290000000001
轉賬歷史,Data,2026-07-14,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,95.56360000000001,-,95.56360000000001
轉賬歷史,Data,2026-07-14,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-32.285000000000004,-,-32.285000000000004
轉賬歷史,Data,2026-07-14,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-7.7484,-,-7.7484
轉賬歷史,Data,2026-07-14,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-165.2992,-,-165.2992
轉賬歷史,Data,2026-07-14,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-122.683,-,-122.683
轉賬歷史,Data,2026-07-14,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-364.82050000000004,-,-364.82050000000004
轉賬歷史,Data,2026-07-14,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-2436.8718000000003,-,-2436.8718000000003
轉賬歷史,Data,2026-07-14,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-305.41610000000003,-,-305.41610000000003
轉賬歷史,Data,2026-07-14,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,83.179074,-,83.179074
轉賬歷史,Data,2026-07-14,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-116.22600000000001,-,-116.22600000000001
轉賬歷史,Data,2026-07-14,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-8.878375,-,-8.878375
轉賬歷史,Data,2026-07-14,U***32085,YC 14SEP26,買,XCU6,1.0,4.37625,USD,-5651.4892500000005(1),-2.479488,8.597108080000002
轉賬歷史,Data,2026-07-14,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29401.5,USD,-75938.19420000001(1),-0.7877540000000001,1003.2048481400001
轉賬歷史,Data,2026-07-14,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29514.5,USD,76230.0506(1),-0.7877540000000001,-713.0657518600001
轉賬歷史,Data,2026-07-14,U***32085,DIREXION DLY FTSE CH BL3X-UI,賣,YINN,-63.0,25.82,USD,2100.668724,-0.5279765519644001,2100.09322955854
轉賬歷史,Data,2026-07-14,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.385,USD,20613.9725(1),-1.239744,21.24817904
轉賬歷史,Data,2026-07-14,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1434,USD,18457.3345(1),-0.51656,-30.4266754
轉賬歷史,Data,2026-07-14,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006208,USD,10021.264000000001(1),-0.51656,18.8079496
轉賬歷史,Data,2026-07-14,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1489,USD,18546.118250000003(1),-0.51656,58.357074600000004
轉賬歷史,Data,2026-07-13,U***32085,MCL SEP26,賣,MCLU6,-1.0,73.52,USD,9517.164(1),-0.98382,-573.2413637999999
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29877.25,USD,-77352.20025(1),-0.7896449999999999,-1040.34421305
轉賬歷史,Data,2026-07-13,U***32085,YC 14SEP26,賣,XCU6,-1.0,4.44875,USD,5758.906875(1),-2.48544,47.4527454
轉賬歷史,Data,2026-07-13,U***32085,MCL SEP26,賣,MCLU6,-1.0,74.27,USD,9614.2515(1),-0.98382,-476.15386379999995
轉賬歷史,Data,2026-07-13,U***32085,1OZ AUG26,買,1OZQ6,1.0,4064.75,USD,-5261.818875(1),-0.8543700000000001,-77.30676329999999
轉賬歷史,Data,2026-07-13,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.64,USD,2412.948(1),-0.59547,-12.454902299999999
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29661.0,USD,76792.329(1),-0.7896449999999999,478.75153695
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29624.5,USD,-76697.8305(1),-0.7896449999999999,-385.97446305
轉賬歷史,Data,2026-07-13,U***32085,CL SEP26 65 P,賣,LOU6 P6500,-1.0,0.62,USD,802.59,-3.05502,799.2600282
轉賬歷史,Data,2026-07-13,U***32085,HG AUG26 7.1 C,賣,HXEQ6 C710,-1.0,0.0135,USD,436.89375,-3.249195,433.35212744999995
轉賬歷史,Data,2026-07-13,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,82.52437499999999,-,82.52437499999999
轉賬歷史,Data,2026-07-13,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006206,USD,-10042.08375(1),-0.5178,-25.6453395
轉賬歷史,Data,2026-07-13,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1474,USD,18566.36625(1),-0.5178,92.4777855
轉賬歷史,Data,2026-07-13,U***32085,DIREXION DLY M SK BULL 3X-UI,買,KORU,5.0,431.84,USD,-2795.0843999999997,-0.454721927625,-2795.580046897875
轉賬歷史,Data,2026-07-13,U***32085,MHG SEP26,賣,MHGU6,-1.0,6.3135,USD,20432.064374999998(1),-1.24272,103.8235602
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29613.0,USD,-76668.057(1),-0.7896449999999999,-356.20096305
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29697.25,USD,76886.18025(1),-0.7896449999999999,572.60278695
轉賬歷史,Data,2026-07-13,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.75,USD,2427.1875(1),-0.59547,1.7845976999999997
轉賬歷史,Data,2026-07-13,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.75,USD,2427.1875(1),-0.59547,1.7845976999999997
轉賬歷史,Data,2026-07-13,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1412,USD,-18466.0425(1),-0.5178,6.7171605
轉賬歷史,Data,2026-07-13,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,3.23625,-,3.23625
轉賬歷史,Data,2026-07-13,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,2563.11,-,2563.11
轉賬歷史,Data,2026-07-13,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,38.835,-,38.835
轉賬歷史,Data,2026-07-13,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,44.013,-,44.013
轉賬歷史,Data,2026-07-13,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,419.418,-,419.418
轉賬歷史,Data,2026-07-13,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,305.502,-,305.502
轉賬歷史,Data,2026-07-13,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,741.1012499999999,-,741.1012499999999
轉賬歷史,Data,2026-07-13,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,5763.114,-,5763.114
轉賬歷史,Data,2026-07-13,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,224.59575,-,224.59575
轉賬歷史,Data,2026-07-13,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,95.469375,-,95.469375
轉賬歷史,Data,2026-07-10,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29900.5,USD,77244.9517(1),-0.8008540000000001,-341.23588086
轉賬歷史,Data,2026-07-10,U***32085,YC 14SEP26,賣,XCU6,-1.0,4.31625,USD,5575.300125000001(1),-2.492981,-104.43872429000001
轉賬歷史,Data,2026-07-10,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29806.5,USD,-77002.1121(1),-0.8008540000000001,582.3296191400001
轉賬歷史,Data,2026-07-10,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29936.75,USD,77338.59995(1),-0.8008540000000001,-247.58763086000002
轉賬歷史,Data,2026-07-10,U***32085,MCL SEP26,買,MCLU6,1.0,71.08,USD,-9181.4036(1),-0.9946090000000001,32.50007619
轉賬歷史,Data,2026-07-10,U***32085,SPACE EXPLORATION TECHN-CL A,買,SPCX,6.0,148.875,USD,-1153.811025,-0.454000580425,-1154.305885629434
轉賬歷史,Data,2026-07-10,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006228,USD,10055.8845(1),-0.529597,18.798239270000003
轉賬歷史,Data,2026-07-10,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-39.5583125,-,-39.5583125
轉賬歷史,Data,2026-07-10,U***32085,MES 18SEP26,賣,MESU6,-1.0,7578.25,USD,48944.127625(1),-0.8008540000000001,-272.12993086
轉賬歷史,Data,2026-07-10,U***32085,RTY 31AUG26 3150 C,買,RTMQ6 C3150,1.0,29.75,USD,-1921.4037500000002,-1.834214,-1923.4030432600002
轉賬歷史,Data,2026-07-10,U***32085,HG OCT26 7.4 C,買,HXEV6 C740,1.0,0.0795,USD,-2567.2537500000003,-3.255084,-2570.80179156
轉賬歷史,Data,2026-07-10,U***32085,EUR 09OCT26 1.18 C,買,EUUV6 C1180,1.0,0.0028,USD,-452.095,-3.1904990000000004,-455.57264391000007
轉賬歷史,Data,2026-07-10,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,3002.6,USD,19392.292100000002(1),-0.8008540000000001,54.670169140000006
轉賬歷史,Data,2026-07-10,U***32085,JPY 09OCT26 0.0066 C,買,JPUV6 C0660,1.0,1.9E-5,USD,-306.77875,-3.1904990000000004,-310.25639391
轉賬歷史,Data,2026-07-10,U***32085,CL NOV26 60 P,買,LOX6 P6000,1.0,1.24,USD,-1601.708,-3.061329,-1605.04484861
轉賬歷史,Data,2026-07-10,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,3011.9,USD,19452.35615(1),-0.8008540000000001,114.73421914
轉賬歷史,Data,2026-07-10,U***32085,M2K 18SEP26,買,M2KU6,1.0,2999.0,USD,-19369.0415(1),-0.8008540000000001,-33.16543086000001
轉賬歷史,Data,2026-07-10,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-53.282625,-,-53.282625
轉賬歷史,Data,2026-07-10,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-144.6704,-,-144.6704
轉賬歷史,Data,2026-07-10,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,310.00800000000004,-,310.00800000000004
轉賬歷史,Data,2026-07-10,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,81.3771,-,81.3771
轉賬歷史,Data,2026-07-10,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,104.6277,-,104.6277
轉賬歷史,Data,2026-07-10,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,93.00240000000001,-,93.00240000000001
轉賬歷史,Data,2026-07-10,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-203.44275000000002,-,-203.44275000000002
轉賬歷史,Data,2026-07-10,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-738.20655,-,-738.20655
轉賬歷史,Data,2026-07-10,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-90.41900000000001,-,-90.41900000000001
轉賬歷史,Data,2026-07-10,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,56.511875,-,56.511875
轉賬歷史,Data,2026-07-09,U***32085,NG SEP26 3.4 C,買,LNEU6 C3400,1.0,0.058,USD,-749.592,-3.0629880000000003,-752.93065692
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,賣,MESU6,-1.0,7579.0,USD,48975.498(1),-0.801288,-63.877903919999994
轉賬歷史,Data,2026-07-09,U***32085,MHNG SEP26,賣,MNGU6,-1.0,2.967,USD,3834.5508(1),-1.124388,10.40601708
轉賬歷史,Data,2026-07-09,U***32085,ES 31AUG26 7900 C,買,EWQ6 C7900,1.0,32.25,USD,-2083.995,-1.835208,-2085.99537672
轉賬歷史,Data,2026-07-09,U***32085,CL SEP26 65 P,買,LOU6 P6500,1.0,0.91,USD,-1176.084,-3.0629880000000003,-1179.42265692
轉賬歷史,Data,2026-07-09,U***32085,MCL SEP26,買,MCLU6,1.0,72.68,USD,-9393.1632(1),-0.995148,-101.89191131999999
轉賬歷史,Data,2026-07-09,U***32085,MNQ 18SEP26,買,MNQU6,1.0,29651.0,USD,-76641.9048(1),-0.801288,738.37939608
轉賬歷史,Data,2026-07-09,U***32085,MCL SEP26,買,MCLU6,1.0,72.06,USD,-9313.0344(1),-0.995148,-21.763111319999997
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,買,MESU6,1.0,7561.75,USD,-48864.0285(1),-0.801288,173.60059607999997
轉賬歷史,Data,2026-07-09,U***32085,MCL SEP26,賣,MCLU6,-1.0,72.0,USD,9305.28(1),-0.995148,11.839288680000001
轉賬歷史,Data,2026-07-09,U***32085,DIREX DLY AEROS & DF BL3X-UI,買,DFEN,20.0,76.975,USD,-1989.6498,-0.45791961389999997,-1990.14893237592
轉賬歷史,Data,2026-07-09,U***32085,MHNG AUG26,買,MNGQ6,1.0,3.033,USD,-3919.8492(1),-1.124388,-28.36598292
轉賬歷史,Data,2026-07-09,U***32085,VXM 22JUL26,買,VXMN6,1.0,17.59,USD,-2273.3316(1),-0.607428,-22.800908519999997
轉賬歷史,Data,2026-07-09,U***32085,VXM 22JUL26,買,VXMN6,1.0,17.59,USD,-2273.3316(1),-0.607428,-22.800908519999997
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2976.1,USD,19231.5582(1),-0.801288,-209.59600392000002
轉賬歷史,Data,2026-07-09,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29534.5,USD,76340.7756(1),-0.801288,-1041.25540392
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2977.4,USD,19239.9588(1),-0.801288,-201.19540392000002
轉賬歷史,Data,2026-07-09,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29514.5,USD,76289.0796(1),-0.801288,-1092.95140392
轉賬歷史,Data,2026-07-09,U***32085,ES 31JUL26 7700 C,賣,EWN6 C7700,-1.0,28.0,USD,1809.36,-1.835208,1807.3596232799998
轉賬歷史,Data,2026-07-09,U***32085,RTY 31JUL26 3050 C,賣,RTMN6 C3050,-1.0,27.0,USD,1744.74,-1.835208,1742.73962328
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,買,MESU6,1.0,7535.75,USD,-48696.0165(1),-0.801288,341.61259608
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,買,M2KU6,1.0,2978.6,USD,-19247.7132(1),-0.801288,191.69419607999998
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,買,M2KU6,1.0,2980.3,USD,-19258.6986(1),-0.801288,180.70879607999998
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,買,M2KU6,1.0,2977.9,USD,-19243.1898(1),-0.801288,196.21759608
轉賬歷史,Data,2026-07-09,U***32085,1OZ AUG26,買,1OZQ6,1.0,4067.25,USD,-5256.5139(1),-0.865908,94.04756028
轉賬歷史,Data,2026-07-09,U***32085,CL OCT26 61.5 P,買,LOV6 P6150,1.0,1.01,USD,-1305.324,-3.0629880000000003,-1308.66265692
轉賬歷史,Data,2026-07-09,U***32085,MCL SEP26,買,MCLU6,1.0,73.95,USD,-9557.298(1),-0.995148,-266.02671132
轉賬歷史,Data,2026-07-09,U***32085,YC 14SEP26,買,XCU6,1.0,4.31375,USD,-5575.0905(1),-2.494332,-1.10332188
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,買,MESU6,1.0,7552.5,USD,-48804.255(1),-0.801288,233.37409608
轉賬歷史,Data,2026-07-09,U***32085,NG OCT26 3.8 C,買,LNEV6 C3800,1.0,0.068,USD,-878.832,-3.0629880000000003,-882.17065692
轉賬歷史,Data,2026-07-09,U***32085,HG SEP26 7 C,買,HXEU6 C700,1.0,0.063,USD,-2035.53,-3.256848,-2039.0799643199998
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,買,M2KU6,1.0,2976.7,USD,-19235.4354(1),-0.801288,203.97199608
轉賬歷史,Data,2026-07-09,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-510.498,-,-510.498
轉賬歷史,Data,2026-07-09,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-90.468,-,-90.468
轉賬歷史,Data,2026-07-09,U***32085,MHNG AUG26 Position MTM,持倉按市價計值(MTM),MNGQ6,-,-,-,258.48,-,258.48
轉賬歷史,Data,2026-07-09,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-301.1292,-,-301.1292
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-238.4478,-,-238.4478
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-387.71999999999997,-,-387.71999999999997
轉賬歷史,Data,2026-07-09,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-1210.9788,-,-1210.9788
轉賬歷史,Data,2026-07-09,U***32085,VXM 22JUL26 Position MTM,持倉按市價計值(MTM),VXMN6,-,-,-,131.385384,-,131.385384
轉賬歷史,Data,2026-07-09,U***32085,MBT 31JUL26 Position MTM,持倉按市價計值(MTM),MBTN6,-,-,-,-123.4242,-,-123.4242
轉賬歷史,Data,2026-07-09,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-10.50075,-,-10.50075
轉賬歷史,Data,2026-07-09,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-5.65425,-,-5.65425
轉賬歷史,Data,2026-07-09,U***32085,ES 18SEP26 8000 C,買,ESU6 C8000,1.0,24.75,USD,-1599.345,-1.835208,-1601.34537672
轉賬歷史,Data,2026-07-09,U***32085,ES 31JUL26 7700 C,買,EWN6 C7700,1.0,28.5,USD,-1841.67,-1.835208,-1843.6703767200001
轉賬歷史,Data,2026-07-09,U***32085,RTY 31JUL26 3050 C,買,RTMN6 C3050,1.0,26.25,USD,-1696.275,-1.835208,-1698.2753767200002
轉賬歷史,Data,2026-07-09,U***32085,NQ 31JUL26 30600 C,買,QNEN6 C30600,1.0,265.5,USD,-6862.644,-1.835208,-6864.644376720001
轉賬歷史,Data,2026-07-09,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1456,USD,18507.168(1),-0.5298839999999999,-12.693823559999998
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,賣,MESU6,-1.0,7534.0,USD,48684.708(1),-0.801288,-354.66790391999996
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2976.4,USD,19233.4968(1),-0.801288,-207.65740392
轉賬歷史,Data,2026-07-09,U***32085,MES 18SEP26,賣,MESU6,-1.0,7531.5,USD,48668.553(1),-0.801288,-370.82290392
轉賬歷史,Data,2026-07-09,U***32085,M2K 18SEP26,賣,M2KU6,-1.0,2975.9,USD,19230.2658(1),-0.801288,-210.88840392
轉賬歷史,Data,2026-07-09,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,29502.0,USD,76256.7696(1),-0.801288,-1125.26140392
轉賬歷史,Data,2026-07-08,U***32085,DIREXION DLY M SK BULL 3X-UI,買,KORU,3.0,508.29,USD,-1972.876806,-0.44774051425000005,-1973.3648431572979
轉賬歷史,Data,2026-07-08,U***32085,SIMPLIFY INTEREST RATE HEDGE,賣,PFIX,-21.0,46.65,USD,1267.47117,0.0065481934980000005,1267.477718193498
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,18.55,USD,2399.9990000000003(1),-0.608086,79.94092626000001
轉賬歷史,Data,2026-07-08,U***32085,VXM 22JUL26,賣,VXMN6,-1.0,18.55,USD,2399.9990000000003(1),-0.608086,79.94092626000001
轉賬歷史,Data,2026-07-08,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006184,USD,-10001.074(1),-0.530458,5.89080078
轉賬歷史,Data,2026-07-08,U***32085,NQ 24JUL26 27000 P,賣,QN4N6 P27000,-1.0,159.5,USD,4127.222,-1.837196,4125.21945636
轉賬歷史,Data,2026-07-08,U***32085,ETHT(US74349Y5713) 現金紅利 USD 0.010688 每股 (常規股息),股息,ETHT,-,-,-,8.293258,-,8.293258
轉賬歷史,Data,2026-07-08,U***32085,ETHT(US74349Y5713) 現金紅利 USD 0.010688 每股 - US 稅收,外國預扣稅,ETHT,-,-,-,-2.484096,-,-2.484096
轉賬歷史,Data,2026-07-08,U***32085,MNQ 18SEP26,賣,MNQU6,-2.0,29066.0,USD,150422.36320000002(1),-1.604312,-2084.76670008
轉賬歷史,Data,2026-07-08,U***32085,BITU(US74349Y7040) 現金紅利 USD 0.014084 每股 (常規股息),股息,BITU,-,-,-,7.89218,-,7.89218
轉賬歷史,Data,2026-07-08,U***32085,BITU(US74349Y7040) 現金紅利 USD 0.014084 每股 - US 稅收,外國預扣稅,BITU,-,-,-,-2.3676540000000004,-,-2.3676540000000004
轉賬歷史,Data,2026-07-08,U***32085,NQ 18SEP26 32250 C,買,NQU6 C32250,1.0,208.5,USD,-5395.146000000001,-1.837196,-5397.148543640001
轉賬歷史,Data,2026-07-08,U***32085,MNQ 18SEP26,賣,MNQU6,-2.0,29074.5,USD,150466.3524(1),-1.604312,-2040.77750008
轉賬歷史,Data,2026-07-08,U***32085,MES 18SEP26,賣,MESU6,-2.0,7483.5,USD,96821.523(1),-1.604312,-587.19320008
轉賬歷史,Data,2026-07-08,U***32085,ES 04SEP26 8300 C,買,EW1U6 C8300,1.0,2.2,USD,-142.318,-1.837196,-144.32054364
轉賬歷史,Data,2026-07-08,U***32085,EUR 04SEP26 1.165 C,買,EUUU6 C1165,1.0,0.0023,USD,-371.96750000000003,-3.1956860000000002,-375.4507977400001
