Statement,Header,域名稱,域值
Statement,Data,Title,轉賬歷史
Statement,Data,Period,"六月 23, 2026 - 八月 7, 2026"
Statement,Data,WhenGenerated,"2026-08-10, 10:54:51 EDT"
總結,Header,域名稱,域值
總結,Data,基礎貨幣,SGD
總結,Data,期初現金,62170.490999638685
總結,Data,變更,-56266.364222301774
總結,Data,期末現金,5904.126777336911
轉賬歷史,Header,日期,賬戶,說明,交易類型,代碼,交易量,價格,Price Currency,總額,佣金,淨金額
轉賬歷史,Data,2026-08-03,U***32085,MES 18SEP26,賣,MESU6,-1.0,7632.75,USD,48941.193(1),-0.782264,28.00133224
轉賬歷史,Data,2026-07-31,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,57.699,-,57.699
轉賬歷史,Data,2026-07-31,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,276.9552,-,276.9552
轉賬歷史,Data,2026-07-31,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-256.44,-,-256.44
轉賬歷史,Data,2026-07-31,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,42.3126,-,42.3126
轉賬歷史,Data,2026-07-31,U***32085,MGC 28OCT26 Position MTM,持倉按市價計值(MTM),MGCV6,-,-,-,2031.0048,-,2031.0048
轉賬歷史,Data,2026-07-31,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-899.14275,-,-899.14275
轉賬歷史,Data,2026-07-31,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-1707.8904,-,-1707.8904
轉賬歷史,Data,2026-07-31,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,427.6137,-,427.6137
轉賬歷史,Data,2026-07-31,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,40.06875,-,40.06875
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006261,USD,-10034.81775(1),-0.51288,85.1880858
轉賬歷史,Data,2026-07-31,U***32085,MGC 28OCT26,買,MGCV6,1.0,4088.1,USD,-52417.6182(1),-1.230912,-148.79469408
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.00632,USD,10129.38(1),-0.51288,8.2560858
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006266,USD,-10042.8315(1),-0.51288,77.1743358
轉賬歷史,Data,2026-07-31,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.151,USD,-18447.6525(1),-0.51288,63.5509608
轉賬歷史,Data,2026-07-31,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,28679.0,USD,73544.4276(1),-0.782142,703.7163652200001
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006288,USD,10078.092(1),-0.51288,-43.0319142
轉賬歷史,Data,2026-07-31,U***32085,MNQ 18SEP26,買,MNQU6,1.0,28331.25,USD,-72652.6575(1),-0.782142,186.34866522
轉賬歷史,Data,2026-07-31,U***32085,DIREX DLY AEROS & DF BL3X-UI,賣,DFEN,-18.0,73.0,USD,1684.8108,-0.45606526923,1684.313688854616
轉賬歷史,Data,2026-07-31,U***32085,YINN 21AUG26 20 P,買,YINN  260821P00020000,1.0,0.21,USD,-26.9262,-0.884038434,-27.889801893060003
轉賬歷史,Data,2026-07-31,U***32085,YINN 21AUG26 38 C,買,YINN  260821C00038000,1.0,0.22,USD,-28.2084,-0.884038434,-29.172001893060003
轉賬歷史,Data,2026-07-31,U***32085,SPACE EXPLORATION TECHN-CL A,賣,SPCX,-28.0,108.6,USD,3898.9137600000004,-0.497034226206,3898.3719926879226
轉賬歷史,Data,2026-07-31,U***32085,SPCX 14AUG26 220 C,買,SPCX  260814C00220000,1.0,0.74,USD,-94.8828,-0.294982932,-95.20433139587999
轉賬歷史,Data,2026-07-31,U***32085,SPCX 14AUG26 80 P,買,SPCX  260814P00080000,1.0,1.51,USD,-193.6122,-0.294982932,-193.93373139588002
轉賬歷史,Data,2026-07-31,U***32085,DIREXION DLY FTSE CH BL3X-UI,賣,YINN,-39.0,31.79,USD,1589.684382,-0.6517670526192,1588.9739559129528
轉賬歷史,Data,2026-07-31,U***32085,SOXL 28AUG26 80 P,賣,SOXL  260828P00080000,-1.0,6.82,USD,874.4604,-0.9062707562400001,873.472564873134
轉賬歷史,Data,2026-07-31,U***32085,SOXL 28AUG26 180 C,賣,SOXL  260828C00180000,-1.0,6.78,USD,869.3316,-0.90616510296,868.343880040338
轉賬歷史,Data,2026-07-31,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.6,USD,-2384.8920000000003(1),-0.589812,-64.16308308
轉賬歷史,Data,2026-07-31,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,18.53,USD,2375.9166(1),-0.589812,53.901892919999995
轉賬歷史,Data,2026-07-31,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.55,USD,-2378.481(1),-0.589812,-57.752083080000006
轉賬歷史,Data,2026-07-31,U***32085,VXM 19AUG26,買,VXMQ6,2.0,18.5,USD,-4744.14(1),-1.179624,-102.68216616000001
轉賬歷史,Data,2026-07-31,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1549,USD,18510.15975(1),-0.51288,-2.1617892
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006334,USD,10151.8185(1),-0.51288,30.6945858
轉賬歷史,Data,2026-07-31,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006365,USD,10201.50375(1),-0.51288,80.3798358
轉賬歷史,Data,2026-07-30,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-1044.2595000000001,-,-1044.2595000000001
轉賬歷史,Data,2026-07-30,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-222.9462,-,-222.9462
轉賬歷史,Data,2026-07-30,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-166.56900000000002,-,-166.56900000000002
轉賬歷史,Data,2026-07-30,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-138.3804,-,-138.3804
轉賬歷史,Data,2026-07-30,U***32085,MGC 28OCT26 Position MTM,持倉按市價計值(MTM),MGCV6,-,-,-,-1642.6266,-,-1642.6266
轉賬歷史,Data,2026-07-30,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-249.21285000000003,-,-249.21285000000003
轉賬歷史,Data,2026-07-30,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-776.788125,-,-776.788125
轉賬歷史,Data,2026-07-30,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,-2295.44895,-,-2295.44895
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,2167.4214540000003,-,2167.4214540000003
轉賬歷史,Data,2026-07-30,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-522.1297500000001,-,-522.1297500000001
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-541.3492500000001,-,-541.3492500000001
轉賬歷史,Data,2026-07-30,U***32085,NQ 18SEP26 30400 C,買,NQU6 C30400,1.0,100.0,USD,-2562.6000000000004,-1.8066330000000002,-2564.5692299700004
轉賬歷史,Data,2026-07-30,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,27491.0,USD,70448.4366(1),-0.7815930000000001,-1914.47348637
轉賬歷史,Data,2026-07-30,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1466,USD,-18364.23225(1),-0.5125200000000001,141.9859782
轉賬歷史,Data,2026-07-30,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1494,USD,18409.07775(1),-0.5125200000000001,-98.25777180000001
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.69,USD,-2522.8797000000004(1),-0.5893980000000001,-118.31703582
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.69,USD,-2522.8797000000004(1),-0.5893980000000001,-118.31703582
轉賬歷史,Data,2026-07-30,U***32085,M2K 18SEP26,買,M2KU6,1.0,2930.2,USD,-18772.3263(1),-0.7815930000000001,153.54471363000002
轉賬歷史,Data,2026-07-30,U***32085,RTY 18SEP26 3200 C,賣,RTOU6 C3200,-1.0,6.2,USD,397.20300000000003,-1.8066330000000002,395.23377003
轉賬歷史,Data,2026-07-30,U***32085,ES 18SEP26 7825 C,買,ESU6 C7825,1.0,18.4,USD,-1178.796,-1.8066330000000002,-1180.76522997
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006249,USD,10008.554625(1),-0.5125200000000001,-105.46508430000002
轉賬歷史,Data,2026-07-30,U***32085,MES 18SEP26,賣,MESU6,-1.0,7425.25,USD,47569.86412500001(1),-0.7815930000000001,-303.55906137000005
轉賬歷史,Data,2026-07-30,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,28051.0,USD,71883.49260000001(1),-0.7815930000000001,-479.41748637
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006268,USD,10038.9855(1),-0.5125200000000001,-75.0342093
轉賬歷史,Data,2026-07-30,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1534,USD,18473.142750000003(1),-0.5125200000000001,-34.1927718
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006311,USD,10107.855375000001(1),-0.5125200000000001,-6.1643343
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.31,USD,-2474.1902999999998(1),-0.5893980000000001,-69.62763582000001
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.31,USD,-2474.1902999999998(1),-0.5893980000000001,-69.62763582000001
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26,賣,MJYU6,-1.0,0.006342,USD,10157.505750000002(1),-0.5125200000000001,43.486040700000004
轉賬歷史,Data,2026-07-30,U***32085,MJY 14SEP26,買,MJYU6,1.0,0.006291,USD,-10075.822875000002(1),-0.5125200000000001,37.0795407
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.49,USD,2497.2536999999998(1),-0.5893980000000001,91.40614818000003
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.49,USD,2497.2536999999998(1),-0.5893980000000001,91.40614818000003
轉賬歷史,Data,2026-07-30,U***32085,SOXL 14AUG26 110 P,買,SOXL  260814P00110000,1.0,14.99,USD,-1920.6687000000002,-1.3329107640000002,-1922.12157273276
轉賬歷史,Data,2026-07-30,U***32085,SOXL 14AUG26 200 C,買,SOXL  260814C00200000,1.0,1.3,USD,-166.56900000000002,-1.33421769,-168.02329728210003
轉賬歷史,Data,2026-07-30,U***32085,DFEN 21AUG26 50 P,買,DFEN  260821P00050000,1.0,0.47,USD,-60.22110000000001,-0.294775878,-60.54240570702
轉賬歷史,Data,2026-07-30,U***32085,DFEN 21AUG26 86 C,買,DFEN  260821C00086000,1.0,1.43,USD,-183.22590000000002,-0.294775878,-183.54720570702003
轉賬歷史,Data,2026-07-30,U***32085,MGC 28OCT26,賣,MGCV6,-1.0,4142.1,USD,53072.727300000006(1),-1.230048,161.38434768000002
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,2.0,19.18,USD,-4915.0668000000005(1),-1.1787960000000002,-105.94147164000003
轉賬歷史,Data,2026-07-30,U***32085,MES 18SEP26,賣,MESU6,-1.0,7469.5,USD,47853.35175(1),-0.7815930000000001,-20.07143637
轉賬歷史,Data,2026-07-30,U***32085,MNQ 18SEP26,賣,MNQU6,-1.0,28316.75,USD,72564.50355000001(1),-0.7815930000000001,201.59346363
轉賬歷史,Data,2026-07-30,U***32085,VXM 19AUG26,買,VXMQ6,2.0,18.7,USD,-4792.062000000001(1),-1.1787960000000002,17.06332836
轉賬歷史,Data,2026-07-29,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,309.336,-,309.336
轉賬歷史,Data,2026-07-29,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,1340.456,-,1340.456
轉賬歷史,Data,2026-07-29,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-489.782,-,-489.782
轉賬歷史,Data,2026-07-29,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-81.2007,-,-81.2007
轉賬歷史,Data,2026-07-29,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,30.9336,-,30.9336
轉賬歷史,Data,2026-07-29,U***32085,MGC 28OCT26 Position MTM,持倉按市價計值(MTM),MGCV6,-,-,-,27.066899999999997,-,27.066899999999997
轉賬歷史,Data,2026-07-29,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,316.42494999999997,-,316.42494999999997
轉賬歷史,Data,2026-07-29,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,734.673,-,734.673
轉賬歷史,Data,2026-07-29,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,1495.124,-,1495.124
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,-1182.9137529999998,-,-1182.9137529999998
轉賬歷史,Data,2026-07-29,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-203.00175,-,-203.00175
轉賬歷史,Data,2026-07-29,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-61.22275,-,-61.22275
轉賬歷史,Data,2026-07-29,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1424,USD,18405.492000000002(1),-0.51556,-80.3126479
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,19.28,USD,4969.9983999999995(1),-1.185788,-266.65124091999996
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,買,VXMQ6,2.0,19.07,USD,-4915.8646(1),-1.185788,318.20002308
轉賬歷史,Data,2026-07-29,U***32085,MGC 27AUG26,買,MGCQ6,1.0,4011.3,USD,-51701.6457(1),-1.237344,320.87629504
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.59,USD,2524.9550999999997(1),-0.592894,-93.36972045999998
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.59,USD,2524.9550999999997(1),-0.592894,-93.36972045999998
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.74,USD,2544.2885999999994(1),-0.592894,-74.03622046
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.74,USD,2544.2885999999994(1),-0.592894,-74.03622046
轉賬歷史,Data,2026-07-29,U***32085,MGC 28OCT26,賣,MGCV6,-1.0,4043.5,USD,52116.6715(1),-1.237344,-282.32890496
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.6,USD,-2526.244(1),-0.592894,90.78831154000001
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.6,USD,-2526.244(1),-0.592894,90.78831154000001
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,買,VXMQ6,2.0,18.95,USD,-4884.931(1),-1.185788,349.13362307999995
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,20.14,USD,5191.6892(1),-1.185788,-44.96044092
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,20.32,USD,2619.0447999999997(1),-0.592894,0.7199795400000001
轉賬歷史,Data,2026-07-29,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,20.32,USD,2619.0447999999997(1),-0.592894,0.7199795400000001
轉賬歷史,Data,2026-07-29,U***32085,M6E 14SEP26,賣,M6EU6,-1.0,1.1486,USD,18505.38175(1),-0.51556,19.577102099999998
轉賬歷史,Data,2026-07-28,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,126.009,-,126.009
轉賬歷史,Data,2026-07-28,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-865.908,-,-865.908
轉賬歷史,Data,2026-07-28,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,348.948,-,348.948
轉賬歷史,Data,2026-07-28,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,337.3164,-,337.3164
轉賬歷史,Data,2026-07-28,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,494.9892,-,494.9892
轉賬歷史,Data,2026-07-28,U***32085,MGC 28OCT26 Position MTM,持倉按市價計值(MTM),MGCV6,-,-,-,489.8196,-,489.8196
轉賬歷史,Data,2026-07-28,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-29.079,-,-29.079
轉賬歷史,Data,2026-07-28,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-109.854,-,-109.854
轉賬歷史,Data,2026-07-28,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,692.7264,-,692.7264
轉賬歷史,Data,2026-07-28,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,128.01221999999999,-,128.01221999999999
轉賬歷史,Data,2026-07-28,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,-92.0835,-,-92.0835
轉賬歷史,Data,2026-07-28,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,9.693,-,9.693
轉賬歷史,Data,2026-07-28,U***32085,M6E 14SEP26,買,M6EU6,1.0,1.1386,USD,-18394.083(1),-0.51696,39.0162636
轉賬歷史,Data,2026-07-28,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,19.45,USD,5027.436(1),-1.189008,115.45939727999999
轉賬歷史,Data,2026-07-28,U***32085,VXM 19AUG26,買,VXMQ6,2.0,19.11,USD,-4939.5528(1),-1.189008,-30.16823472
轉賬歷史,Data,2026-07-28,U***32085,MGC 27AUG26,買,MGCQ6,1.0,4031.2,USD,-52099.2288(1),-1.240704,95.57763264
轉賬歷史,Data,2026-07-28,U***32085,NQ 18SEP26 31000 C,買,NQU6 C31000,1.0,85.25,USD,-2203.542,-1.8222839999999998,-2205.52828956
轉賬歷史,Data,2026-07-28,U***32085,電子資金轉帳,存款,-,-,-,-,10000.0,-,10000.0
轉賬歷史,Data,2026-07-28,U***32085,MGC 27AUG26,賣,MGCQ6,-1.0,4026.2,USD,52034.6088(1),-1.240704,-162.90236736
轉賬歷史,Data,2026-07-27,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-138.81474999999998,-,-138.81474999999998
轉賬歷史,Data,2026-07-27,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-865.1709999999999,-,-865.1709999999999
轉賬歷史,Data,2026-07-27,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,-484.23749999999995,-,-484.23749999999995
轉賬歷史,Data,2026-07-27,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,516.52,-,516.52
轉賬歷史,Data,2026-07-27,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,-160.1212,-,-160.1212
轉賬歷史,Data,2026-07-27,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,-120.73655,-,-120.73655
轉賬歷史,Data,2026-07-27,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-4.842375,-,-4.842375
轉賬歷史,Data,2026-07-27,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,238.24484999999999,-,238.24484999999999
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,105.989904,-,105.989904
轉賬歷史,Data,2026-07-27,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,12.1059375,-,12.1059375
轉賬歷史,Data,2026-07-27,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,-4.842375,-,-4.842375
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,買,VXMQ6,2.0,18.64,USD,-4813.966399999999(1),-1.187996,127.78343235999998
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.65,USD,-2408.2744999999995(1),-0.593998,62.60041617999999
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.65,USD,-2408.2744999999995(1),-0.593998,62.60041617999999
轉賬歷史,Data,2026-07-27,U***32085,MHNG SEP26,買,MNGU6,1.0,2.847,USD,-3676.3311(1),-1.110518,-77.39716461999998
轉賬歷史,Data,2026-07-27,U***32085,MCL SEP26,買,MCLU6,1.0,84.56,USD,-10919.2328(1),-0.9813879999999999,-252.87321291999996
轉賬歷史,Data,2026-07-27,U***32085,MGC 28OCT26,賣,MGCV6,-1.0,4132.7,USD,53365.5551(1),-1.2396479999999999,352.46498368
轉賬歷史,Data,2026-07-27,U***32085,YC 14SEP26,買,XCU6,1.0,4.54375,USD,-5867.344375(1),-2.4792959999999997,-36.59905764
轉賬歷史,Data,2026-07-27,U***32085,MES 18SEP26,賣,MESU6,-1.0,7518.75,USD,48544.809375(1),-0.7876929999999999,454.32466463
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,賣,VXMQ6,-2.0,19.17,USD,4950.8442000000005(1),-1.187996,6.5045363599999995
轉賬歷史,Data,2026-07-27,U***32085,MGC 27AUG26,買,MGCQ6,1.0,4076.0,USD,-52633.388(1),-1.2396479999999999,11.56178368
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.09,USD,2465.0917(1),-0.593998,-7.07813182
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.09,USD,2465.0917(1),-0.593998,-7.07813182
轉賬歷史,Data,2026-07-27,U***32085,MES 18SEP26,買,MESU6,1.0,7430.0,USD,-47971.795(1),-0.7876929999999999,116.97253962999999
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.02,USD,-2456.0526(1),-0.593998,14.82231618
轉賬歷史,Data,2026-07-27,U***32085,VXM 19AUG26,買,VXMQ6,1.0,19.02,USD,-2456.0526(1),-0.593998,14.82231618
轉賬歷史,Data,2026-07-24,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,-90.342,-,-90.342
轉賬歷史,Data,2026-07-24,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,-371.6928,-,-371.6928
轉賬歷史,Data,2026-07-24,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,9.679499999999999,-,9.679499999999999
轉賬歷史,Data,2026-07-24,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,165.1968,-,165.1968
轉賬歷史,Data,2026-07-24,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,-797.5908,-,-797.5908
轉賬歷史,Data,2026-07-24,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,-52.9146,-,-52.9146
轉賬歷史,Data,2026-07-24,U***32085,M2K 18SEP26 Position MTM,持倉按市價計值(MTM),M2KU6,-,-,-,67.1112,-,67.1112
轉賬歷史,Data,2026-07-24,U***32085,MES 18SEP26 Position MTM,持倉按市價計值(MTM),MESU6,-,-,-,-32.265,-,-32.265
轉賬歷史,Data,2026-07-24,U***32085,MNQ 18SEP26 Position MTM,持倉按市價計值(MTM),MNQU6,-,-,-,873.7361999999999,-,873.7361999999999
轉賬歷史,Data,2026-07-24,U***32085,VXM 19AUG26 Position MTM,持倉按市價計值(MTM),VXMQ6,-,-,-,327.902742,-,327.902742
轉賬歷史,Data,2026-07-24,U***32085,M6E 14SEP26 Position MTM,持倉按市價計值(MTM),M6EU6,-,-,-,33.87825,-,33.87825
轉賬歷史,Data,2026-07-24,U***32085,MJY 14SEP26 Position MTM,持倉按市價計值(MTM),MJYU6,-,-,-,8.06625,-,8.06625
轉賬歷史,Data,2026-07-24,U***32085,MGC 27AUG26,買,MGCQ6,1.0,4031.6,USD,-52031.8296(1),-1.2389759999999999,504.56471616
轉賬歷史,Data,2026-07-24,U***32085,MGC 27AUG26,買,MGCQ6,1.0,4028.8,USD,-51995.6928(1),-1.2389759999999999,540.70151616
轉賬歷史,Data,2026-07-24,U***32085,1OZ AUG26,買,1OZQ6,2.0,4028.5,USD,-10398.3642(1),-1.703592,107.19878472000002
轉賬歷史,Data,2026-07-24,U***32085,MGC 27AUG26,賣,MGCQ6,-1.0,4029.1,USD,51999.5646(1),-1.2389759999999999,-539.5306838399999
轉賬歷史,Data,2026-07-24,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.93,USD,-2443.1058(1),-0.593676,38.19995316
轉賬歷史,Data,2026-07-24,U***32085,VXM 19AUG26,買,VXMQ6,1.0,18.93,USD,-2443.1058(1),-0.593676,38.19995316
轉賬歷史,Data,2026-07-24,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.33,USD,2494.7297999999996(1),-0.593676,12.12983316
轉賬歷史,Data,2026-07-24,U***32085,VXM 19AUG26,賣,VXMQ6,-1.0,19.33,USD,2494.7297999999996(1),-0.593676,12.12983316
轉賬歷史,Data,2026-07-24,U***32085,MES 18SEP26,買,MESU6,1.0,7437.5,USD,-47994.1875(1),-0.7872659999999999,63.67188005999999
轉賬歷史,Data,2026-07-23,U***32085,MHG SEP26 Position MTM,持倉按市價計值(MTM),MHGU6,-,-,-,969.675,-,969.675
轉賬歷史,Data,2026-07-23,U***32085,MCL SEP26 Position MTM,持倉按市價計值(MTM),MCLU6,-,-,-,1385.9887999999999,-,1385.9887999999999
轉賬歷史,Data,2026-07-23,U***32085,YC 14SEP26 Position MTM,持倉按市價計值(MTM),XCU6,-,-,-,77.574,-,77.574
轉賬歷史,Data,2026-07-23,U***32085,MHNG SEP26 Position MTM,持倉按市價計值(MTM),MNGU6,-,-,-,-85.3314,-,-85.3314
轉賬歷史,Data,2026-07-23,U***32085,MGC 27AUG26 Position MTM,持倉按市價計值(MTM),MGCQ6,-,-,-,3944.6378999999997,-,3944.6378999999997
轉賬歷史,Data,2026-07-23,U***32085,1OZ AUG26 Position MTM,持倉按市價計值(MTM),1OZQ6,-,-,-,263.10515,-,263.10515
