Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"1,750,000",365.98,"4,782",Jun-25,Strata,34,"51,471",999 yrs lease commencing from 1871,09,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"1,290,000",290.63,"4,439",Jun-25,Strata,27,"47,778",999 yrs lease commencing from 1871,09,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"1,948,150",828.83,"2,350",Jun-25,Strata,77,"25,301",99 yrs lease commencing from 1962,09,16 to 20
FAR EAST PLAZA,SCOTTS ROAD,Retail,"980,000",269.1,"3,642",May-25,Strata,25,"39,200",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,980,000",365.98,"5,410",May-25,Strata,34,"58,235",99 yrs lease commencing from 1983,07,06 to 10
THE CENTREPOINT,ORCHARD ROAD,Retail,"1,900,000",839.59,"2,263",May-25,Strata,78,"24,359",99 yrs lease commencing from 1979,09,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"850,000",333.68,"2,547",May-25,Strata,31,"27,419",99 yrs lease commencing from 1980,07,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"740,000",505.91,"1,463",May-25,Strata,47,"15,745",99 yrs lease commencing from 1979,06,B1 to B5
ARC 380,JALAN BESAR,Retail,"1,143,800",301.39,"3,795",May-25,Strata,28,"40,850",Freehold,08,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,020,000",279.86,"3,645",Apr-25,Strata,26,"39,231",999 yrs lease commencing from 1827,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"780,000",452.09,"1,725",Apr-25,Strata,42,"18,571",99 yrs lease commencing from 1974,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"790,000",322.92,"2,446",Apr-25,Strata,30,"26,333",99 yrs lease commencing from 1981,07,01 to 05
CUPPAGE PLAZA,KOEK ROAD,Retail,"770,000",333.68,"2,308",Apr-25,Strata,31,"24,839",99 yrs lease commencing from 1979,09,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"490,000",279.86,"1,751",Apr-25,Strata,26,"18,846",99 yrs lease commencing from 1981,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"688,000",258.34,"2,663",Apr-25,Strata,24,"28,667",99 yrs lease commencing from 1997,07,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"4,132,800","1,722.24","2,400",Apr-25,Strata,160,"25,830",99 yrs lease commencing from 1962,09,21 to 25
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"695,000",484.38,"1,435",Apr-25,Strata,45,"15,444",99 yrs lease commencing from 1979,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,400,000",333.68,"4,196",Apr-25,Strata,31,"45,161",Freehold,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"2,789,100","2,066.69","1,350",Apr-25,Strata,192,"14,527",99 yrs lease commencing from 1969,06,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,535,000",236.81,"6,482",Apr-25,Strata,22,"69,773",99 yrs lease commencing from 1980,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"2,600,000",516.67,"5,032",Apr-25,Strata,48,"54,167",Freehold,09,B1 to B5
WISMA ATRIA,ORCHARD ROAD,Retail,"3,818,750","1,625.36","2,349",Mar-25,Strata,151,"25,290",99 yrs lease commencing from 1962,09,16 to 20
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,040,000",204.52,"5,085",Mar-25,Strata,19,"54,737",Freehold,09,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"514,000",355.21,"1,447",Mar-25,Strata,33,"15,576",99 yrs lease commencing from 1978,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,772,000",678.13,"2,613",Mar-25,Strata,63,"28,127",99 yrs lease commencing from 1980,07,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"3,818,750","1,625.36","2,349",Mar-25,Strata,151,"25,290",99 yrs lease commencing from 1962,09,16 to 20
R66 APARTMENTS,RANGOON ROAD/TESSENSOHN ROAD,Retail,"16,700,000","5,059.08","3,301",Mar-25,Strata,470,"35,532",Freehold,08,-
N.A.,LORONG MAMBONG,Retail,"7,600,000","2,292.73","3,315",Mar-25,Strata,213,"35,681",Freehold,10,-
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"8,200,000","1,517.72","5,403",Mar-25,Strata,141,"58,156",999 yrs lease commencing from 1871,09,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,550,000",958,"1,618",Mar-25,Strata,89,"17,416",99 yrs lease commencing from 1970,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,300,000",376.74,"3,451",Mar-25,Strata,35,"37,143",Freehold,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"708,000",258.34,"2,741",Feb-25,Strata,24,"29,500",99 yrs lease commencing from 1977,09,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,300,000",376.74,"3,451",Feb-25,Strata,35,"37,143",Freehold,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,140,984",215.28,"5,300",Feb-25,Strata,20,"57,049",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,123,000",925.7,"2,293",Feb-25,Strata,86,"24,686",99 yrs lease commencing from 1983,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,827,000",796.54,"2,294",Feb-25,Strata,74,"24,689",99 yrs lease commencing from 1983,07,01 to 05
N.A.,KINTA ROAD,Retail,"6,000,000","1,151.75","5,209",Feb-25,Strata,107,"56,075",Freehold,08,-
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,393,020",548.96,"2,538",Feb-25,Strata,51,"27,314",99 yrs lease commencing from 1980,07,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"2,480,000",419.8,"5,908",Feb-25,Strata,39,"63,590",99 yrs lease commencing from 1995,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,300,000",376.74,"3,451",Feb-25,Strata,35,"37,143",Freehold,09,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"475,000",322.92,"1,471",Feb-25,Strata,30,"15,833",99 yrs lease commencing from 1978,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,230,000",333.68,"3,686",Feb-25,Strata,31,"39,677",999 yrs lease commencing from 1827,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"7,000,000","3,659.76","1,913",Feb-25,Strata,340,"20,588",99 yrs lease commencing from 1974,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"550,000",215.28,"2,555",Jan-25,Strata,20,"27,500",99 yrs lease commencing from 1980,07,01 to 05
RIVERGATE,ROBERTSON QUAY,Retail,"3,511,755",936.47,"3,750",Jan-25,Strata,87,"40,365",Freehold,09,01 to 05
RIVERGATE,ROBERTSON QUAY,Retail,"6,781,965","1,851.41","3,663",Jan-25,Strata,172,"39,430",Freehold,09,01 to 05
RIVERGATE,ROBERTSON QUAY,Retail,"2,906,280",775.01,"3,750",Jan-25,Strata,72,"40,365",Freehold,09,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,080,000",430.56,"2,508",Jan-25,Strata,40,"27,000",99 yrs lease commencing from 1980,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,340,000",688.9,"1,945",Jan-25,Strata,64,"20,938",99 yrs lease commencing from 1970,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"54,500,000","19,289.09","2,825",Jan-25,Strata,"1,792","30,413",Freehold,09,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,050,000",678.13,"1,548",Jan-25,Strata,63,"16,667",99 yrs lease commencing from 1970,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"398,000",204.52,"1,946",Jan-25,Strata,19,"20,947",99 yrs lease commencing from 1974,07,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,018,000",419.8,"2,425",Dec-24,Strata,39,"26,103",99 yrs lease commencing from 2014,07,B1 to B5
WISMA ATRIA,ORCHARD ROAD,Retail,"3,857,280","1,722.24","2,240",Dec-24,Strata,160,"24,108",99 yrs lease commencing from 1962,09,11 to 15
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"730,000",182.99,"3,989",Dec-24,Strata,17,"42,941",999 yrs lease commencing from 1827,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"845,000",398.27,"2,122",Dec-24,Strata,37,"22,838",Freehold,09,11 to 15
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"970,000",570.49,"1,700",Dec-24,Strata,53,"18,302",99 yrs lease commencing from 1969,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,918,888",592.02,"3,241",Dec-24,Strata,55,"34,889",99 yrs lease commencing from 1983,07,01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,"2,538,888",635.08,"3,998",Dec-24,Strata,59,"43,032",Freehold,10,01 to 05
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,"1,795,000",376.74,"4,765",Dec-24,Strata,35,"51,286",Freehold,10,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"850,000",699.66,"1,215",Dec-24,Strata,65,"13,077",99 yrs lease commencing from 1969,06,01 to 05
111 SOMERSET,SOMERSET ROAD,Retail,"1,680,000",516.67,"3,252",Nov-24,Strata,48,"35,000",99 yrs lease commencing from 1975,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,168,888",387.5,"5,597",Nov-24,Strata,36,"60,247",Freehold,09,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"2,345,000",850.36,"2,758",Nov-24,Strata,79,"29,684",999 yrs lease commencing from 1828,06,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,050,000",355.21,"2,956",Nov-24,Strata,33,"31,818",999 yrs lease commencing from 1827,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,600,000",312.16,"5,126",Nov-24,Strata,29,"55,172",Freehold,09,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"766,300",387.5,"1,978",Nov-24,Strata,36,"21,286",99 yrs lease commencing from 1981,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"688,000",269.1,"2,557",Nov-24,Strata,25,"27,520",99 yrs lease commencing from 1997,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,988,888",376.74,"5,279",Nov-24,Strata,35,"56,825",99 yrs lease commencing from 1983,07,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,170,000",473.62,"2,470",Nov-24,Strata,44,"26,591",99 yrs lease commencing from 1980,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,800,000",312.16,"5,766",Nov-24,Strata,29,"62,069",Freehold,09,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"300,000",172.22,"1,742",Oct-24,Strata,16,"18,750",99 yrs lease commencing from 1978,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,285,000",182.99,"7,022",Oct-24,Strata,17,"75,588",Freehold,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"738,000",452.09,"1,632",Oct-24,Strata,42,"17,571",99 yrs lease commencing from 1974,07,01 to 05
N.A.,ARMENIAN STREET,Retail,"3,369,000","1,280.92","2,630",Oct-24,Strata,119,"28,311",99 yrs lease commencing from 2007,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"960,000",344.45,"2,787",Oct-24,Strata,32,"30,000",99 yrs lease commencing from 1983,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,480,000",688.9,"2,148",Oct-24,Strata,64,"23,125",99 yrs lease commencing from 1980,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,490,000","1,270.15","1,173",Oct-24,Strata,118,"12,627",99 yrs lease commencing from 1970,07,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"285,000",193.75,"1,471",Oct-24,Strata,18,"15,833",99 yrs lease commencing from 1978,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,350,000",398.27,"3,390",Oct-24,Strata,37,"36,486",999 yrs lease commencing from 1829,06,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"3,850,000","1,722.24","2,235",Oct-24,Strata,160,"24,063",99 yrs lease commencing from 1962,09,21 to 25
ONE CLAYMORE,CLAYMORE DRIVE,Retail,"9,200,000","2,647.94","3,474",Sep-24,Strata,246,"37,398",Freehold,09,01 to 05
THE CENTREPOINT,ORCHARD ROAD,Retail,"5,200,000","1,313.21","3,960",Sep-24,Strata,122,"42,623",99 yrs lease commencing from 1979,09,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,600,000",925.7,"1,728",Sep-24,Strata,86,"18,605",99 yrs lease commencing from 1970,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,083,333",279.86,"3,871",Sep-24,Strata,26,"41,667",999 yrs lease commencing from 1827,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"916,667",236.81,"3,871",Sep-24,Strata,22,"41,667",999 yrs lease commencing from 1827,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"989,000",258.34,"3,828",Sep-24,Strata,24,"41,208",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"970,000",387.5,"2,503",Aug-24,Strata,36,"26,944",99 yrs lease commencing from 1983,07,01 to 05
THE 101,BEACH ROAD,Retail,"8,707,260","1,539.25","5,657",Aug-24,Strata,143,"60,890",999 yrs lease commencing from 1827,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,800,000",398.27,"7,030",Aug-24,Strata,37,"75,676",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,100,000",452.09,"4,645",Aug-24,Strata,42,"50,000",Freehold,09,01 to 05
THE CENTREPOINT,ORCHARD ROAD,Retail,"1,550,000",516.67,"3,000",Aug-24,Strata,48,"32,292",99 yrs lease commencing from 1979,09,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"2,900,000",613.55,"4,727",Aug-24,Strata,57,"50,877",Freehold,10,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"550,000",182.99,"3,006",Aug-24,Strata,17,"32,353",99 yrs lease commencing from 2006,07,01 to 05
TONG BUILDING,ORCHARD ROAD,Retail,"13,965,840","3,422.95","4,080",Aug-24,Strata,318,"43,918",Freehold,09,16 to 20
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,750,000",409.03,"4,278",Aug-24,Strata,38,"46,053",99 yrs lease commencing from 1983,07,06 to 10
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,200,000",355.21,"3,378",Jul-24,Strata,33,"36,364",999 yrs lease commencing from 1827,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"832,000",279.86,"2,973",Jul-24,Strata,26,"32,000",Freehold,08,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,000,000",409.03,"2,445",Jul-24,Strata,38,"26,316",99 yrs lease commencing from 1983,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,150,000",258.34,"4,452",Jul-24,Strata,24,"47,917",Freehold,09,B1 to B5
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,"1,170,000",258.34,"4,529",Jul-24,Strata,24,"48,750",Freehold,10,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"745,000",279.86,"2,662",Jul-24,Strata,26,"28,654",Freehold,08,01 to 05
VISIONCREST,PENANG ROAD,Retail,"2,129,300",419.8,"5,072",Jul-24,Strata,39,"54,597",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,744,000",344.45,"5,063",Jul-24,Strata,32,"54,500",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,740,500",344.45,"5,053",Jul-24,Strata,32,"54,391",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,435,000",279.86,"5,127",Jul-24,Strata,26,"55,192",Freehold,09,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,100,000",398.27,"2,762",Jul-24,Strata,37,"29,730",999 yrs lease commencing from 1829,06,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"335,000",204.52,"1,638",Jul-24,Strata,19,"17,632",99 yrs lease commencing from 1969,07,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,296,400",462.85,"2,801",Jul-24,Strata,43,"30,149",99 yrs lease commencing from 2014,07,B1 to B5
TEXTILE CENTRE,JALAN SULTAN,Retail,"8,800,000","3,347.6","2,629",Jun-24,Strata,311,"28,296",99 yrs lease commencing from 1970,07,01 to 05
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,"1,150,000",258.34,"4,452",Jun-24,Strata,24,"47,917",Freehold,10,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"900,000",236.81,"3,801",Jun-24,Strata,22,"40,909",99 yrs lease commencing from 1980,07,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"868,888",226.04,"3,844",Jun-24,Strata,21,"41,376",99 yrs lease commencing from 1980,07,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,450,000",409.03,"3,545",Jun-24,Strata,38,"38,158",999 yrs lease commencing from 1828,06,B1 to B5
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,"450,000",193.75,"2,323",Jun-24,Strata,18,"25,000",Freehold,08,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,000,000",452.09,"2,212",May-24,Strata,42,"23,810",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,000,000",527.44,"1,896",May-24,Strata,49,"20,408",99 yrs lease commencing from 1974,07,01 to 05
DELFI ORCHARD,ORCHARD ROAD,Retail,"439,000,000","91,278.72","4,809",May-24,Strata,"8,480","51,769",Freehold,09,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,238,800",538.2,"2,302",May-24,Strata,50,"24,776",99 yrs lease commencing from 1980,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,038,000",376.74,"2,755",May-24,Strata,35,"29,657",Freehold,08,B1 to B5
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"2,818,075","1,496.2","1,883",May-24,Strata,139,"20,274",999 yrs lease commencing from 1828,06,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,300,000",365.98,"3,552",May-24,Strata,34,"38,235",999 yrs lease commencing from 1827,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"680,000",290.63,"2,340",May-24,Strata,27,"25,185",99 yrs lease commencing from 1980,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,052,012","1,722.24","2,353",May-24,Strata,160,"25,325",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,079,889","1,915.99","2,129",May-24,Strata,178,"22,921",99 yrs lease commencing from 1983,07,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,500,000",581.26,"2,581",May-24,Strata,54,"27,778",99 yrs lease commencing from 1980,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,540,000",409.03,"3,765",May-24,Strata,38,"40,526",999 yrs lease commencing from 1829,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,080,000",398.27,"2,712",May-24,Strata,37,"29,189",999 yrs lease commencing from 1829,06,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,550,000",947.23,"1,636",May-24,Strata,88,"17,614",99 yrs lease commencing from 1974,07,01 to 05
28 RC SUITES,RACE COURSE LANE,Retail,"1,680,000",430.56,"3,902",May-24,Strata,40,"42,000",Freehold,08,01 to 05
28 RC SUITES,RACE COURSE LANE,Retail,"1,680,000",430.56,"3,902",May-24,Strata,40,"42,000",Freehold,08,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"621,000",258.34,"2,404",May-24,Strata,24,"25,875",99 yrs lease commencing from 1974,07,01 to 05
1953,TESSENSOHN ROAD,Retail,"1,300,000",365.98,"3,552",May-24,Strata,34,"38,235",Freehold,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Retail,"7,158,245","3,939.62","1,817",May-24,Strata,366,"19,558",99 yrs lease commencing from 1994,08,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"300,000",129.17,"2,323",Apr-24,Strata,12,"25,000",99 yrs lease commencing from 2006,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"715,135",441.32,"1,620",Apr-24,Strata,41,"17,442",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"784,864",484.38,"1,620",Apr-24,Strata,45,"17,441",99 yrs lease commencing from 1974,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"740,000",279.86,"2,644",Apr-24,Strata,26,"28,462",Freehold,08,B1 to B5
SIM LIM TOWER,JALAN BESAR,Retail,"740,000",279.86,"2,644",Apr-24,Strata,26,"28,462",Freehold,08,B1 to B5
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,388,888",172.22,"8,064",Apr-24,Strata,16,"86,806",Freehold,09,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,680,000",322.92,"5,203",Apr-24,Strata,30,"56,000",Freehold,09,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,050,000","1,001.05","1,049",Apr-24,Strata,93,"11,290",99 yrs lease commencing from 1970,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"950,000",430.56,"2,206",Apr-24,Strata,40,"23,750",99 yrs lease commencing from 1974,07,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,"2,200,000","1,151.75","1,910",Apr-24,Strata,107,"20,561",Freehold,08,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"1,578,000",376.74,"4,189",Apr-24,Strata,35,"45,086",Freehold,10,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"10,420,000","4,305.6","2,420",Apr-24,Strata,400,"26,050",999 yrs lease commencing from 1829,06,B1 to B5
ORCHARD PLAZA,ORCHARD ROAD,Retail,"560,000",215.28,"2,601",Apr-24,Strata,20,"28,000",99 yrs lease commencing from 1977,09,01 to 05
THE CITRON,MARNE ROAD,Retail,"802,220",473.62,"1,694",Apr-24,Strata,44,"18,232",Freehold,08,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,400,000",312.16,"7,688",Mar-24,Strata,29,"82,759",Freehold,09,01 to 05
N.A.,FLANDERS SQUARE,Retail,"1,550,000","1,410.08","1,099",Mar-24,Strata,131,"11,832",Freehold,08,-
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,320,000",139.93,"9,433",Mar-24,Strata,13,"101,538",Freehold,09,B1 to B5
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"830,000",204.52,"4,058",Mar-24,Strata,19,"43,684",999 yrs lease commencing from 1829,06,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"3,400,000",785.77,"4,327",Mar-24,Strata,73,"46,575",Freehold,10,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"3,000,000",409.03,"7,334",Mar-24,Strata,38,"78,947",Freehold,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,133,846",473.62,"2,394",Mar-24,Strata,44,"25,769",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,159,615",484.38,"2,394",Mar-24,Strata,45,"25,769",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,056,538",441.32,"2,394",Mar-24,Strata,41,"25,769",99 yrs lease commencing from 1974,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,000,000",182.99,"5,465",Mar-24,Strata,17,"58,824",Freehold,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,000,000","1,151.75","3,473",Feb-24,Strata,107,"37,383",99 yrs lease commencing from 1983,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,150,000",344.45,"3,339",Feb-24,Strata,32,"35,938",99 yrs lease commencing from 1983,07,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,700,000",376.74,"4,512",Feb-24,Strata,35,"48,571",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"813,000",139.93,"5,810",Feb-24,Strata,13,"62,538",Freehold,09,01 to 05
THE PLAZA,BEACH ROAD,Retail,"483,800",247.57,"1,954",Feb-24,Strata,23,"21,035",99 yrs lease commencing from 1968,07,B1 to B5
THE ADELPHI,COLEMAN STREET,Retail,"1,380,000",398.27,"3,465",Feb-24,Strata,37,"37,297",999 yrs lease commencing from 1828,06,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,300,000",785.77,"1,654",Feb-24,Strata,73,"17,808",99 yrs lease commencing from 1974,07,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"650,765",387.5,"1,679",Jan-24,Strata,36,"18,077",99 yrs lease commencing from 1978,07,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"3,200,000",602.78,"5,309",Jan-24,Strata,56,"57,143",Freehold,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"10,500,000",688.9,"15,242",Jan-24,Strata,64,"164,063",Freehold,09,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,020,000",355.21,"2,872",Jan-24,Strata,33,"30,909",Freehold,08,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"390,000",247.57,"1,575",Jan-24,Strata,23,"16,957",99 yrs lease commencing from 1970,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,500,000",839.59,"1,787",Jan-24,Strata,78,"19,231",Freehold,08,06 to 10
ORCHARD PLAZA,ORCHARD ROAD,Retail,"7,325,333","3,261.49","2,246",Dec-23,Strata,303,"24,176",99 yrs lease commencing from 1977,09,01 to 05
