Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,030,000",344.45,"2,990",Jun-26,Strata,32,"32,188",99 yrs lease commencing from 1977,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"938,000",344.45,"2,723",Jun-26,Strata,32,"29,313",99 yrs lease commencing from 1977,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"850,000",452.09,"1,880",May-26,Strata,42,"20,238",99 yrs lease commencing from 1974,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,375,000",807.3,"1,703",May-26,Strata,75,"18,333",Freehold,08,B1 to B5
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"555,000",398.27,"1,394",May-26,Strata,37,"15,000",99 yrs lease commencing from 1979,06,B1 to B5
THE CITRON,MARNE ROAD,Retail,"708,000",505.91,"1,399",May-26,Strata,47,"15,064",Freehold,08,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"830,000",452.09,"1,836",May-26,Strata,42,"19,762",99 yrs lease commencing from 1974,07,01 to 05
RANGOON 88,RANGOON ROAD,Retail,"1,480,000",441.32,"3,354",May-26,Strata,41,"36,098",Freehold,08,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"368,000",269.1,"1,368",May-26,Strata,25,"14,720",99 yrs lease commencing from 1979,06,B1 to B5
SULTAN PLAZA,JALAN SULTAN,Retail,"350,000",204.52,"1,711",May-26,Strata,19,"18,421",99 yrs lease commencing from 1978,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,725,000",419.8,"6,491",May-26,Strata,39,"69,872",Freehold,09,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"680,000",376.74,"1,805",May-26,Strata,35,"19,429",99 yrs lease commencing from 1969,07,B1 to B5
ARC 380,JALAN BESAR,Retail,"2,373,000",764.24,"3,105",May-26,Strata,71,"33,423",Freehold,08,11 to 15
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,700,000",505.91,"5,337",May-26,Strata,47,"57,447",Freehold,09,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"1,080,000",473.62,"2,280",May-26,Strata,44,"24,545",99 yrs lease commencing from 1981,07,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,"1,550,000",581.26,"2,667",Apr-26,Strata,54,"28,704",Freehold,08,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"560,000",215.28,"2,601",Apr-26,Strata,20,"28,000",99 yrs lease commencing from 1977,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,450,000",355.21,"6,897",Apr-26,Strata,33,"74,242",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,500,000",333.68,"7,492",Apr-26,Strata,31,"80,645",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,350,000",236.81,"5,701",Apr-26,Strata,22,"61,364",Freehold,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"528,888",258.34,"2,047",Apr-26,Strata,24,"22,037",99 yrs lease commencing from 1974,07,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,600,000",430.56,"3,716",Apr-26,Strata,40,"40,000",999 yrs lease commencing from 1828,06,B1 to B5
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"2,070,000",409.03,"5,061",Apr-26,Strata,38,"54,474",Freehold,10,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"700,000",409.03,"1,711",Mar-26,Strata,38,"18,421",99 yrs lease commencing from 1978,07,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"730,000",312.16,"2,339",Mar-26,Strata,29,"25,172",999 yrs lease commencing from 1828,06,B1 to B5
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"725,000",301.39,"2,406",Mar-26,Strata,28,"25,893",999 yrs lease commencing from 1828,06,B1 to B5
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"725,000",290.63,"2,495",Mar-26,Strata,27,"26,852",999 yrs lease commencing from 1828,06,B1 to B5
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"1,000,000",419.8,"2,382",Mar-26,Strata,39,"25,641",999 yrs lease commencing from 1828,06,B1 to B5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,600,000",947.23,"1,689",Mar-26,Strata,88,"18,182",99 yrs lease commencing from 1974,07,01 to 05
CUPPAGE PLAZA,KOEK ROAD,Retail,"3,400,000","1,496.2","2,272",Mar-26,Strata,139,"24,460",99 yrs lease commencing from 1979,09,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"950,000",161.46,"5,884",Mar-26,Strata,15,"63,333",999 yrs lease commencing from 1871,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,288,000",516.67,"4,428",Mar-26,Strata,48,"47,667",Freehold,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,600,000",538.2,"4,831",Mar-26,Strata,50,"52,000",Freehold,09,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"765,000",161.46,"4,738",Mar-26,Strata,15,"51,000",999 yrs lease commencing from 1871,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,460,000",236.81,"6,165",Mar-26,Strata,22,"66,364",Freehold,09,B1 to B5
SULTAN PLAZA,JALAN SULTAN,Retail,"600,000",409.03,"1,467",Feb-26,Strata,38,"15,789",99 yrs lease commencing from 1978,07,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"4,800,000","1,614.6","2,973",Feb-26,Strata,150,"32,000",999 yrs lease commencing from 1828,06,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"6,300,000","1,151.75","5,470",Feb-26,Strata,107,"58,879",Freehold,09,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"343,000",193.75,"1,770",Feb-26,Strata,18,"19,056",99 yrs lease commencing from 1969,07,B1 to B5
THE BENCOOLEN,BENCOOLEN STREET,Retail,"945,000",161.46,"5,853",Feb-26,Strata,15,"63,000",99 yrs lease commencing from 1995,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"3,500,000",548.96,"6,376",Feb-26,Strata,51,"68,627",Freehold,09,01 to 05
CITY GATE,BEACH ROAD,Retail,"900,000",398.27,"2,260",Feb-26,Strata,37,"24,324",99 yrs lease commencing from 2014,07,B1 to B5
LUCKY PLAZA,ORCHARD ROAD,Retail,"4,208,800",495.14,"8,500",Feb-26,Strata,46,"91,496",Freehold,09,B1 to B5
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,"32,386,440","10,193.51","3,177",Feb-26,Strata,947,"34,199",Freehold,10,01 to 05
UNITED HOUSE,KRAMAT LANE,Retail,"1,350,000",441.32,"3,059",Feb-26,Strata,41,"32,927",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"712,888",398.27,"1,790",Feb-26,Strata,37,"19,267",99 yrs lease commencing from 1983,07,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"680,000",484.38,"1,404",Feb-26,Strata,45,"15,111",99 yrs lease commencing from 1969,06,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"1,900,000",452.09,"4,203",Feb-26,Strata,42,"45,238",999 yrs lease commencing from 1871,09,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"950,000",322.92,"2,942",Feb-26,Strata,30,"31,667",99 yrs lease commencing from 1980,07,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,600,000",441.32,"3,625",Jan-26,Strata,41,"39,024",999 yrs lease commencing from 1828,06,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,500,000",645.84,"3,871",Jan-26,Strata,60,"41,667",Freehold,09,01 to 05
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,"840,000",269.1,"3,122",Jan-26,Strata,25,"33,600",99 yrs lease commencing from 1996,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"1,038,000",484.38,"2,143",Jan-26,Strata,45,"23,067",99 yrs lease commencing from 1981,07,01 to 05
PARC SOMME,SOMME ROAD,Retail,"798,000",473.62,"1,685",Jan-26,Strata,44,"18,136",99 yrs lease commencing from 2008,08,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"518,000",129.17,"4,010",Jan-26,Strata,12,"43,167",99 yrs lease commencing from 2006,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"841,000",527.44,"1,595",Jan-26,Strata,49,"17,163",99 yrs lease commencing from 1974,07,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"570,000",387.5,"1,471",Jan-26,Strata,36,"15,833",99 yrs lease commencing from 1979,06,B1 to B5
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,288,000",592.02,"3,865",Jan-26,Strata,55,"41,600",Freehold,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,066,000",204.52,"5,212",Jan-26,Strata,19,"56,105",Freehold,09,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,300,000",365.98,"3,552",Dec-25,Strata,34,"38,235",99 yrs lease commencing from 1980,07,01 to 05
TRIO,SAM LEONG ROAD,Retail,"1,718,888",570.49,"3,013",Dec-25,Strata,53,"32,432",Freehold,08,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,430,000",452.09,"5,375",Dec-25,Strata,42,"57,857",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,000,000",333.68,"5,994",Dec-25,Strata,31,"64,516",Freehold,09,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"4,132,800","1,722.24","2,400",Dec-25,Strata,160,"25,830",99 yrs lease commencing from 1962,09,11 to 15
WISMA ATRIA,ORCHARD ROAD,Retail,"2,299,200",958,"2,400",Dec-25,Strata,89,"25,834",99 yrs lease commencing from 1962,09,11 to 15
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"2,180,000","1,227.1","1,777",Dec-25,Strata,114,"19,123",999 yrs lease commencing from 1828,06,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"1,390,000",592.02,"2,348",Dec-25,Strata,55,"25,273",99 yrs lease commencing from 1978,07,01 to 05
VISIONCREST,PENANG ROAD,Retail,"950,000",161.46,"5,884",Dec-25,Strata,15,"63,333",Freehold,09,01 to 05
HERITAGE PLACE,TAN QUEE LAN STREET,Retail,"14,000,000","3,024.68","4,629",Dec-25,Strata,281,"49,822",999 yrs lease commencing from 1827,07,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"1,750,000",376.74,"4,645",Dec-25,Strata,35,"50,000",Freehold,10,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,184,000",215.28,"5,500",Dec-25,Strata,20,"59,200",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,200,000",301.39,"3,982",Dec-25,Strata,28,"42,857",99 yrs lease commencing from 1983,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,500,000",430.56,"3,484",Dec-25,Strata,40,"37,500",999 yrs lease commencing from 1829,06,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,300,000",269.1,"4,831",Nov-25,Strata,25,"52,000",Freehold,09,01 to 05
ONE CLAYMORE,CLAYMORE DRIVE,Retail,"1,820,000",452.09,"4,026",Nov-25,Strata,42,"43,333",Freehold,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"640,000",236.81,"2,703",Nov-25,Strata,22,"29,091",99 yrs lease commencing from 1977,09,01 to 05
ROBERTSON BLUE,ROBERTSON QUAY,Retail,"8,288,000","1,560.78","5,310",Nov-25,Strata,145,"57,159",Freehold,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,700,000",172.22,"9,871",Nov-25,Strata,16,"106,250",Freehold,09,B1 to B5
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"518,888",269.1,"1,928",Nov-25,Strata,25,"20,756",99 yrs lease commencing from 1997,07,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"1,400,000",742.72,"1,885",Nov-25,Strata,69,"20,290",99 yrs lease commencing from 1969,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"800,000",269.1,"2,973",Nov-25,Strata,25,"32,000",99 yrs lease commencing from 1981,07,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"490,000",355.21,"1,379",Nov-25,Strata,33,"14,848",99 yrs lease commencing from 1979,06,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"590,000",215.28,"2,741",Nov-25,Strata,20,"29,500",99 yrs lease commencing from 1977,09,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"529,000",365.98,"1,445",Nov-25,Strata,34,"15,559",99 yrs lease commencing from 1979,06,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"570,000",226.04,"2,522",Nov-25,Strata,21,"27,143",99 yrs lease commencing from 1997,07,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"426,000",301.39,"1,413",Nov-25,Strata,28,"15,214",99 yrs lease commencing from 1979,06,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"410,000",290.63,"1,411",Nov-25,Strata,27,"15,185",99 yrs lease commencing from 1979,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,300,210",882.65,"4,872",Nov-25,Strata,82,"52,442",99 yrs lease commencing from 1983,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"3,100,000",613.55,"5,053",Nov-25,Strata,57,"54,386",999 yrs lease commencing from 1829,06,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"1,178,000",452.09,"2,606",Nov-25,Strata,42,"28,048",99 yrs lease commencing from 1980,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"1,300,000",419.8,"3,097",Nov-25,Strata,39,"33,333",99 yrs lease commencing from 1981,07,01 to 05
111 SOMERSET,SOMERSET ROAD,Retail,"1,650,000",527.44,"3,128",Oct-25,Strata,49,"33,673",99 yrs lease commencing from 1975,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,950,000",333.68,"5,844",Oct-25,Strata,31,"62,903",Freehold,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"520,000",322.92,"1,610",Oct-25,Strata,30,"17,333",99 yrs lease commencing from 1969,06,B1 to B5
WISMA ATRIA,ORCHARD ROAD,Retail,"4,132,800","1,722.24","2,400",Oct-25,Strata,160,"25,830",99 yrs lease commencing from 1962,09,16 to 20
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"520,000",322.92,"1,610",Oct-25,Strata,30,"17,333",99 yrs lease commencing from 1969,06,B1 to B5
SULTAN PLAZA,JALAN SULTAN,Retail,"500,000",365.98,"1,366",Oct-25,Strata,34,"14,706",99 yrs lease commencing from 1978,07,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"3,300,000",882.65,"3,739",Oct-25,Strata,82,"40,244",999 yrs lease commencing from 1871,09,06 to 10
THE ADELPHI,COLEMAN STREET,Retail,"850,000",215.28,"3,948",Oct-25,Strata,20,"42,500",999 yrs lease commencing from 1828,06,B1 to B5
SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Retail,"2,880,000",882.65,"3,263",Oct-25,Strata,82,"35,122",Freehold,10,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,400,000",215.28,"6,503",Oct-25,Strata,20,"70,000",Freehold,09,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"390,000",129.17,"3,019",Oct-25,Strata,12,"32,500",99 yrs lease commencing from 1997,07,01 to 05
THE CENTREPOINT,ORCHARD ROAD,Retail,"1,380,000",419.8,"3,287",Oct-25,Strata,39,"35,385",99 yrs lease commencing from 1979,09,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,000,000",301.39,"3,318",Oct-25,Strata,28,"35,714",999 yrs lease commencing from 1828,06,01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,"2,100,000",462.85,"4,537",Oct-25,Strata,43,"48,837",Freehold,10,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"945,000",344.45,"2,744",Oct-25,Strata,32,"29,531",99 yrs lease commencing from 1977,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"590,000",409.03,"1,442",Oct-25,Strata,38,"15,526",99 yrs lease commencing from 1969,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"390,000",269.1,"1,449",Oct-25,Strata,25,"15,600",99 yrs lease commencing from 1969,06,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"6,100,000","1,560.78","3,908",Sep-25,Strata,145,"42,069",Freehold,10,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,500,000",301.39,"4,977",Sep-25,Strata,28,"53,571",99 yrs lease commencing from 1980,07,B1 to B5
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,250,000",376.74,"3,318",Sep-25,Strata,35,"35,714",999 yrs lease commencing from 1827,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,680,000",150.7,"17,784",Sep-25,Strata,14,"191,429",Freehold,09,01 to 05
WISMA ATRIA,ORCHARD ROAD,Retail,"2,092,800",871.88,"2,400",Sep-25,Strata,81,"25,837",99 yrs lease commencing from 1962,09,16 to 20
WISMA ATRIA,ORCHARD ROAD,Retail,"4,020,850","1,711.48","2,349",Sep-25,Strata,159,"25,288",99 yrs lease commencing from 1962,09,16 to 20
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,"758,888",269.1,"2,820",Sep-25,Strata,25,"30,356",99 yrs lease commencing from 1996,07,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"305,000",215.28,"1,417",Sep-25,Strata,20,"15,250",99 yrs lease commencing from 1979,06,01 to 05
ARC 380,JALAN BESAR,Retail,"2,596,260",721.19,"3,600",Sep-25,Strata,67,"38,750",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"1,627,510",452.09,"3,600",Sep-25,Strata,42,"38,750",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"1,210,920",441.32,"2,744",Sep-25,Strata,41,"29,535",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"858,430",312.16,"2,750",Sep-25,Strata,29,"29,601",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"934,310",333.68,"2,800",Sep-25,Strata,31,"30,139",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"1,326,120",473.62,"2,800",Sep-25,Strata,44,"30,139",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"2,363,760",656.6,"3,600",Sep-25,Strata,61,"38,750",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"3,926,680","1,033.34","3,800",Sep-25,Strata,96,"40,903",Freehold,08,01 to 05
ARC 380,JALAN BESAR,Retail,"3,763,060",990.29,"3,800",Sep-25,Strata,92,"40,903",Freehold,08,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,040,000",419.8,"4,860",Sep-25,Strata,39,"52,308",99 yrs lease commencing from 1983,07,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,090,000",409.03,"2,665",Aug-25,Strata,38,"28,684",99 yrs lease commencing from 2014,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"950,000",139.93,"6,789",Aug-25,Strata,13,"73,077",Freehold,09,01 to 05
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Retail,"2,050,000",419.8,"4,883",Aug-25,Strata,39,"52,564",Freehold,10,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,390,000",527.44,"2,635",Aug-25,Strata,49,"28,367",99 yrs lease commencing from 2014,07,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"917,431",462.85,"1,982",Aug-25,Strata,43,"21,336",Freehold,08,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"3,155,000",645.84,"4,885",Aug-25,Strata,60,"52,583",Freehold,09,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"880,000",333.68,"2,637",Aug-25,Strata,31,"28,387",999 yrs lease commencing from 1829,06,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"630,000",290.63,"2,168",Aug-25,Strata,27,"23,333",99 yrs lease commencing from 1981,07,01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,"2,650,000",656.6,"4,036",Aug-25,Strata,61,"43,443",Freehold,10,01 to 05
ROBERTSON BLUE,ROBERTSON QUAY,Retail,"8,800,000","1,754.53","5,016",Aug-25,Strata,163,"53,988",Freehold,09,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"950,000",731.95,"1,298",Aug-25,Strata,68,"13,971",99 yrs lease commencing from 1970,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,550,000",333.68,"4,645",Aug-25,Strata,31,"50,000",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,575,000",355.21,"7,249",Aug-25,Strata,33,"78,030",Freehold,09,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"650,000",333.68,"1,948",Jul-25,Strata,31,"20,968",999 yrs lease commencing from 1828,06,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"1,380,000",656.6,"2,102",Jul-25,Strata,61,"22,623",99 yrs lease commencing from 1995,07,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"6,238,512","1,162.51","5,366",Jul-25,Strata,108,"57,764",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"8,260,252","1,539.25","5,366",Jul-25,Strata,143,"57,764",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"8,260,252","1,539.25","5,366",Jul-25,Strata,143,"57,764",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"11,360,527","1,883.7","6,031",Jul-25,Strata,175,"64,917",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"11,555,279","1,915.99","6,031",Jul-25,Strata,178,"64,917",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"11,295,610","1,872.94","6,031",Jul-25,Strata,174,"64,917",Freehold,10,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"14,151,971","2,346.55","6,031",Jul-25,Strata,218,"64,917",Freehold,10,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"910,000",344.45,"2,642",Jul-25,Strata,32,"28,438",99 yrs lease commencing from 1980,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"768,000",290.63,"2,643",Jul-25,Strata,27,"28,444",99 yrs lease commencing from 1980,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,130,000",161.46,"6,999",Jul-25,Strata,15,"75,333",Freehold,09,01 to 05
FARRER PARK SUITES,OWEN ROAD,Retail,"2,600,000","1,184.04","2,196",Jul-25,Strata,110,"23,636",Freehold,08,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"1,150,000",269.1,"4,274",Jul-25,Strata,25,"46,000",999 yrs lease commencing from 1871,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"532,000",269.1,"1,977",Jul-25,Strata,25,"21,280",99 yrs lease commencing from 1969,06,01 to 05
PENINSULA EXCELSIOR HOTEL,COLEMAN STREET,Retail,"450,000",269.1,"1,672",Jul-25,Strata,25,"18,000",99 yrs lease commencing from 1979,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"1,220,000",365.98,"3,334",Jul-25,Strata,34,"35,882",Freehold,09,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,000,000",462.85,"2,161",Jul-25,Strata,43,"23,256",99 yrs lease commencing from 2014,07,B1 to B5
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,020,000","1,356.26","1,489",Jun-25,Strata,126,"16,032",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM TOWER,JALAN BESAR,Retail,"1,235,000",559.73,"2,206",Jun-25,Strata,52,"23,750",Freehold,08,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Retail,"1,800,000",925.7,"1,944",Jun-25,Strata,86,"20,930",99 yrs lease commencing from 1994,08,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"654,000",398.27,"1,642",Jun-25,Strata,37,"17,676",99 yrs lease commencing from 1974,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"3,780,000",409.03,"9,241",Jun-25,Strata,38,"99,474",Freehold,09,01 to 05
