Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
KINDOL GARDENS,JALAN MALU-MALU,Office,"700,000","1,022.58",685,Nov-25,Strata,95,"7,368",999 yrs lease commencing from 1885,27,-
JUNCTION NINE,YISHUN AVENUE 9,Office,"1,450,000",301.39,"4,811",Apr-25,Strata,28,"51,786",99 yrs lease commencing from 2013,27,01 to 05
