Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"2,820,000","1,162.51","2,426",Oct-24,Strata,108,"26,111",999 yrs lease commencing from 1883,21,B1 to B5
KAP,KING ALBERT PARK,Retail,"1,630,000",398.27,"4,093",Jul-24,Strata,37,"44,054",Freehold,21,01 to 05
KAP,KING ALBERT PARK,Retail,"1,550,000",376.74,"4,114",Jul-24,Strata,35,"44,286",Freehold,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"380,000",107.64,"3,530",Jul-24,Strata,10,"38,000",Freehold,21,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,100,000",441.32,"2,492",Jul-24,Strata,41,"26,829",99 yrs lease commencing from 1979,21,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,550,000",462.85,"3,349",Jul-24,Strata,43,"36,047",99 yrs lease commencing from 1979,21,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,000,000",312.16,"3,204",Jun-24,Strata,29,"34,483",99 yrs lease commencing from 1979,21,01 to 05
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Retail,"382,000",139.93,"2,730",Jun-24,Strata,13,"29,385",99 yrs lease commencing from 2000,23,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,900,000",387.5,"4,903",May-24,Strata,36,"52,778",99 yrs lease commencing from 2013,22,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"378,000",86.11,"4,390",Apr-24,Strata,8,"47,250",Freehold,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"8,092,308","3,853.51","2,100",Mar-24,Strata,358,"22,604",99 yrs lease commencing from 1976,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"2,129,600",968.76,"2,198",Mar-24,Strata,90,"23,662",99 yrs lease commencing from 1976,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,430,000",441.32,"3,240",Mar-24,Strata,41,"34,878",99 yrs lease commencing from 1976,21,B1 to B5
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"880,000",301.39,"2,920",Mar-24,Strata,28,"31,429",99 yrs lease commencing from 1976,21,B1 to B5
MAPLE WOODS,BUKIT TIMAH ROAD,Retail,"1,160,000",592.02,"1,959",Jan-24,Strata,55,"21,091",Freehold,21,B1 to B5
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,080,000",419.8,"2,573",Jan-24,Strata,39,"27,692",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"530,000",139.93,"3,788",Dec-23,Strata,13,"40,769",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"5,900,000","1,087.16","5,427",Dec-23,Strata,101,"58,416",99 yrs lease commencing from 2013,22,01 to 05
MAYSPRINGS,PETIR ROAD,Retail,"550,000",344.45,"1,597",Nov-23,Strata,32,"17,188",99 yrs lease commencing from 1994,23,01 to 05
MAYSPRINGS,PETIR ROAD,Retail,"700,000",538.2,"1,301",Oct-23,Strata,50,"14,000",99 yrs lease commencing from 1994,23,01 to 05
KAP,KING ALBERT PARK,Retail,"1,180,000",344.45,"3,426",Oct-23,Strata,32,"36,875",Freehold,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"500,800",204.52,"2,449",Oct-23,Strata,19,"26,358",999 yrs lease commencing from 1883,21,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"390,000",279.86,"1,394",Sep-23,Strata,26,"15,000",99 yrs lease commencing from 1997,25,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"355,000",64.58,"5,497",Sep-23,Strata,6,"59,167",Freehold,21,01 to 05
KAP,KING ALBERT PARK,Retail,"2,088,000",688.9,"3,031",Aug-23,Strata,64,"32,625",Freehold,21,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,335,000",398.27,"3,352",Jun-23,Strata,37,"36,081",99 yrs lease commencing from 1979,21,B1 to B5
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"970,000",344.45,"2,816",Jun-23,Strata,32,"30,313",999 yrs lease commencing from 1883,21,B1 to B5
JK BUILDING,JALAN JURONG KECHIL,Retail,"3,500,000","1,474.67","2,373",Jun-23,Strata,137,"25,547",Freehold,21,-
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"460,000",107.64,"4,274",Jun-23,Strata,10,"46,000",999 yrs lease commencing from 1883,21,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"1,000,000",269.1,"3,716",May-23,Strata,25,"40,000",999 yrs lease commencing from 1884,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"638,000",269.1,"2,371",May-23,Strata,25,"25,520",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"830,000",204.52,"4,058",May-23,Strata,19,"43,684",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,400,000",333.68,"4,196",Apr-23,Strata,31,"45,161",99 yrs lease commencing from 2013,22,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"780,000",301.39,"2,588",Apr-23,Strata,28,"27,857",999 yrs lease commencing from 1883,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"403,000",75.35,"5,349",Mar-23,Strata,7,"57,571",Freehold,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,383,000",301.39,"4,589",Mar-23,Strata,28,"49,393",99 yrs lease commencing from 2013,22,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"450,000",96.88,"4,645",Feb-23,Strata,9,"50,000",Freehold,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"4,200,000",645.84,"6,503",Feb-23,Strata,60,"70,000",99 yrs lease commencing from 2013,22,01 to 05
THE PETALS,HILLVIEW AVENUE,Retail,"680,000",495.14,"1,373",Jan-23,Strata,46,"14,783",Freehold,23,01 to 05
KAP,KING ALBERT PARK,Retail,"2,200,000",613.55,"3,586",Dec-22,Strata,57,"38,596",Freehold,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"520,000",182.99,"2,842",Dec-22,Strata,17,"30,588",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"560,000",182.99,"3,060",Dec-22,Strata,17,"32,941",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,650,000",365.98,"4,508",Nov-22,Strata,34,"48,529",99 yrs lease commencing from 2013,22,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"3,060,000",721.19,"4,243",Sep-22,Strata,67,"45,672",99 yrs lease commencing from 2013,22,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"361,888",96.88,"3,736",Aug-22,Strata,9,"40,210",99 yrs lease commencing from 1979,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"800,000",193.75,"4,129",Aug-22,Strata,18,"44,444",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"2,500,000",850.36,"2,940",Jul-22,Strata,79,"31,646",99 yrs lease commencing from 1976,21,B1 to B5
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"700,000",226.04,"3,097",Jul-22,Strata,21,"33,333",99 yrs lease commencing from 1976,21,B1 to B5
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Retail,"385,000",139.93,"2,751",Jul-22,Strata,13,"29,615",99 yrs lease commencing from 2000,23,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"956,888",269.1,"3,556",Jul-22,Strata,25,"38,276",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"410,000",182.99,"2,241",Jul-22,Strata,17,"24,118",999 yrs lease commencing from 1883,21,01 to 05
HILLSTA,PHOENIX ROAD,Retail,"1,325,000",398.27,"3,327",Jul-22,Strata,37,"35,811",99 yrs lease commencing from 2011,23,01 to 05
KAP,KING ALBERT PARK,Retail,"2,560,000",742.72,"3,447",Jul-22,Strata,69,"37,101",Freehold,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"510,000",96.88,"5,264",Jun-22,Strata,9,"56,667",Freehold,21,01 to 05
THE HILLFORD,JALAN JURONG KECHIL,Retail,"842,000",312.16,"2,697",May-22,Strata,29,"29,034",60 yrs lease commencing from 2013,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"640,000",150.7,"4,247",May-22,Strata,14,"45,714",99 yrs lease commencing from 1976,21,01 to 05
VIEW AT KISMIS,LORONG KISMIS,Retail,"643,000",182.99,"3,514",Apr-22,Strata,17,"37,824",99 yrs lease commencing from 2019,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,600,000",645.84,"2,477",Apr-22,Strata,60,"26,667",99 yrs lease commencing from 1976,21,01 to 05
VIEW AT KISMIS,LORONG KISMIS,Retail,"680,000",193.75,"3,510",Apr-22,Strata,18,"37,778",99 yrs lease commencing from 2019,21,01 to 05
THE WOODGROVE,WOODLANDS AVENUE 1,Retail,"68,680,000","55,370.02","1,240",Mar-22,Strata,"5,144","13,351",99 yrs lease commencing from 1996,25,-
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"938,000",365.98,"2,563",Mar-22,Strata,34,"27,588",99 yrs lease commencing from 1979,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"300,000",182.99,"1,639",Mar-22,Strata,17,"17,647",999 yrs lease commencing from 1883,21,01 to 05
KAP,KING ALBERT PARK,Retail,"1,100,000",279.86,"3,930",Feb-22,Strata,26,"42,308",Freehold,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"360,000",75.35,"4,778",Feb-22,Strata,7,"51,429",Freehold,21,01 to 05
JCUBE,JURONG EAST CENTRAL 1,Retail,"340,000,000","83,649.2","4,065",Jan-22,Land,"7,771.2","43,751",99 yrs lease commencing from 1991,22,-
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"515,000",96.88,"5,316",Jan-22,Strata,9,"57,222",Freehold,21,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"950,000",279.86,"3,395",Dec-21,Strata,26,"36,538",999 yrs lease commencing from 1884,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,250,000",516.67,"2,419",Dec-21,Strata,48,"26,042",99 yrs lease commencing from 1976,21,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"1,150,000",344.45,"3,339",Oct-21,Strata,32,"35,938",999 yrs lease commencing from 1884,21,01 to 05
JK BUILDING,JALAN JURONG KECHIL,Retail,"3,500,000","1,463.9","2,391",Sep-21,Strata,136,"25,735",Freehold,21,-
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"515,000",96.88,"5,316",Sep-21,Strata,9,"57,222",Freehold,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"515,000",96.88,"5,316",Sep-21,Strata,9,"57,222",Freehold,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"288,000",86.11,"3,344",Sep-21,Strata,8,"36,000",Freehold,21,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,500,000",678.13,"2,212",Sep-21,Strata,63,"23,810",99 yrs lease commencing from 1979,21,01 to 05
SOUTHAVEN II,HINDHEDE WALK,Retail,"490,000",322.92,"1,517",Aug-21,Strata,30,"16,333",999 yrs lease commencing from 1877,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"6,000,000","2,238.91","2,680",Aug-21,Strata,208,"28,846",99 yrs lease commencing from 1976,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"390,000",118.4,"3,294",Aug-21,Strata,11,"35,455",Freehold,21,01 to 05
