Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,060,000",559.73,"1,894",Jul-25,Strata,52,"20,385",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"960,000",516.67,"1,858",Jun-25,Strata,48,"20,000",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"930,000",516.67,"1,800",Jun-25,Strata,48,"19,375",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,202,441",559.73,"2,148",Jun-25,Strata,52,"23,124",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,190,000",559.73,"2,126",May-25,Strata,52,"22,885",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,155,999",548.96,"2,106",May-25,Strata,51,"22,667",99 yrs lease commencing from 2014,25,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"700,000",215.28,"3,252",May-25,Strata,20,"35,000",999 yrs lease commencing from 1883,21,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,182,427",559.73,"2,113",Apr-25,Strata,52,"22,739",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,980,000","1,033.34","1,916",Apr-25,Strata,96,"20,625",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"917,431",548.96,"1,671",Apr-25,Strata,51,"17,989",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,192,802",559.73,"2,131",Apr-25,Strata,52,"22,939",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,238,000",559.73,"2,212",Apr-25,Strata,52,"23,808",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,622,807",753.48,"2,154",Apr-25,Strata,70,"23,183",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"950,000",548.96,"1,731",Mar-25,Strata,51,"18,627",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,163,000",548.96,"2,119",Mar-25,Strata,51,"22,804",99 yrs lease commencing from 2014,25,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"950,000",516.67,"1,839",Mar-25,Strata,48,"19,792",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"950,000",516.67,"1,839",Mar-25,Strata,48,"19,792",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,130,000",516.67,"2,187",Mar-25,Strata,48,"23,542",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"988,000",516.67,"1,912",Mar-25,Strata,48,"20,583",99 yrs lease commencing from 2013,22,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,000,000",936.47,"2,136",Feb-25,Strata,87,"22,989",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,180,000",559.73,"2,108",Feb-25,Strata,52,"22,692",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,170,000",559.73,"2,090",Jan-25,Strata,52,"22,500",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,123,090",559.73,"2,006",Jan-25,Strata,52,"21,598",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,123,090",559.73,"2,006",Jan-25,Strata,52,"21,598",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,123,090",559.73,"2,006",Jan-25,Strata,52,"21,598",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,580,020","1,259.39","2,049",Jan-25,Strata,117,"22,051",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"960,000",516.67,"1,858",Dec-24,Strata,48,"20,000",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,400,000",699.66,"2,001",Dec-24,Strata,65,"21,538",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,629,155",753.48,"2,162",Dec-24,Strata,70,"23,274",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"860,000",559.73,"1,536",Nov-24,Strata,52,"16,538",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,230,000",559.73,"2,197",Oct-24,Strata,52,"23,654",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,250,000",559.73,"2,233",Sep-24,Strata,52,"24,038",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,178,845",559.73,"2,106",Sep-24,Strata,52,"22,670",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,975,490",947.23,"2,086",Aug-24,Strata,88,"22,449",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,163,581",559.73,"2,079",Aug-24,Strata,52,"22,377",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,243,076",559.73,"2,221",Aug-24,Strata,52,"23,905",99 yrs lease commencing from 2014,25,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"3,051,000","1,442.38","2,115",Aug-24,Strata,134,"22,769",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"2,700,000","1,388.56","1,944",Aug-24,Strata,129,"20,930",99 yrs lease commencing from 2013,22,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"3,050,000","1,560.78","1,954",Aug-24,Strata,145,"21,034",99 yrs lease commencing from 2014,25,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"455,000",150.7,"3,019",Jul-24,Strata,14,"32,500",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,320,000",764.24,"1,727",Jul-24,Strata,71,"18,592",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,180,191",548.96,"2,150",Jun-24,Strata,51,"23,141",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,700,000",979.52,"2,756",May-24,Strata,91,"29,670",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,190,000",559.73,"2,126",May-24,Strata,52,"22,885",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,564,212",753.48,"2,076",Apr-24,Strata,70,"22,346",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,000,000",570.49,"1,753",Apr-24,Strata,53,"18,868",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"880,000",441.32,"1,994",Apr-24,Strata,41,"21,463",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,211,000",559.73,"2,164",Apr-24,Strata,52,"23,288",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,325,497",559.73,"2,368",Mar-24,Strata,52,"25,490",99 yrs lease commencing from 2014,25,11 to 15
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"828,000",182.99,"4,525",Mar-24,Strata,17,"48,706",999 yrs lease commencing from 1883,21,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,441,111",645.84,"2,231",Mar-24,Strata,60,"24,019",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,560,490",753.48,"2,071",Feb-24,Strata,70,"22,293",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,485,418",656.6,"2,262",Feb-24,Strata,61,"24,351",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"25,656,000","10,774.76","2,381",Feb-24,Strata,"1,001","25,630",99 yrs lease commencing from 2013,22,21 to 25
VISION EXCHANGE,VENTURE DRIVE,Office,"33,322,000","14,014.73","2,378",Feb-24,Strata,"1,302","25,593",99 yrs lease commencing from 2013,22,21 to 25
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,188,000",559.73,"2,122",Feb-24,Strata,52,"22,846",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"980,000",516.67,"1,897",Nov-23,Strata,48,"20,417",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,012,876",936.47,"2,149",Nov-23,Strata,87,"23,137",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,166,076",559.73,"2,083",Nov-23,Strata,52,"22,425",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,186,330",559.73,"2,119",Nov-23,Strata,52,"22,814",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,198,645",559.73,"2,141",Oct-23,Strata,52,"23,051",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"3,009,000","1,442.38","2,086",Oct-23,Strata,134,"22,455",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,174,213",559.73,"2,098",Oct-23,Strata,52,"22,581",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"950,000",559.73,"1,697",Oct-23,Strata,52,"18,269",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,142,033",559.73,"2,040",Sep-23,Strata,52,"21,962",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,128,000",516.67,"2,183",Sep-23,Strata,48,"23,500",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"970,000",656.6,"1,477",Aug-23,Strata,61,"15,902",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,806,000",764.24,"2,363",Jul-23,Strata,71,"25,437",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,700,000","1,259.39","2,144",Jul-23,Strata,117,"23,077",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,404,888",645.84,"2,175",Jul-23,Strata,60,"23,415",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,184,593",559.73,"2,116",Jul-23,Strata,52,"22,781",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,392,861",656.6,"2,121",Jul-23,Strata,61,"22,834",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,169,231",559.73,"2,089",Jul-23,Strata,52,"22,485",99 yrs lease commencing from 2014,25,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,340,265",645.84,"2,075",Jul-23,Strata,60,"22,338",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,671,499",839.59,"1,991",Jul-23,Strata,78,"21,429",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,379,000",656.6,"2,100",Jul-23,Strata,61,"22,607",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,189,440",559.73,"2,125",Jun-23,Strata,52,"22,874",99 yrs lease commencing from 2014,25,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"1,080,000",516.67,"2,090",Jun-23,Strata,48,"22,500",99 yrs lease commencing from 2013,22,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"450,000",139.93,"3,216",Jun-23,Strata,13,"34,615",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"580,000",226.04,"2,566",May-23,Strata,21,"27,619",999 yrs lease commencing from 1883,21,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,000,000",441.32,"2,266",May-23,Strata,41,"24,390",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,165,800",559.73,"2,083",May-23,Strata,52,"22,419",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,010,000",559.73,"1,804",May-23,Strata,52,"19,423",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,105,970",559.73,"1,976",May-23,Strata,52,"21,269",99 yrs lease commencing from 2014,25,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"820,000",182.99,"4,481",May-23,Strata,17,"48,235",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,050,000",516.67,"2,032",Apr-23,Strata,48,"21,875",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,412,764","1,130.22","2,135",Feb-23,Strata,105,"22,979",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,117,990",559.73,"1,997",Feb-23,Strata,52,"21,500",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,105,969",559.73,"1,976",Feb-23,Strata,52,"21,269",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,133,888",559.73,"2,026",Jan-23,Strata,52,"21,806",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,284,000",516.67,"2,485",Dec-22,Strata,48,"26,750",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"1,038,000",516.67,"2,009",Nov-22,Strata,48,"21,625",99 yrs lease commencing from 2013,22,16 to 20
VISION EXCHANGE,VENTURE DRIVE,Office,"1,284,120",516.67,"2,485",Nov-22,Strata,48,"26,753",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"11,930,000","4,929.91","2,420",Oct-22,Strata,458,"26,048",99 yrs lease commencing from 2013,22,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,330,136",645.84,"2,060",Oct-22,Strata,60,"22,169",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,110,000",559.73,"1,983",Oct-22,Strata,52,"21,346",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,097,816","1,033.34","2,030",Oct-22,Strata,96,"21,852",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,250,888","1,130.22","1,992",Oct-22,Strata,105,"21,437",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"12,888,976","6,458.4","1,996",Oct-22,Strata,600,"21,482",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"3,112,888","1,603.84","1,941",Oct-22,Strata,149,"20,892",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,111,820",559.73,"1,986",Oct-22,Strata,52,"21,381",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,234,880","1,151.75","1,940",Sep-22,Strata,107,"20,887",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,075,000",516.67,"2,081",Sep-22,Strata,48,"22,396",99 yrs lease commencing from 2013,22,11 to 15
VISION EXCHANGE,VENTURE DRIVE,Office,"1,415,000",839.59,"1,685",Sep-22,Strata,78,"18,141",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,835,000","1,097.93","1,671",Sep-22,Strata,102,"17,990",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,398,000",839.59,"1,665",Aug-22,Strata,78,"17,923",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,094,266",559.73,"1,955",Aug-22,Strata,52,"21,044",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"18,082,000","7,868.48","2,298",Aug-22,Strata,731,"24,736",99 yrs lease commencing from 2013,22,16 to 20
VISION EXCHANGE,VENTURE DRIVE,Office,"2,805,000","1,313.21","2,136",Jun-22,Strata,122,"22,992",99 yrs lease commencing from 2013,22,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"1,900,000","1,248.62","1,522",Jun-22,Strata,116,"16,379",999 yrs lease commencing from 1883,21,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,820,520",936.47,"1,944",Jun-22,Strata,87,"20,926",99 yrs lease commencing from 2014,25,06 to 10
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"762,500",182.99,"4,167",Jun-22,Strata,17,"44,853",999 yrs lease commencing from 1883,21,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,175,424","1,044.11","2,084",Jun-22,Strata,97,"22,427",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,239,000",645.84,"1,918",Jun-22,Strata,60,"20,650",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,250,000",764.24,"1,636",May-22,Strata,71,"17,606",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,111,315",559.73,"1,985",May-22,Strata,52,"21,371",99 yrs lease commencing from 2014,25,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Office,"890,000",376.74,"2,362",Apr-22,Strata,35,"25,429",99 yrs lease commencing from 1979,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,200,000",764.24,"1,570",Apr-22,Strata,71,"16,901",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"2,038,000","1,033.34","1,972",Apr-22,Strata,96,"21,229",99 yrs lease commencing from 2013,22,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"970,000",559.73,"1,733",Mar-22,Strata,52,"18,654",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,821,770",947.23,"1,923",Mar-22,Strata,88,"20,702",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,089,583",559.73,"1,947",Feb-22,Strata,52,"20,954",99 yrs lease commencing from 2014,25,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"1,010,000",516.67,"1,955",Dec-21,Strata,48,"21,042",99 yrs lease commencing from 2013,22,11 to 15
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,121,824",581.26,"1,930",Dec-21,Strata,54,"20,775",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"980,000",516.67,"1,897",Nov-21,Strata,48,"20,417",99 yrs lease commencing from 2013,22,06 to 10
VISION EXCHANGE,VENTURE DRIVE,Office,"2,900,000","1,388.56","2,089",Nov-21,Strata,129,"22,481",99 yrs lease commencing from 2013,22,11 to 15
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Office,"1,720,000","1,248.62","1,378",Nov-21,Strata,116,"14,828",999 yrs lease commencing from 1883,21,16 to 20
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,183,060",559.73,"2,114",Oct-21,Strata,52,"22,751",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,041,858",559.73,"1,861",Oct-21,Strata,52,"20,036",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,100,120",559.73,"1,965",Oct-21,Strata,52,"21,156",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"2,529,079","1,259.39","2,008",Oct-21,Strata,117,"21,616",99 yrs lease commencing from 2014,25,06 to 10
WOODS SQUARE,WOODLANDS SQUARE,Office,"1,802,326",947.23,"1,903",Oct-21,Strata,88,"20,481",99 yrs lease commencing from 2014,25,01 to 05
WOODS SQUARE,WOODLANDS SQUARE,Office,"900,000",581.26,"1,548",Oct-21,Strata,54,"16,667",99 yrs lease commencing from 2014,25,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Office,"1,550,000",699.66,"2,215",Oct-21,Strata,65,"23,846",99 yrs lease commencing from 2013,22,11 to 15
