Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,"10,000,000","1,441.3","6,938",Sep-21,Land,133.9,"74,683",99 yrs lease commencing from 1992,02,-
TELOK AYER CONSERVATION AREA,TELOK AYER STREET,Shop House,"8,550,000",769.63,"11,109",Sep-21,Land,71.5,"119,580",999 yrs lease commencing from 1827,01,-
TANJONG PAGAR CONSERVATION AREA,CRAIG ROAD,Shop House,"8,200,000","1,603.84","5,113",Sep-21,Land,149,"55,034",99 yrs lease commencing from 1989,02,-
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,"15,500,000","1,490.81","10,397",Sep-21,Land,138.5,"111,913",Freehold,01,-
TANJONG PAGAR CONSERVATION AREA,TRAS STREET,Shop House,"11,768,888","1,626.44","7,236",Sep-21,Land,151.1,"77,888",99 yrs lease commencing from 1994,02,-
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,"12,300,000","1,329.35","9,253",Sep-21,Land,123.5,"99,595",99 yrs lease commencing from 1989,02,-
N.A.,NEW BRIDGE ROAD,Shop House,"13,635,000","1,275.53","10,690",Sep-21,Land,118.5,"115,063",Freehold,02,-
KRETA AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"35,000,000","2,455.27","14,255",Aug-21,Land,228.1,"153,441",999 yrs lease commencing from 1877,01,-
TANJONG PAGAR CONSERVATION AREA,DUXTON ROAD,Shop House,"7,400,000","1,145.29","6,461",Jul-21,Land,106.4,"69,549",99 yrs lease commencing from 1989,02,-
TANJONG PAGAR CONSERVATION AREA,DUXTON ROAD,Shop House,"7,400,000","1,119.46","6,610",Jul-21,Land,104,"71,154",99 yrs lease commencing from 1989,02,-
