Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
THE PLAZA,BEACH ROAD,Office,"688,000",430.56,"1,598",Apr-23,Strata,40,"17,200",99 yrs lease commencing from 1968,07,06 to 10
JALAN BESAR PLAZA,KITCHENER ROAD,Office,"1,800,000",936.47,"1,922",Apr-23,Strata,87,"20,690",Freehold,08,01 to 05
BYLANDS BUILDING,MIDDLE ROAD,Office,"450,000",204.52,"2,200",Apr-23,Strata,19,"23,684",99 yrs lease commencing from 1978,07,01 to 05
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"950,000",570.49,"1,665",Apr-23,Strata,53,"17,925",99 yrs lease commencing from 1996,07,06 to 10
N.A.,JALAN BESAR,Office,"1,450,000","1,237.86","1,171",Apr-23,Strata,115,"12,609",Freehold,08,-
111 SOMERSET,SOMERSET ROAD,Office,"2,433,740",914.94,"2,660",Apr-23,Strata,85,"28,632",99 yrs lease commencing from 1975,09,06 to 10
THE ADELPHI,COLEMAN STREET,Office,"6,512,000","2,368.08","2,750",Mar-23,Strata,220,"29,600",999 yrs lease commencing from 1828,06,06 to 10
THE PLAZA,BEACH ROAD,Office,"698,000",430.56,"1,621",Mar-23,Strata,40,"17,450",99 yrs lease commencing from 1968,07,06 to 10
ORCHARD TOWERS,ORCHARD ROAD,Office,"2,300,000","1,033.34","2,226",Mar-23,Strata,96,"23,958",Freehold,09,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"1,313,000",570.49,"2,302",Mar-23,Strata,53,"24,774",Freehold,09,11 to 15
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"920,000",333.68,"2,757",Mar-23,Strata,31,"29,677",999 yrs lease commencing from 1829,06,01 to 05
SULTAN PLAZA,JALAN SULTAN,Office,"360,000",236.81,"1,520",Mar-23,Strata,22,"16,364",99 yrs lease commencing from 1978,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"780,000",570.49,"1,367",Mar-23,Strata,53,"14,717",99 yrs lease commencing from 1974,07,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"750,000",548.96,"1,366",Mar-23,Strata,51,"14,706",99 yrs lease commencing from 1974,07,06 to 10
HOA NAM BUILDING,FOCH ROAD,Office,"600,000",290.63,"2,064",Feb-23,Strata,27,"22,222",Freehold,08,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"361,672",344.45,"1,050",Feb-23,Strata,32,"11,302",99 yrs lease commencing from 1970,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"650,000",398.27,"1,632",Feb-23,Strata,37,"17,568",99 yrs lease commencing from 1968,07,11 to 15
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"890,000",333.68,"2,667",Feb-23,Strata,31,"28,710",999 yrs lease commencing from 1829,06,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"400,000",226.04,"1,770",Feb-23,Strata,21,"19,048",99 yrs lease commencing from 1974,07,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Office,"588,000",215.28,"2,731",Feb-23,Strata,20,"29,400",99 yrs lease commencing from 1977,09,01 to 05
111 SOMERSET,SOMERSET ROAD,Office,"2,530,262",871.88,"2,902",Jan-23,Strata,81,"31,238",99 yrs lease commencing from 1975,09,06 to 10
HERITAGE PLACE,TAN QUEE LAN STREET,Office,"2,050,000",871.88,"2,351",Jan-23,Strata,81,"25,309",999 yrs lease commencing from 1827,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"850,000",344.45,"2,468",Jan-23,Strata,32,"26,563",99 yrs lease commencing from 1968,07,B1 to B5
BYLANDS BUILDING,MIDDLE ROAD,Office,"540,000",269.1,"2,007",Jan-23,Strata,25,"21,600",99 yrs lease commencing from 1978,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"2,000,000","1,119.46","1,787",Dec-22,Strata,104,"19,231",99 yrs lease commencing from 1997,07,06 to 10
BALMORAL PLAZA,BUKIT TIMAH ROAD,Office,"11,300,000","4,101.08","2,755",Dec-22,Strata,381,"29,659",Freehold,10,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,900,000",710.42,"2,674",Dec-22,Strata,66,"28,788",Freehold,08,11 to 15
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,550,000",979.52,"2,603",Dec-22,Strata,91,"28,022",Freehold,08,11 to 15
FORTUNE CENTRE,MIDDLE ROAD,Office,"3,600,000","2,238.91","1,608",Dec-22,Strata,208,"17,308",99 yrs lease commencing from 1980,07,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"23,000,000","5,769.5","3,986",Dec-22,Strata,536,"42,910",Freehold,09,01 to 05
SOHO 188,RACE COURSE ROAD,Office,"1,300,000",441.32,"2,946",Dec-22,Strata,41,"31,707",Freehold,08,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"350,000",204.52,"1,711",Nov-22,Strata,19,"18,421",99 yrs lease commencing from 1974,07,01 to 05
MIDLAND HOUSE,MIDDLE ROAD,Office,"4,900,000","4,531.64","1,081",Nov-22,Strata,421,"11,639",99 yrs lease commencing from 1974,07,06 to 10
ORCHARD SHOPPING CENTRE,ORCHARD ROAD,Office,"3,500,000",753.48,"4,645",Nov-22,Strata,70,"50,000",Freehold,09,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,230,000",688.9,"1,785",Nov-22,Strata,64,"19,219",99 yrs lease commencing from 2006,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"2,588,000",376.74,"6,869",Nov-22,Strata,35,"73,943",999 yrs lease commencing from 1829,06,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,070,000",602.78,"1,775",Oct-22,Strata,56,"19,107",99 yrs lease commencing from 2006,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"950,000",355.21,"2,674",Oct-22,Strata,33,"28,788",999 yrs lease commencing from 1829,06,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"888,000",516.67,"1,719",Oct-22,Strata,48,"18,500",99 yrs lease commencing from 1997,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"1,020,000",871.88,"1,170",Oct-22,Strata,81,"12,593",99 yrs lease commencing from 1970,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,080,000",441.32,"2,447",Oct-22,Strata,41,"26,341",999 yrs lease commencing from 1829,06,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"760,000",441.32,"1,722",Oct-22,Strata,41,"18,537",99 yrs lease commencing from 1974,07,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"49,000,000","13,734.86","3,568",Oct-22,Strata,"1,276","38,401",Freehold,09,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"2,050,000",958,"2,140",Oct-22,Strata,89,"23,034",Freehold,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"910,000",376.74,"2,415",Oct-22,Strata,35,"26,000",999 yrs lease commencing from 1827,06,01 to 05
THE PLAZA,BEACH ROAD,Office,"535,000",387.5,"1,381",Oct-22,Strata,36,"14,861",99 yrs lease commencing from 1968,07,01 to 05
HOA NAM BUILDING,FOCH ROAD,Office,"920,000",462.85,"1,988",Sep-22,Strata,43,"21,395",Freehold,08,01 to 05
HOA NAM BUILDING,FOCH ROAD,Office,"620,000",258.34,"2,400",Sep-22,Strata,24,"25,833",Freehold,08,01 to 05
FENG MING BUILDING,JALAN BESAR,Office,"9,500,000","1,111.92","8,544",Sep-22,Land,103.3,"91,965",999 yrs lease commencing from 1919,08,-
UNITED HOUSE,KRAMAT LANE,Office,"1,390,000",516.67,"2,690",Sep-22,Strata,48,"28,958",Freehold,09,01 to 05
THE PLAZA,BEACH ROAD,Office,"1,120,000",699.66,"1,601",Sep-22,Strata,65,"17,231",99 yrs lease commencing from 1968,07,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"1,144,640","1,022.58","1,119",Sep-22,Strata,95,"12,049",99 yrs lease commencing from 1970,07,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"11,316,000","4,208.72","2,689",Aug-22,Strata,391,"28,941",999 yrs lease commencing from 1828,06,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"2,600,000",925.7,"2,809",Aug-22,Strata,86,"30,233",99 yrs lease commencing from 1975,09,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,080,000",527.44,"2,048",Aug-22,Strata,49,"22,041",99 yrs lease commencing from 2006,07,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"938,000",462.85,"2,027",Jul-22,Strata,43,"21,814",99 yrs lease commencing from 2006,07,06 to 10
ARC 380,JALAN BESAR,Office,"1,740,000",699.66,"2,487",Jul-22,Strata,65,"26,769",Freehold,08,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"8,628,214","2,163.56","3,988",Jul-22,Strata,201,"42,926",Freehold,09,06 to 10
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"1,190,000",699.66,"1,701",Jul-22,Strata,65,"18,308",99 yrs lease commencing from 1996,07,06 to 10
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"850,000",667.37,"1,274",Jul-22,Strata,62,"13,710",99 yrs lease commencing from 1974,07,06 to 10
THE PLAZA,BEACH ROAD,Office,"900,000",548.96,"1,639",Jul-22,Strata,51,"17,647",99 yrs lease commencing from 1968,07,11 to 15
THE ADELPHI,COLEMAN STREET,Office,"5,500,000","2,034.4","2,704",Jul-22,Strata,189,"29,101",999 yrs lease commencing from 1828,06,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"836,356",398.27,"2,100",Jul-22,Strata,37,"22,604",999 yrs lease commencing from 1827,06,06 to 10
CENTRIUM SQUARE,SERANGOON ROAD,Office,"2,750,000",990.29,"2,777",Jul-22,Strata,92,"29,891",Freehold,08,11 to 15
TEXTILE CENTRE,JALAN SULTAN,Office,"1,350,000","1,065.64","1,267",Jun-22,Strata,99,"13,636",99 yrs lease commencing from 1970,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"1,027,000",678.13,"1,514",Jun-22,Strata,63,"16,302",99 yrs lease commencing from 1968,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"510,000",312.16,"1,634",Jun-22,Strata,29,"17,586",99 yrs lease commencing from 1968,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,440,000",850.36,"1,693",Jun-22,Strata,79,"18,228",99 yrs lease commencing from 1997,07,01 to 05
CORONATION SHOPPING PLAZA,BUKIT TIMAH ROAD,Office,"1,130,000",269.1,"4,199",Jun-22,Strata,25,"45,200",Freehold,10,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"271,250",129.17,"2,100",Jun-22,Strata,12,"22,604",999 yrs lease commencing from 1827,06,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,560,000",656.6,"2,376",Jun-22,Strata,61,"25,574",999 yrs lease commencing from 1829,06,06 to 10
LOFT @ NATHAN,RIVER VALLEY ROAD,Office,"1,350,000",516.67,"2,613",Jun-22,Strata,48,"28,125",Freehold,10,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,"780,000",699.66,"1,115",May-22,Strata,65,"12,000",99 yrs lease commencing from 1974,07,06 to 10
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,110,000",602.78,"1,841",May-22,Strata,56,"19,821",99 yrs lease commencing from 2006,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"911,888",914.94,997,May-22,Strata,85,"10,728",99 yrs lease commencing from 1970,07,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Office,"918,000",807.3,"1,137",May-22,Strata,75,"12,240",99 yrs lease commencing from 1970,07,01 to 05
HIGH STREET PLAZA,HIGH STREET,Office,"360,000",139.93,"2,573",May-22,Strata,13,"27,692",999 yrs lease commencing from 1827,06,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Office,"1,280,000",355.21,"3,603",May-22,Strata,33,"38,788",99 yrs lease commencing from 1983,07,01 to 05
CHIAT HONG BUILDING,MIDDLE ROAD,Office,"3,700,000","3,584.41","1,032",May-22,Strata,333,"11,111",99 yrs lease commencing from 1974,07,01 to 05
CHIAT HONG BUILDING,MIDDLE ROAD,Office,"4,018,692","3,584.41","1,121",May-22,Strata,333,"12,068",99 yrs lease commencing from 1974,07,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"628,888",376.74,"1,669",Apr-22,Strata,35,"17,968",99 yrs lease commencing from 1969,06,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Office,"700,000",602.78,"1,161",Apr-22,Strata,56,"12,500",99 yrs lease commencing from 1970,07,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,650,000",785.77,"2,100",Apr-22,Strata,73,"22,603",99 yrs lease commencing from 1969,06,11 to 15
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,180,000",548.96,"2,150",Apr-22,Strata,51,"23,137",99 yrs lease commencing from 1969,06,21 to 25
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"1,160,800",495.14,"2,344",Apr-22,Strata,46,"25,235",999 yrs lease commencing from 1829,06,06 to 10
ARC 380,JALAN BESAR,Office,"1,880,000",753.48,"2,495",Apr-22,Strata,70,"26,857",Freehold,08,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"3,600,000",925.7,"3,889",Apr-22,Strata,86,"41,860",Freehold,09,06 to 10
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"605,000",322.92,"1,874",Apr-22,Strata,30,"20,167",999 yrs lease commencing from 1828,06,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Office,"2,130,000",958,"2,223",Apr-22,Strata,89,"23,933",Freehold,09,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Office,"3,015,000","2,217.38","1,360",Apr-22,Strata,206,"14,636",99 yrs lease commencing from 1980,07,11 to 15
CONNEXION,FARRER PARK STATION ROAD,Office,"3,830,000",839.59,"4,562",Apr-22,Strata,78,"49,103",99 yrs lease commencing from 2007,08,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"6,080,000","1,227.1","4,955",Mar-22,Strata,114,"53,333",999 yrs lease commencing from 1829,06,01 to 05
SIM LIM TOWER,JALAN BESAR,Office,"888,000",365.98,"2,426",Mar-22,Strata,34,"26,118",Freehold,08,B1 to B5
SIM LIM TOWER,JALAN BESAR,Office,"888,000",344.45,"2,578",Mar-22,Strata,32,"27,750",Freehold,08,B1 to B5
BYLANDS BUILDING,MIDDLE ROAD,Office,"420,000",247.57,"1,696",Mar-22,Strata,23,"18,261",99 yrs lease commencing from 1978,07,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"690,000",344.45,"2,003",Mar-22,Strata,32,"21,563",999 yrs lease commencing from 1828,06,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"315,000",204.52,"1,540",Mar-22,Strata,19,"16,579",99 yrs lease commencing from 1969,07,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"2,368,000",613.55,"3,860",Mar-22,Strata,57,"41,544",Freehold,09,06 to 10
111 SOMERSET,SOMERSET ROAD,Office,"3,660,000","1,334.74","2,742",Mar-22,Strata,124,"29,516",99 yrs lease commencing from 1975,09,06 to 10
N.A.,PENHAS ROAD,Office,"8,600,000","8,180.64","1,051",Mar-22,Strata,760,"11,316",Freehold,08,01 to 05
N.A.,ARMENIAN STREET,Office,"1,580,000",548.96,"2,878",Mar-22,Strata,51,"30,980",99 yrs lease commencing from 2007,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,180,000",548.96,"2,150",Mar-22,Strata,51,"23,137",99 yrs lease commencing from 1969,06,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"2,576,400",678.13,"3,799",Feb-22,Strata,63,"40,895",Freehold,09,06 to 10
CONNEXION,FARRER PARK STATION ROAD,Office,"2,352,000",559.73,"4,202",Feb-22,Strata,52,"45,231",99 yrs lease commencing from 2007,08,11 to 15
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"698,000",441.32,"1,582",Feb-22,Strata,41,"17,024",99 yrs lease commencing from 1969,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"815,900",398.27,"2,049",Feb-22,Strata,37,"22,051",999 yrs lease commencing from 1829,06,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"4,750,000","2,066.69","2,298",Feb-22,Strata,192,"24,740",999 yrs lease commencing from 1828,06,06 to 10
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Office,"698,000",322.92,"2,162",Feb-22,Strata,30,"23,267",999 yrs lease commencing from 1828,06,01 to 05
THE ADELPHI,COLEMAN STREET,Office,"2,150,000",742.72,"2,895",Feb-22,Strata,69,"31,159",999 yrs lease commencing from 1828,06,B1 to B5
15 SCOTTS,SCOTTS ROAD,Office,"4,457,400","1,173.28","3,799",Feb-22,Strata,109,"40,894",Freehold,09,06 to 10
THE ADELPHI,COLEMAN STREET,Office,"7,525,000","2,841.7","2,648",Feb-22,Strata,264,"28,504",999 yrs lease commencing from 1828,06,06 to 10
ORCHARD PLAZA,ORCHARD ROAD,Office,"668,000",452.09,"1,478",Feb-22,Strata,42,"15,905",99 yrs lease commencing from 1977,09,06 to 10
THE ADELPHI,COLEMAN STREET,Office,"3,900,000","1,442.38","2,704",Jan-22,Strata,134,"29,104",999 yrs lease commencing from 1828,06,06 to 10
THE PLAZA,BEACH ROAD,Office,"388,000",290.63,"1,335",Jan-22,Strata,27,"14,370",99 yrs lease commencing from 1968,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"459,000",301.39,"1,523",Jan-22,Strata,28,"16,393",99 yrs lease commencing from 1968,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"459,000",301.39,"1,523",Jan-22,Strata,28,"16,393",99 yrs lease commencing from 1968,07,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Office,"1,285,000",958,"1,341",Jan-22,Strata,89,"14,438",99 yrs lease commencing from 1997,07,11 to 15
BURLINGTON SQUARE,BENCOOLEN STREET,Office,"938,000",548.96,"1,709",Jan-22,Strata,51,"18,392",99 yrs lease commencing from 1996,07,11 to 15
TEXTILE CENTRE,JALAN SULTAN,Office,"1,120,000",990.29,"1,131",Jan-22,Strata,92,"12,174",99 yrs lease commencing from 1970,07,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"600,000",376.74,"1,593",Jan-22,Strata,35,"17,143",99 yrs lease commencing from 1969,06,01 to 05
SIM LIM TOWER,JALAN BESAR,Office,"870,003",419.8,"2,072",Jan-22,Strata,39,"22,308",Freehold,08,06 to 10
THE PLAZA,BEACH ROAD,Office,"1,680,000","1,194.8","1,406",Jan-22,Strata,111,"15,135",99 yrs lease commencing from 1968,07,06 to 10
HOA NAM BUILDING,FOCH ROAD,Office,"1,480,000",721.19,"2,052",Dec-21,Strata,67,"22,090",Freehold,08,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"1,127,500",548.96,"2,054",Dec-21,Strata,51,"22,108",99 yrs lease commencing from 1969,06,06 to 10
GOLDEN MILE TOWER,BEACH ROAD,Office,"1,460,000","1,194.8","1,222",Dec-21,Strata,111,"13,153",99 yrs lease commencing from 1969,07,06 to 10
THE PLAZA,BEACH ROAD,Office,"700,000",344.45,"2,032",Dec-21,Strata,32,"21,875",99 yrs lease commencing from 1968,07,B1 to B5
GOLDEN MILE TOWER,BEACH ROAD,Office,"1,100,000",914.94,"1,202",Dec-21,Strata,85,"12,941",99 yrs lease commencing from 1969,07,06 to 10
THE PLAZA,BEACH ROAD,Office,"1,860,000","1,302.44","1,428",Dec-21,Strata,121,"15,372",99 yrs lease commencing from 1968,07,16 to 20
THE PLAZA,BEACH ROAD,Office,"1,316,188",828.83,"1,588",Dec-21,Strata,77,"17,093",99 yrs lease commencing from 1968,07,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"2,316,113",613.55,"3,775",Dec-21,Strata,57,"40,634",Freehold,09,06 to 10
CHENN LEONN BUILDING,ALIWAL STREET,Office,"2,200,000","1,657.66","1,327",Nov-21,Strata,154,"14,286",Freehold,07,-
THE PLAZA,BEACH ROAD,Office,"300,000",215.28,"1,394",Nov-21,Strata,20,"15,000",99 yrs lease commencing from 1968,07,01 to 05
ARC 380,JALAN BESAR,Office,"1,911,500",764.24,"2,501",Oct-21,Strata,71,"26,923",Freehold,08,06 to 10
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"780,000",419.8,"1,858",Oct-21,Strata,39,"20,000",99 yrs lease commencing from 1969,07,01 to 05
FENG MING BUILDING,JALAN BESAR,Office,"6,700,000","1,111.92","6,026",Oct-21,Land,103.3,"64,860",999 yrs lease commencing from 1919,08,-
111 SOMERSET,SOMERSET ROAD,Office,"2,680,000","1,001.05","2,677",Oct-21,Strata,93,"28,817",99 yrs lease commencing from 1975,09,06 to 10
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,"588,120",376.74,"1,561",Oct-21,Strata,35,"16,803",99 yrs lease commencing from 1969,06,01 to 05
111 SOMERSET,SOMERSET ROAD,Office,"2,709,837","1,022.58","2,650",Oct-21,Strata,95,"28,525",99 yrs lease commencing from 1975,09,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"5,400,000","2,551.07","2,117",Oct-21,Strata,237,"22,785",999 yrs lease commencing from 1827,06,01 to 05
THE PLAZA,BEACH ROAD,Office,"600,000",430.56,"1,394",Oct-21,Strata,40,"15,000",99 yrs lease commencing from 1968,07,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"310,000",204.52,"1,516",Oct-21,Strata,19,"16,316",99 yrs lease commencing from 1969,07,06 to 10
HIGH STREET PLAZA,HIGH STREET,Office,"1,300,000",613.55,"2,119",Sep-21,Strata,57,"22,807",999 yrs lease commencing from 1827,06,01 to 05
15 SCOTTS,SCOTTS ROAD,Office,"2,426,129",656.6,"3,695",Sep-21,Strata,61,"39,773",Freehold,09,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"20,400,095","5,521.93","3,694",Sep-21,Strata,513,"39,766",Freehold,09,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"2,305,680",624.31,"3,693",Sep-21,Strata,58,"39,753",Freehold,09,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"2,268,730",613.55,"3,698",Sep-21,Strata,57,"39,802",Freehold,09,06 to 10
15 SCOTTS,SCOTTS ROAD,Office,"4,533,765","1,227.1","3,695",Sep-21,Strata,114,"39,770",Freehold,09,06 to 10
HOA NAM BUILDING,FOCH ROAD,Office,"1,445,000",721.19,"2,004",Sep-21,Strata,67,"21,567",Freehold,08,01 to 05
LIANG SEAH COURT,LIANG SEAH STREET,Office,"2,650,000","1,259.39","2,104",Sep-21,Strata,117,"22,650",999 yrs lease commencing from 1827,07,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Office,"6,880,000","4,305.6","1,598",Sep-21,Strata,400,"17,200",103 yrs lease commencing from 1980,07,01 to 05
THE PLAZA,BEACH ROAD,Office,"700,000",430.56,"1,626",Sep-21,Strata,40,"17,500",99 yrs lease commencing from 1968,07,11 to 15
SOUTHBANK,NORTH BRIDGE ROAD,Office,"1,295,000",882.65,"1,467",Aug-21,Strata,82,"15,793",99 yrs lease commencing from 2006,07,06 to 10
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,"4,440,000","1,776.06","2,500",Aug-21,Strata,165,"26,909",999 yrs lease commencing from 1829,06,21 to 25
GOLDEN MILE TOWER,BEACH ROAD,Office,"450,000",322.92,"1,394",Aug-21,Strata,30,"15,000",99 yrs lease commencing from 1969,07,B1 to B5
GOLDEN MILE COMPLEX,BEACH ROAD,Office,"202,888",129.17,"1,571",Aug-21,Strata,12,"16,907",99 yrs lease commencing from 1969,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Office,"450,000",365.98,"1,230",Aug-21,Strata,34,"13,235",99 yrs lease commencing from 1981,07,01 to 05
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,671,615",613.55,"2,725",Jul-21,Strata,57,"29,327",Freehold,08,16 to 20
CENTRIUM SQUARE,SERANGOON ROAD,Office,"1,671,615",613.55,"2,725",Jul-21,Strata,57,"29,327",Freehold,08,16 to 20
GSM BUILDING,MIDDLE ROAD,Office,"1,200,000",871.88,"1,376",Jul-21,Strata,81,"14,815",99 yrs lease commencing from 1978,07,01 to 05
