Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
HOUGANG GREEN SHOPPING MALL,HOUGANG STREET 51,Retail,"16,000,000","3,605.94","4,437",Apr-25,Strata,335,"47,761",99 yrs lease commencing from 1994,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"735,000",279.86,"2,626",Apr-25,Strata,26,"28,269",Freehold,19,01 to 05
JADESCAPE,SHUNFU ROAD,Retail,"1,800,000",538.2,"3,344",Mar-25,Strata,50,"36,000",99 yrs lease commencing from 2018,20,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,700,000",398.27,"4,268",Mar-25,Strata,37,"45,946",99 yrs lease commencing from 1976,20,01 to 05
BAGNALL HAUS,UPPER EAST COAST ROAD,Retail,"695,000",172.22,"4,035",Mar-25,Strata,16,"43,438",Freehold,16,01 to 05
HOUGANG GREEN SHOPPING MALL,HOUGANG STREET 51,Retail,"17,300,000","4,014.97","4,309",Feb-25,Strata,373,"46,381",99 yrs lease commencing from 1994,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"490,000",236.81,"2,069",Jan-25,Strata,22,"22,273",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"565,000",322.92,"1,750",Dec-24,Strata,30,"18,833",Freehold,19,B1 to B5
THE ALPS RESIDENCES,TAMPINES STREET 86,Retail,"2,350,000",688.9,"3,411",Nov-24,Strata,64,"36,719",99 yrs lease commencing from 2015,18,01 to 05
THE ALPS RESIDENCES,TAMPINES STREET 86,Retail,"2,000,000",688.9,"2,903",Oct-24,Strata,64,"31,250",99 yrs lease commencing from 2015,18,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"615,000",419.8,"1,465",Oct-24,Strata,39,"15,769",99 yrs lease commencing from 2012,16,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"630,000",204.52,"3,080",Sep-24,Strata,19,"33,158",Freehold,16,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,800,000",753.48,"2,389",Sep-24,Strata,70,"25,714",99 yrs lease commencing from 2013,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"490,000",236.81,"2,069",Sep-24,Strata,22,"22,273",Freehold,19,01 to 05
COCO PALMS,PASIR RIS GROVE,Retail,"1,250,000",602.78,"2,074",Aug-24,Strata,56,"22,321",99 yrs lease commencing from 2008,18,01 to 05
VIBES @ KOVAN,KOVAN ROAD,Retail,"620,000",312.16,"1,986",Aug-24,Strata,29,"21,379",Freehold,19,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"580,000",247.57,"2,343",Jul-24,Strata,23,"25,217",Freehold,19,01 to 05
CHARLTON CORNER,CHARLTON LANE,Retail,"125,000",53.82,"2,323",Jul-24,Strata,5,"25,000",Freehold,19,01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"4,300,000","2,292.73","1,875",Jul-24,Strata,213,"20,188",99 yrs lease commencing from 1995,16,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"510,000",247.57,"2,060",May-24,Strata,23,"22,174",Freehold,19,01 to 05
N.A.,TAMPINES AVENUE,Retail,"1,150,000","1,937.52",594,Apr-24,Strata,180,"6,389",99 yrs lease commencing from 1953,18,-
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"531,000",269.1,"1,973",Mar-24,Strata,25,"21,240",Freehold,19,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"610,000",376.74,"1,619",Feb-24,Strata,35,"17,429",99 yrs lease commencing from 2001,20,B1 to B5
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"350,000",182.99,"1,913",Feb-24,Strata,17,"20,588",Freehold,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"925,000",344.45,"2,685",Feb-24,Strata,32,"28,906",99 yrs lease commencing from 2013,19,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"550,000",182.99,"3,006",Jan-24,Strata,17,"32,353",Freehold,20,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"488,000",236.81,"2,061",Jan-24,Strata,22,"22,182",Freehold,19,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"980,000",538.2,"1,821",Dec-23,Strata,50,"19,600",99 yrs lease commencing from 2001,20,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"608,000",236.81,"2,567",Nov-23,Strata,22,"27,636",Freehold,19,01 to 05
N.A.,YIO CHU KANG ROAD,Retail,"7,000,000","3,478.92","2,012",Oct-23,Land,323.2,"21,658",Freehold,19,-
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"1,080,000",570.49,"1,893",Oct-23,Strata,53,"20,377",Freehold,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,800,000",764.24,"2,355",Oct-23,Strata,71,"25,352",99 yrs lease commencing from 2013,19,01 to 05
HIGHLAND CENTRE,YIO CHU KANG ROAD,Retail,"430,000",247.57,"1,737",Oct-23,Strata,23,"18,696",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"500,000",150.7,"3,318",Oct-23,Strata,14,"35,714",Freehold,19,B1 to B5
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"2,450,000","1,506.96","1,626",Oct-23,Strata,140,"17,500",Freehold,19,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"2,200,000","1,776.06","1,239",Oct-23,Strata,165,"13,333",99 yrs lease commencing from 2001,20,B1 to B5
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"700,000",236.81,"2,956",Sep-23,Strata,22,"31,818",Freehold,19,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"573,000",204.52,"2,802",Sep-23,Strata,19,"30,158",Freehold,16,01 to 05
N.A.,TAMPINES AVENUE,Retail,"1,170,000","1,937.52",604,Sep-23,Strata,180,"6,500",99 yrs lease commencing from 1953,18,-
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"555,555",226.04,"2,458",Aug-23,Strata,21,"26,455",Freehold,16,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"388,000",204.52,"1,897",Aug-23,Strata,19,"20,421",Freehold,19,01 to 05
CHANGI CITY POINT,CHANGI BUSINESS PARK CENTRAL 1,Retail,"338,000,000","662,104.4",510,Aug-23,Strata,"61,511","5,495",60 yrs lease commencing from 2009,16,-
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"290,000",107.64,"2,694",Aug-23,Strata,10,"29,000",Freehold,16,01 to 05
N.A.,TAMPINES AVENUE,Retail,"700,000","1,776.06",394,Jun-23,Strata,165,"4,242",99 yrs lease commencing from 1953,18,-
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"526,235",376.74,"1,397",May-23,Strata,35,"15,035",99 yrs lease commencing from 2012,16,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"586,260",419.8,"1,397",May-23,Strata,39,"15,032",99 yrs lease commencing from 2012,16,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"508,000",204.52,"2,484",May-23,Strata,19,"26,737",Freehold,16,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"927,888",312.16,"2,973",Apr-23,Strata,29,"31,996",Freehold,19,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"485,000",258.34,"1,877",Apr-23,Strata,24,"20,208",Freehold,19,01 to 05
THE GARDENS AT BISHAN,SIN MING WALK,Retail,"1,125,000",635.08,"1,771",Apr-23,Strata,59,"19,068",99 yrs lease commencing from 1997,20,01 to 05
ICB SHOPPING CENTRE,YIO CHU KANG ROAD,Retail,"300,000",161.46,"1,858",Mar-23,Strata,15,"20,000",Freehold,19,-
THE TROPICA,TAMPINES AVENUE 1,Retail,"465,000",193.75,"2,400",Mar-23,Strata,18,"25,833",99 yrs lease commencing from 1996,18,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"710,000",247.57,"2,868",Feb-23,Strata,23,"30,870",Freehold,16,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"530,000",258.34,"2,052",Jan-23,Strata,24,"22,083",Freehold,19,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"390,000",204.52,"1,907",Nov-22,Strata,19,"20,526",Freehold,19,01 to 05
VIBES @ KOVAN,KOVAN ROAD,Retail,"695,000",290.63,"2,391",Nov-22,Strata,27,"25,741",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"540,000",312.16,"1,730",Sep-22,Strata,29,"18,621",Freehold,19,B1 to B5
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"2,750,000","1,205.57","2,281",Sep-22,Strata,112,"24,554",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"550,000",322.92,"1,703",Aug-22,Strata,30,"18,333",Freehold,19,B1 to B5
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"425,000",204.52,"2,078",Aug-22,Strata,19,"22,368",Freehold,19,01 to 05
PICARDY GARDENS,JALAN PARI BURONG,Retail,"2,900,000","1,485.43","1,952",Aug-22,Strata,138,"21,014",Freehold,16,-
STARS OF KOVAN,UPPER SERANGOON ROAD,Retail,"88,000,000","47,727.58","1,844",Aug-22,Strata,"4,434","19,847",99 yrs lease commencing from 2015,19,01 to 05
THE TROPICA,TAMPINES AVENUE 1,Retail,"426,666",193.75,"2,202",Aug-22,Strata,18,"23,704",99 yrs lease commencing from 1996,18,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"1,800,000","1,119.46","1,608",Jul-22,Strata,104,"17,308",Freehold,20,B1 to B5
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"530,000",258.34,"2,052",Jun-22,Strata,24,"22,083",Freehold,19,01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"16,600,000","10,807.06","1,536",Jun-22,Strata,"1,004","16,534",99 yrs lease commencing from 1995,16,01 to 05
THE GLADES,BEDOK RISE,Retail,"804,680",516.67,"1,557",Jun-22,Strata,48,"16,764",99 yrs lease commencing from 2013,16,01 to 05
JADESCAPE,SHUNFU ROAD,Retail,"1,929,600",602.78,"3,201",May-22,Strata,56,"34,457",99 yrs lease commencing from 2018,20,01 to 05
THE MINTON,HOUGANG STREET 11,Retail,"1,787,000","1,786.82","1,000",May-22,Strata,166,"10,765",99 yrs lease commencing from 2007,19,01 to 05
THE MINTON,HOUGANG STREET 11,Retail,"1,213,000","1,377.79",880,May-22,Strata,128,"9,477",99 yrs lease commencing from 2007,19,01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,686,000",602.78,"2,797",Mar-22,Strata,56,"30,107",99 yrs lease commencing from 2018,19,B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,596,000",602.78,"2,648",Mar-22,Strata,56,"28,500",99 yrs lease commencing from 2018,19,B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,634,688",602.78,"2,712",Mar-22,Strata,56,"29,191",99 yrs lease commencing from 2018,19,B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,607,278",602.78,"2,666",Mar-22,Strata,56,"28,701",99 yrs lease commencing from 2018,19,B1 to B5
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,607,278",602.78,"2,666",Mar-22,Strata,56,"28,701",99 yrs lease commencing from 2018,19,B1 to B5
SPAZIO @ KOVAN,UPPER SERANGOON ROAD,Retail,"1,100,000",656.6,"1,675",Mar-22,Strata,61,"18,033",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"820,000",333.68,"2,457",Mar-22,Strata,31,"26,452",Freehold,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"888,000",258.34,"3,437",Feb-22,Strata,24,"37,000",99 yrs lease commencing from 2013,19,01 to 05
RIVERFRONT RESIDENCES,HOUGANG AVENUE 7,Retail,"1,596,000",602.78,"2,648",Feb-22,Strata,56,"28,500",99 yrs lease commencing from 2018,19,B1 to B5
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"650,000",193.75,"3,355",Feb-22,Strata,18,"36,111",Freehold,19,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"350,000",107.64,"3,252",Jan-22,Strata,10,"35,000",Freehold,20,01 to 05
BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Retail,"800,000",419.8,"1,906",Dec-21,Strata,39,"20,513",99 yrs lease commencing from 2011,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"780,000",258.34,"3,019",Dec-21,Strata,24,"32,500",99 yrs lease commencing from 2013,19,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,400,000",355.21,"3,941",Dec-21,Strata,33,"42,424",99 yrs lease commencing from 1976,20,01 to 05
SUNHAVEN,UPPER CHANGI ROAD EAST,Retail,"750,000",559.73,"1,340",Dec-21,Strata,52,"14,423",Freehold,16,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"700,000",279.86,"2,501",Dec-21,Strata,26,"26,923",Freehold,19,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"480,000",258.34,"1,858",Nov-21,Strata,24,"20,000",Freehold,19,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,069,000",301.39,"3,547",Oct-21,Strata,28,"38,179",99 yrs lease commencing from 2013,19,01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"1,280,000",419.8,"3,049",Oct-21,Strata,39,"32,821",99 yrs lease commencing from 1995,16,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"2,189,000",387.5,"5,649",Oct-21,Strata,36,"60,806",99 yrs lease commencing from 1976,20,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"418,000",193.75,"2,157",Oct-21,Strata,18,"23,222",Freehold,19,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,800,000",322.92,"5,574",Sep-21,Strata,30,"60,000",99 yrs lease commencing from 1976,20,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"400,000",172.22,"2,323",Sep-21,Strata,16,"25,000",Freehold,19,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"330,000",204.52,"1,614",Aug-21,Strata,19,"17,368",Freehold,19,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"300,000",53.82,"5,574",Jul-21,Strata,5,"60,000",Freehold,20,01 to 05
