Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
N.A.,UPPER SERANGOON ROAD,Shop House,"11,200,888","2,794.33","4,008",Apr-23,Land,259.6,"43,147",Freehold,19,-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"8,650,000","1,502.65","5,756",Mar-23,Land,139.6,"61,963",999 yrs lease commencing from 1957,19,-
SERANGOON GARDEN ESTATE,LICHFIELD ROAD,Shop House,"3,800,000","2,107.59","1,803",Mar-23,Land,195.8,"19,408",999 yrs lease commencing from 1953,19,-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"5,400,000","1,992.42","2,710",Mar-23,Land,185.1,"29,173",Freehold,19,-
N.A.,SOO CHOW WALK,Shop House,"8,000,000","3,326.08","2,405",Nov-22,Strata,309,"25,890",Freehold,20,-
N.A.,BEDOK ROAD,Shop House,"4,358,000","1,799.74","2,421",Nov-22,Land,167.2,"26,065",Freehold,16,-
N.A.,UPPER PAYA LEBAR ROAD,Shop House,"8,228,000","4,055.88","2,029",Oct-22,Land,376.8,"21,837",Freehold,19,-
N.A.,UPPER SERANGOON ROAD,Shop House,"12,000,000","3,061.28","3,920",Oct-22,Land,284.4,"42,194",Freehold,19,-
N.A.,BEDOK ROAD,Shop House,"4,200,000","1,799.74","2,334",Oct-22,Land,167.2,"25,120",Freehold,16,-
N.A.,UPPER THOMSON ROAD,Shop House,"9,000,000","1,632.9","5,512",Aug-22,Land,151.7,"59,328",Freehold,20,-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"9,400,000","1,617.83","5,810",Apr-22,Land,150.3,"62,542",999 yrs lease commencing from 1957,19,-
THOMSON RIDGE,UPPER THOMSON ROAD,Shop House,"6,500,000","1,624.29","4,002",Apr-22,Land,150.9,"43,075",Freehold,20,-
N.A.,YIO CHU KANG ROAD,Shop House,"2,800,000","1,866.48","1,500",Feb-22,Land,173.4,"16,148",Freehold,19,-
N.A.,UPPER PAYA LEBAR ROAD,Shop House,"2,300,000","2,468.19",932,Feb-22,Land,229.3,"10,031",Freehold,19,-
N.A.,UPPER SERANGOON ROAD,Shop House,"2,050,000","1,796.51","1,141",Jan-22,Land,166.9,"12,283",Freehold,19,-
CLOVER PARK,CLOVER WAY,Shop House,"4,800,000","1,769.6","2,712",Jan-22,Land,164.4,"29,197",Freehold,20,-
