Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
SYCAMORE TREE,FOWLIE ROAD,Retail,"2,500,000",635.08,"3,937",Apr-26,Strata,59,"42,373",Freehold,15,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"750,000",269.1,"2,787",Apr-26,Strata,25,"30,000",9999 yrs lease commencing from 1980,15,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"528,000",322.92,"1,635",Apr-26,Strata,30,"17,600",Freehold,14,01 to 05
FRANKEL ESTATE,EAST COAST ROAD,Retail,"5,000,000","1,614.6","3,097",Apr-26,Strata,150,"33,333",Freehold,15,-
ROXY SQUARE,EAST COAST ROAD,Retail,"950,000",365.98,"2,596",Apr-26,Strata,34,"27,941",9999 yrs lease commencing from 1980,15,01 to 05
BALESTIER PLAZA,BALESTIER ROAD,Retail,"880,000",387.5,"2,271",Apr-26,Strata,36,"24,444",Freehold,12,01 to 05
SYCAMORE TREE,FOWLIE ROAD,Retail,"2,538,000",710.42,"3,573",Mar-26,Strata,66,"38,455",Freehold,15,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"3,570,000",699.66,"5,102",Mar-26,Strata,65,"54,923",99 yrs lease commencing from 2002,11,06 to 10
THE COMMERZE@IRVING,IRVING PLACE,Retail,"488,888",430.56,"1,135",Mar-26,Strata,40,"12,222",60 yrs lease commencing from 2011,13,01 to 05
HEXACUBE,CHANGI ROAD,Retail,"1,520,000",839.59,"1,810",Feb-26,Strata,78,"19,487",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,208,000",322.92,"3,741",Feb-26,Strata,30,"40,267",Freehold,15,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,150,000",-,-,Jan-26,-,-,-,Freehold,14,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"548,888",365.98,"1,500",Jan-26,Strata,34,"16,144",60 yrs lease commencing from 2011,13,01 to 05
GIFFARD MANSIONS,BALESTIER ROAD,Retail,"968,000",570.49,"1,697",Jan-26,Strata,53,"18,264",Freehold,12,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"700,000",215.28,"3,252",Jan-26,Strata,20,"35,000",Freehold,15,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"550,000",409.03,"1,345",Dec-25,Strata,38,"14,474",60 yrs lease commencing from 2011,13,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"400,000",172.22,"2,323",Dec-25,Strata,16,"25,000",Freehold,14,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,360,000",301.39,"4,512",Dec-25,Strata,28,"48,571",Freehold,14,01 to 05
MILLAGE,CHANGI ROAD,Retail,"1,538,000",602.78,"2,551",Dec-25,Strata,56,"27,464",Freehold,14,01 to 05
OCEAN PARK,EAST COAST ROAD,Retail,"1,070,000",387.5,"2,761",Nov-25,Strata,36,"29,722",Freehold,15,01 to 05
KEMBANGAN PLAZA,JALAN MASJID,Retail,"3,800,000","1,162.51","3,269",Nov-25,Strata,108,"35,185",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"480,000",236.81,"2,027",Nov-25,Strata,22,"21,818",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"625,000",172.22,"3,629",Nov-25,Strata,16,"39,063",Freehold,15,B1 to B5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"625,000",172.22,"3,629",Nov-25,Strata,16,"39,063",Freehold,15,B1 to B5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,200,000",333.68,"3,596",Oct-25,Strata,31,"38,710",Freehold,15,01 to 05
SIGLAP V,FIRST STREET,Retail,"4,300,000","1,291.68","3,329",Oct-25,Strata,120,"35,833",Freehold,15,01 to 05
PAVILION SQUARE,GEYLANG ROAD,Retail,"150,000",139.93,"1,072",Oct-25,Strata,13,"11,538",Freehold,14,B1 to B5
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"770,000",193.75,"3,974",Sep-25,Strata,18,"42,778",Freehold,14,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"4,566,046",904.18,"5,050",Sep-25,Strata,84,"54,358",99 yrs lease commencing from 2002,11,06 to 10
ASCENT @ 456,BALESTIER ROAD,Retail,"1,236,000",441.32,"2,801",Sep-25,Strata,41,"30,146",Freehold,12,01 to 05
BALESTIER PLAZA,BALESTIER ROAD,Retail,"930,000",387.5,"2,400",Sep-25,Strata,36,"25,833",Freehold,12,01 to 05
KINEX,TANJONG KATONG ROAD,Retail,"375,000,000","261,382.21","1,435",Sep-25,Strata,"24,283","15,443",Freehold,15,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"310,000",107.64,"2,880",Sep-25,Strata,10,"31,000",Freehold,14,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"620,000",182.99,"3,388",Sep-25,Strata,17,"36,471",9999 yrs lease commencing from 1980,15,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"618,000",182.99,"3,377",Aug-25,Strata,17,"36,353",9999 yrs lease commencing from 1980,15,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"400,000",247.57,"1,616",Aug-25,Strata,23,"17,391",60 yrs lease commencing from 2011,13,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"328,000",129.17,"2,539",Aug-25,Strata,12,"27,333",Freehold,14,01 to 05
KEMBANGAN PLAZA,JALAN MASJID,Retail,"1,100,000",398.27,"2,762",Aug-25,Strata,37,"29,730",Freehold,14,B1 to B5
BALESTIER POINT,BALESTIER ROAD,Retail,"538,000",182.99,"2,940",Aug-25,Strata,17,"31,647",Freehold,12,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"1,400,000",355.21,"3,941",Jul-25,Strata,33,"42,424",Freehold,15,01 to 05
ASCENT @ 456,BALESTIER ROAD,Retail,"1,100,000",409.03,"2,689",Jul-25,Strata,38,"28,947",Freehold,12,01 to 05
WIS@CHANGI,CHANGI ROAD,Retail,"700,000",226.04,"3,097",Jul-25,Strata,21,"33,333",Freehold,14,01 to 05
SYCAMORE TREE,FOWLIE ROAD,Retail,"1,900,000",462.85,"4,105",Jul-25,Strata,43,"44,186",Freehold,15,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"1,125,000",365.98,"3,074",Jul-25,Strata,34,"33,088",9999 yrs lease commencing from 1980,15,01 to 05
N.A.,CHANGI ROAD,Retail,"3,000,000","1,248.62","2,403",Jul-25,Strata,116,"25,862",Freehold,14,-
THE MEZZO,BALESTIER ROAD,Retail,"1,100,000",613.55,"1,793",Jul-25,Strata,57,"19,298",Freehold,12,01 to 05
ENG AUN MANSION,THOMSON ROAD,Retail,"3,000,000","1,270.15","2,362",Jul-25,Strata,118,"25,424",Freehold,11,-
TANJONG KATONG COMPLEX,GEYLANG ROAD,Retail,"90,000,888","141,389.45",637,Jun-25,Land,"13,135.4","6,852",30 yrs,14,-
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"4,000,000",688.9,"5,806",Jun-25,Strata,64,"62,500",99 yrs lease commencing from 2013,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"856,000",355.21,"2,410",May-25,Strata,33,"25,939",63 yrs lease commencing from 2012,12,01 to 05
BALESTIER POINT,BALESTIER ROAD,Retail,"970,000",495.14,"1,959",May-25,Strata,46,"21,087",Freehold,12,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"520,000",107.64,"4,831",May-25,Strata,10,"52,000",Freehold,15,B1 to B5
SQUARE 2,SINARAN DRIVE,Retail,"3,300,000",667.37,"4,945",May-25,Strata,62,"53,226",99 yrs lease commencing from 2002,11,06 to 10
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"830,000",215.28,"3,855",May-25,Strata,20,"41,500",Freehold,15,B1 to B5
CT HUB 2,LAVENDER STREET,Retail,"751,000",269.1,"2,791",May-25,Strata,25,"30,040",63 yrs lease commencing from 2012,12,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"660,000",322.92,"2,044",May-25,Strata,30,"22,000",Freehold,14,01 to 05
ASCENT @ 456,BALESTIER ROAD,Retail,"1,153,000",419.8,"2,747",May-25,Strata,39,"29,564",Freehold,12,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"255,000",118.4,"2,154",Apr-25,Strata,11,"23,182",Freehold,14,B1 to B5
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,"350,000",204.52,"1,711",Apr-25,Strata,19,"18,421",Freehold,12,01 to 05
ASCENT @ 456,BALESTIER ROAD,Retail,"2,242,000",904.18,"2,480",Apr-25,Strata,84,"26,690",Freehold,12,01 to 05
ASCENT @ 456,BALESTIER ROAD,Retail,"1,557,703",548.96,"2,838",Apr-25,Strata,51,"30,543",Freehold,12,01 to 05
SYCAMORE TREE,FOWLIE ROAD,Retail,"1,400,000",473.62,"2,956",Apr-25,Strata,44,"31,818",Freehold,15,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"540,000",247.57,"2,181",Mar-25,Strata,23,"23,478",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"686,000",172.22,"3,983",Mar-25,Strata,16,"42,875",Freehold,15,B1 to B5
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"2,058,000",731.95,"2,812",Mar-25,Strata,68,"30,265",Freehold,15,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"890,000",344.45,"2,584",Feb-25,Strata,32,"27,813",9999 yrs lease commencing from 1980,15,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"637,000",527.44,"1,208",Feb-25,Strata,49,"13,000",60 yrs lease commencing from 2011,13,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"668,000",172.22,"3,879",Feb-25,Strata,16,"41,750",Freehold,15,B1 to B5
ICON@CHANGI,CHANGI ROAD,Retail,"371,000",182.99,"2,027",Feb-25,Strata,17,"21,824",Freehold,14,B1 to B5
LE SHANTIER,BALESTIER ROAD,Retail,"5,100,000","2,820.17","1,808",Jan-25,Strata,262,"19,466",Freehold,12,01 to 05
N.A.,JOO CHIAT ROAD,Retail,"4,880,000","1,097.93","4,445",Jan-25,Strata,102,"47,843",Freehold,15,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"2,000,000",979.52,"2,042",Jan-25,Strata,91,"21,978",9999 yrs lease commencing from 1980,15,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"855,000",322.92,"2,648",Jan-25,Strata,30,"28,500",Freehold,15,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"3,180,000",699.66,"4,545",Dec-24,Strata,65,"48,923",99 yrs lease commencing from 2002,11,06 to 10
OASIA HOTEL,SINARAN DRIVE,Retail,"4,150,000",871.88,"4,760",Dec-24,Strata,81,"51,235",99 yrs lease commencing from 2007,11,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"373,000",150.7,"2,475",Dec-24,Strata,14,"26,643",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Retail,"1,200,000",538.2,"2,230",Nov-24,Strata,50,"24,000",99 yrs lease commencing from 2011,14,06 to 10
LE REGAL,GEYLANG ROAD,Retail,"300,000",107.64,"2,787",Nov-24,Strata,10,"30,000",Freehold,14,01 to 05
SYCAMORE TREE,FOWLIE ROAD,Retail,"1,850,000",581.26,"3,183",Nov-24,Strata,54,"34,259",Freehold,15,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"3,213,475",742.72,"4,327",Oct-24,Strata,69,"46,572",99 yrs lease commencing from 2002,11,06 to 10
WIS@CHANGI,CHANGI ROAD,Retail,"595,000",193.75,"3,071",Oct-24,Strata,18,"33,056",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"500,000",129.17,"3,871",Oct-24,Strata,12,"41,667",Freehold,15,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"900,000",387.5,"2,323",Oct-24,Strata,36,"25,000",Freehold,14,01 to 05
SUITES@ KATONG,TANJONG KATONG ROAD,Retail,"1,485,000",495.14,"2,999",Oct-24,Strata,46,"32,283",Freehold,15,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"860,000",398.27,"2,159",Oct-24,Strata,37,"23,243",Freehold,14,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"953,988",247.57,"3,853",Sep-24,Strata,23,"41,478",Freehold,14,01 to 05
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,"4,500,000","1,087.16","4,139",Sep-24,Strata,101,"44,554",99 yrs lease commencing from 1981,15,01 to 05
BALESTIER POINT,BALESTIER ROAD,Retail,"680,000",269.1,"2,527",Sep-24,Strata,25,"27,200",Freehold,12,01 to 05
BALESTIER POINT,BALESTIER ROAD,Retail,"923,000",355.21,"2,598",Sep-24,Strata,33,"27,970",Freehold,12,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"535,000",430.56,"1,243",Aug-24,Strata,40,"13,375",60 yrs lease commencing from 2011,13,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"840,000",226.04,"3,716",Aug-24,Strata,21,"40,000",Freehold,15,B1 to B5
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,240,000",301.39,"4,114",Jul-24,Strata,28,"44,286",Freehold,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"340,000",161.46,"2,106",Jul-24,Strata,15,"22,667",Freehold,14,B1 to B5
CITY PLAZA,GEYLANG ROAD,Retail,"4,800,000","1,184.04","4,054",Jul-24,Strata,110,"43,636",Freehold,14,01 to 05
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,"2,250,960","1,356.26","1,660",Jul-24,Strata,126,"17,865",99 yrs lease commencing from 1981,15,01 to 05
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,"1,875,800","1,130.22","1,660",Jul-24,Strata,105,"17,865",99 yrs lease commencing from 1981,15,11 to 15
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,"7,093,180","4,273.31","1,660",Jul-24,Strata,397,"17,867",99 yrs lease commencing from 1981,15,11 to 15
PAVILION SQUARE,GEYLANG ROAD,Retail,"180,000",86.11,"2,090",Jun-24,Strata,8,"22,500",Freehold,14,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"770,000",398.27,"1,933",May-24,Strata,37,"20,811",Freehold,14,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"820,000",312.16,"2,627",May-24,Strata,29,"28,276",Freehold,15,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"334,000",107.64,"3,103",May-24,Strata,10,"33,400",Freehold,14,01 to 05
MILLAGE,CHANGI ROAD,Retail,"660,000",161.46,"4,088",May-24,Strata,15,"44,000",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"765,000",204.52,"3,741",May-24,Strata,19,"40,263",Freehold,15,B1 to B5
FUYUEN COURT,SIMS AVENUE,Retail,"1,850,000",828.83,"2,232",May-24,Strata,77,"24,026",Freehold,14,01 to 05
PAVILION SQUARE,GEYLANG ROAD,Retail,"540,000",96.88,"5,574",May-24,Strata,9,"60,000",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,516,180",796.54,"3,159",May-24,Strata,74,"34,002",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,839,000",914.94,"3,103",May-24,Strata,85,"33,400",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,808,000",904.18,"3,106",May-24,Strata,84,"33,429",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,674,000",796.54,"3,357",May-24,Strata,74,"36,135",Freehold,14,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"400,000",247.57,"1,616",Apr-24,Strata,23,"17,391",60 yrs lease commencing from 2011,13,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"1,600,000",570.49,"2,805",Apr-24,Strata,53,"30,189",Freehold,15,01 to 05
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,"1,860,000","1,097.93","1,694",Apr-24,Strata,102,"18,235",99 yrs lease commencing from 1981,15,11 to 15
CITY PLAZA,GEYLANG ROAD,Retail,"742,888",215.28,"3,451",Apr-24,Strata,20,"37,144",Freehold,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"380,000",172.22,"2,206",Apr-24,Strata,16,"23,750",Freehold,14,B1 to B5
THE ARIZON,GEYLANG ROAD,Retail,"2,840,000",914.94,"3,104",Apr-24,Strata,85,"33,412",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,839,000",914.94,"3,103",Mar-24,Strata,85,"33,400",Freehold,14,01 to 05
KEMBANGAN PLAZA,JALAN MASJID,Retail,"3,000,000","1,205.57","2,488",Mar-24,Strata,112,"26,786",Freehold,14,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"300,000",107.64,"2,787",Mar-24,Strata,10,"30,000",Freehold,14,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"770,000",193.75,"3,974",Mar-24,Strata,18,"42,778",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,458,000",635.08,"3,870",Mar-24,Strata,59,"41,661",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,594,000",796.54,"3,257",Mar-24,Strata,74,"35,054",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,795,000",871.88,"3,206",Mar-24,Strata,81,"34,506",Freehold,14,01 to 05
MILLAGE,CHANGI ROAD,Retail,"460,000",215.28,"2,137",Mar-24,Strata,20,"23,000",Freehold,14,B1 to B5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,220,000",312.16,"3,908",Mar-24,Strata,29,"42,069",Freehold,15,01 to 05
PAVILION SQUARE,GEYLANG ROAD,Retail,"900,000",182.99,"4,918",Feb-24,Strata,17,"52,941",Freehold,14,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"495,000",215.28,"2,299",Feb-24,Strata,20,"24,750",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"430,000",182.99,"2,350",Jan-24,Strata,17,"25,294",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"900,000",333.68,"2,697",Jan-24,Strata,31,"29,032",Freehold,15,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"11,000,000","2,669.47","4,121",Jan-24,Strata,248,"44,355",99 yrs lease commencing from 2013,12,01 to 05
TAI SENG POINT,IRVING PLACE,Retail,"870,000",150.7,"5,773",Jan-24,Strata,14,"62,143",Freehold,13,01 to 05
FUYUEN COURT,SIMS AVENUE,Retail,"1,680,000",828.83,"2,027",Jan-24,Strata,77,"21,818",Freehold,14,01 to 05
BALESTIER PLAZA,BALESTIER ROAD,Retail,"685,000",226.04,"3,030",Dec-23,Strata,21,"32,619",Freehold,12,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"1,180,000",398.27,"2,963",Dec-23,Strata,37,"31,892",Freehold,15,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"2,893,800",688.9,"4,201",Dec-23,Strata,64,"45,216",99 yrs lease commencing from 2002,11,06 to 10
THE ARIZON,GEYLANG ROAD,Retail,"1,860,000",688.9,"2,700",Nov-23,Strata,64,"29,063",Freehold,14,01 to 05
KATONG PLAZA,BROOKE ROAD,Retail,"480,000",129.17,"3,716",Nov-23,Strata,12,"40,000",9999 yrs lease commencing from 1980,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"7,200,000","3,326.08","2,165",Nov-23,Strata,309,"23,301",Freehold,15,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,745,000",548.96,"5,000",Nov-23,Strata,51,"53,824",99 yrs lease commencing from 2013,12,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,500,000",538.2,"2,787",Nov-23,Strata,50,"30,000",Freehold,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,500,000",538.2,"2,787",Nov-23,Strata,50,"30,000",Freehold,15,01 to 05
THE WATERSIDE,TANJONG RHU ROAD,Retail,"1,545,500",344.45,"4,487",Nov-23,Strata,32,"48,297",Freehold,15,01 to 05
CAMELODGE,UPPER EAST COAST ROAD,Retail,"3,300,000","1,140.98","2,892",Nov-23,Strata,106,"31,132",Freehold,15,-
ROCCA BALESTIER,BALESTIER ROAD,Retail,"2,680,000","2,992.39",896,Nov-23,Strata,278,"9,640",Freehold,12,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"820,000",312.16,"2,627",Nov-23,Strata,29,"28,276",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"315,000",139.93,"2,251",Nov-23,Strata,13,"24,231",Freehold,14,B1 to B5
CITY PLAZA,GEYLANG ROAD,Retail,"850,000",226.04,"3,760",Oct-23,Strata,21,"40,476",Freehold,14,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"1,540,000",581.26,"2,649",Oct-23,Strata,54,"28,519",63 yrs lease commencing from 2012,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"3,930,000",785.77,"5,001",Oct-23,Strata,73,"53,836",99 yrs lease commencing from 2013,12,01 to 05
N.A.,CHANGI ROAD,Retail,"6,200,000","3,207.67","1,933",Oct-23,Strata,298,"20,805",Freehold,14,-
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,260,452",452.09,"5,000",Oct-23,Strata,42,"53,820",99 yrs lease commencing from 2013,12,01 to 05
GOLDHILL SHOPPING CENTRE,THOMSON ROAD,Retail,"5,380,000","1,087.16","4,949",Oct-23,Strata,101,"53,267",999 yrs lease commencing from 1970,11,-
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"875,000",312.16,"2,803",Sep-23,Strata,29,"30,172",Freehold,14,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,100,000",430.56,"4,877",Sep-23,Strata,40,"52,500",99 yrs lease commencing from 2013,12,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"950,000",290.63,"3,269",Sep-23,Strata,27,"35,185",9999 yrs lease commencing from 1980,15,01 to 05
THE FLOW MALL,EAST COAST ROAD,Retail,"1,750,000",775.01,"2,258",Aug-23,Strata,72,"24,306",Freehold,15,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"6,821,625","1,819.12","3,750",Aug-23,Strata,169,"40,365",99 yrs lease commencing from 2002,11,11 to 15
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"845,000",236.81,"3,568",Aug-23,Strata,22,"38,409",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"425,600",172.22,"2,471",Aug-23,Strata,16,"26,600",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"454,400",182.99,"2,483",Aug-23,Strata,17,"26,729",Freehold,14,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"4,100,000","1,001.05","4,096",Aug-23,Strata,93,"44,086",99 yrs lease commencing from 2002,11,06 to 10
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"3,017,475",602.78,"5,006",Aug-23,Strata,56,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,694,174",538.2,"5,006",Aug-23,Strata,50,"53,883",99 yrs lease commencing from 2013,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"938,000",387.5,"2,421",Aug-23,Strata,36,"26,056",63 yrs lease commencing from 2012,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"1,800,000",376.74,"4,778",Aug-23,Strata,35,"51,429",99 yrs lease commencing from 2013,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"6,128,100","1,237.86","4,951",Aug-23,Strata,115,"53,288",99 yrs lease commencing from 2013,12,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"840,000",247.57,"3,393",Aug-23,Strata,23,"36,522",Freehold,14,01 to 05
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,"750,000",269.1,"2,787",Aug-23,Strata,25,"30,000",Freehold,12,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"4,088,000",904.18,"4,521",Jul-23,Strata,84,"48,667",99 yrs lease commencing from 2013,12,01 to 05
