Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
INTERNATIONAL PLAZA,ANSON ROAD,Office,"926,000",473.62,"1,955",Apr-26,Strata,44,"21,045",99 yrs lease commencing from 1970,02,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"1,908,000",624.31,"3,056",Apr-26,Strata,58,"32,897",99 yrs lease commencing from 2001,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,630,000",613.55,"2,657",Apr-26,Strata,57,"28,596",99 yrs lease commencing from 2001,01,06 to 10
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"15,190,400","4,746.92","3,200",Mar-26,Strata,441,"34,445",99 yrs lease commencing from 1989,01,21 to 25
EON SHENTON,SHENTON WAY,Office,"1,320,000",505.91,"2,609",Mar-26,Strata,47,"28,085",99 yrs lease commencing from 2011,02,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,860,000",882.65,"3,240",Feb-26,Strata,82,"34,878",99 yrs lease commencing from 2001,01,11 to 15
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,700,000","2,486.48","1,890",Feb-26,Strata,231,"20,346",99 yrs lease commencing from 1980,01,21 to 25
SAMSUNG HUB,CHURCH STREET,Office,"3,973,500",882.65,"4,502",Feb-26,Strata,82,"48,457",999 yrs lease commencing from 1827,01,16 to 20
N.A.,CECIL STREET,Office,"175,000,000","11,512.1","15,201",Feb-26,Land,"1,069.5","163,628",99 yrs lease commencing from 1982,01,-
SOLITAIRE ON CECIL,CECIL STREET,Office,"7,910,268","1,980.58","3,994",Feb-26,Strata,184,"42,991",Freehold,01,01 to 05
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,431,427","1,108.69","3,997",Feb-26,Strata,103,"43,024",Freehold,01,01 to 05
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,087,509","1,270.15","4,005",Feb-26,Strata,118,"43,114",Freehold,01,01 to 05
GB BUILDING,CECIL STREET,Office,"22,500,000","12,593.88","1,787",Feb-26,Strata,"1,170","19,231",99 yrs lease commencing from 1982,01,01 to 05
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Office,"916,800",764.24,"1,200",Feb-26,Strata,71,"12,913",99 yrs lease commencing from 1972,01,01 to 05
FURAMA CITY CENTRE SINGAPORE,EU TONG SEN STREET,Office,"465,000",301.39,"1,543",Feb-26,Strata,28,"16,607",99 yrs lease commencing from 1979,01,01 to 05
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,783,911","1,162.51","4,115",Feb-26,Strata,108,"44,295",Freehold,01,01 to 05
SBF CENTER,ROBINSON ROAD,Office,"2,028,000",624.31,"3,248",Jan-26,Strata,58,"34,966",99 yrs lease commencing from 2011,01,21 to 25
INTERNATIONAL PLAZA,ANSON ROAD,Office,"900,000",462.85,"1,944",Jan-26,Strata,43,"20,930",99 yrs lease commencing from 1970,02,16 to 20
UNION BUILDING,TRAS STREET,Office,"2,100,000",925.7,"2,269",Jan-26,Strata,86,"24,419",Freehold,02,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"700,000",484.38,"1,445",Jan-26,Strata,45,"15,556",99 yrs lease commencing from 1968,01,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"517,000",462.85,"1,117",Jan-26,Strata,43,"12,023",99 yrs lease commencing from 1969,03,06 to 10
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"11,408,665","2,927.81","3,897",Jan-26,Strata,272,"41,944",99 yrs lease commencing from 1989,01,36 to 40
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,650,000",936.47,"1,762",Jan-26,Strata,87,"18,966",99 yrs lease commencing from 1970,02,21 to 25
OXLEY TOWER,ROBINSON ROAD,Office,"3,300,000","1,151.75","2,865",Dec-25,Strata,107,"30,841",Freehold,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"7,400,000","2,368.08","3,125",Dec-25,Strata,220,"33,636",99 yrs lease commencing from 2001,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,630,000",602.78,"2,704",Dec-25,Strata,56,"29,107",99 yrs lease commencing from 2001,01,11 to 15
INTERNATIONAL PLAZA,ANSON ROAD,Office,"940,000",473.62,"1,985",Dec-25,Strata,44,"21,364",99 yrs lease commencing from 1970,02,06 to 10
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"1,450,000","1,065.64","1,361",Dec-25,Strata,99,"14,646",99 yrs lease commencing from 1970,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"2,002,000","1,259.39","1,590",Nov-25,Strata,117,"17,111",99 yrs lease commencing from 1983,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"4,893,075","1,485.43","3,294",Nov-25,Strata,138,"35,457",99 yrs lease commencing from 2001,01,16 to 20
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"450,000",215.28,"2,090",Nov-25,Strata,20,"22,500",99 yrs lease commencing from 1980,03,B1 to B5
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"1,580,000","1,011.82","1,562",Nov-25,Strata,94,"16,809",99 yrs lease commencing from 1970,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,700,000",753.48,"3,583",Nov-25,Strata,70,"38,571",99 yrs lease commencing from 2011,01,21 to 25
PRUDENTIAL TOWER,CECIL STREET,Office,"16,221,000","5,952.49","2,725",Nov-25,Strata,553,"29,333",99 yrs lease commencing from 1996,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"4,550,000","1,668.42","2,727",Nov-25,Strata,155,"29,355",99 yrs lease commencing from 2001,01,11 to 15
PLUS,CECIL STREET,Office,"3,330,000","1,097.93","3,033",Oct-25,Strata,102,"32,647",99 yrs lease commencing from 1989,01,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,250,000",645.84,"1,935",Oct-25,Strata,60,"20,833",99 yrs lease commencing from 1970,02,31 to 35
HAVELOCK2,HAVELOCK ROAD,Office,"1,100,000",688.9,"1,597",Oct-25,Strata,64,"17,188",99 yrs lease commencing from 1983,01,06 to 10
TUNG ANN ASSOCIATION BUILDING,CECIL STREET,Office,"10,550,000","4,337.89","2,432",Oct-25,Strata,403,"26,179",Freehold,01,01 to 05
PS100,PECK SEAH STREET,Office,"1,200,000",441.32,"2,719",Oct-25,Strata,41,"29,268",99 yrs lease commencing from 2011,02,06 to 10
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"455,000",279.86,"1,626",Oct-25,Strata,26,"17,500",99 yrs lease commencing from 1980,03,B1 to B5
THE CENTRAL,EU TONG SEN STREET,Office,"2,887,410",882.65,"3,271",Oct-25,Strata,82,"35,212",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,887,410",882.65,"3,271",Oct-25,Strata,82,"35,212",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"3,100,000",882.65,"3,512",Oct-25,Strata,82,"37,805",99 yrs lease commencing from 2001,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,930,000",645.84,"2,988",Sep-25,Strata,60,"32,167",99 yrs lease commencing from 2001,01,21 to 25
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Office,"299,000",193.75,"1,543",Sep-25,Strata,18,"16,611",99 yrs lease commencing from 1980,03,B1 to B5
HAVELOCK2,HAVELOCK ROAD,Office,"1,810,000","1,259.39","1,437",Sep-25,Strata,117,"15,470",99 yrs lease commencing from 1983,01,01 to 05
BUKIT PASOH BUILDING,BUKIT PASOH ROAD,Office,"5,400,000","1,722.24","3,135",Sep-25,Strata,160,"33,750",Freehold,02,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"355,000",161.46,"2,199",Sep-25,Strata,15,"23,667",99 yrs lease commencing from 1970,02,21 to 25
PS100,PECK SEAH STREET,Office,"1,080,000",419.8,"2,573",Sep-25,Strata,39,"27,692",99 yrs lease commencing from 2011,02,11 to 15
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,700,000",936.47,"1,815",Aug-25,Strata,87,"19,540",99 yrs lease commencing from 1970,02,31 to 35
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Office,"2,168,000","1,733","1,251",Aug-25,Strata,161,"13,466",99 yrs lease commencing from 1972,01,06 to 10
THE RIVERSIDE PIAZZA,KENG CHEOW STREET,Office,"1,350,000",828.83,"1,629",Aug-25,Strata,77,"17,532",99 yrs lease commencing from 1992,01,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"1,625,000",322.92,"5,032",Aug-25,Strata,30,"54,167",99 yrs lease commencing from 1968,01,01 to 05
SBF CENTER,ROBINSON ROAD,Office,"3,080,000",947.23,"3,252",Aug-25,Strata,88,"35,000",99 yrs lease commencing from 2011,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"1,835,000",635.08,"2,889",Aug-25,Strata,59,"31,102",99 yrs lease commencing from 2001,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,830,000",635.08,"2,882",Jul-25,Strata,59,"31,017",99 yrs lease commencing from 2001,01,06 to 10
PS100,PECK SEAH STREET,Office,"1,330,000",473.62,"2,808",Jul-25,Strata,44,"30,227",99 yrs lease commencing from 2011,02,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,660,000",936.47,"1,773",Jul-25,Strata,87,"19,080",99 yrs lease commencing from 1970,02,26 to 30
INTERNATIONAL PLAZA,ANSON ROAD,Office,"850,000",462.85,"1,836",Jul-25,Strata,43,"19,767",99 yrs lease commencing from 1970,02,31 to 35
INTERNATIONAL PLAZA,ANSON ROAD,Office,"850,000",462.85,"1,836",Jul-25,Strata,43,"19,767",99 yrs lease commencing from 1970,02,31 to 35
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"8,100,000","2,195.86","3,689",Jul-25,Strata,204,"39,706",99 yrs lease commencing from 1989,01,36 to 40
THE ARCADE,COLLYER QUAY,Office,"3,750,000","1,603.84","2,338",Jul-25,Strata,149,"25,168",99 yrs lease commencing from 1980,01,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jul-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jul-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"413,000",527.44,783,Jul-25,Strata,49,"8,429",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"472,000",602.78,783,Jul-25,Strata,56,"8,429",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"455,000",581.26,783,Jul-25,Strata,54,"8,426",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"505,000",645.84,782,Jul-25,Strata,60,"8,417",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"413,000",527.44,783,Jul-25,Strata,49,"8,429",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"421,000",538.2,782,Jul-25,Strata,50,"8,420",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"547,000",699.66,782,Jul-25,Strata,65,"8,415",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"270,000",344.45,784,Jul-25,Strata,32,"8,438",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"539,000",688.9,782,Jul-25,Strata,64,"8,422",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"480,000",613.55,782,Jul-25,Strata,57,"8,421",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"505,000",645.84,782,Jul-25,Strata,60,"8,417",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"497,000",635.08,783,Jul-25,Strata,59,"8,424",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"413,000",527.44,783,Jul-25,Strata,49,"8,429",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"522,000",667.37,782,Jul-25,Strata,62,"8,419",99 yrs lease commencing from 1969,03,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Office,"898,000",462.85,"1,940",Jul-25,Strata,43,"20,884",99 yrs lease commencing from 1970,02,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,710,000",645.84,"2,648",Jul-25,Strata,60,"28,500",99 yrs lease commencing from 2001,01,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"33,966,000","10,096.63","3,364",Jul-25,Strata,938,"36,211",99 yrs lease commencing from 1989,01,31 to 35
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"522,000",667.37,782,Jun-25,Strata,62,"8,419",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"505,000",645.84,782,Jun-25,Strata,60,"8,417",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"505,000",645.84,782,Jun-25,Strata,60,"8,417",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"455,000",581.26,783,Jun-25,Strata,54,"8,426",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"363,000",462.85,784,Jun-25,Strata,43,"8,442",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"253,000",322.92,783,Jun-25,Strata,30,"8,433",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"514,000",656.6,783,Jun-25,Strata,61,"8,426",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"514,000",656.6,783,Jun-25,Strata,61,"8,426",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"488,000",624.31,782,Jun-25,Strata,58,"8,414",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"413,000",527.44,783,Jun-25,Strata,49,"8,429",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"598,000",764.24,782,Jun-25,Strata,71,"8,423",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"455,000",581.26,783,Jun-25,Strata,54,"8,426",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"371,000",473.62,783,Jun-25,Strata,44,"8,432",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"505,000",645.84,782,Jun-25,Strata,60,"8,417",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"665,000",850.36,782,Jun-25,Strata,79,"8,418",99 yrs lease commencing from 1969,03,01 to 05
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jun-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,01 to 05
ALEXANDRA CENTRAL,ALEXANDRA ROAD,Office,"960,000",581.26,"1,652",Jun-25,Strata,54,"17,778",99 yrs lease commencing from 2012,03,01 to 05
EON SHENTON,SHENTON WAY,Office,"4,250,000","1,765.3","2,408",Jun-25,Strata,164,"25,915",99 yrs lease commencing from 2011,02,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,760,000",645.84,"2,725",Jun-25,Strata,60,"29,333",99 yrs lease commencing from 2001,01,16 to 20
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"413,000",527.44,783,Jun-25,Strata,49,"8,429",99 yrs lease commencing from 1969,03,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"346,000",441.32,784,Jun-25,Strata,41,"8,439",99 yrs lease commencing from 1969,03,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"430,000",548.96,783,Jun-25,Strata,51,"8,431",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"312,000",398.27,783,Jun-25,Strata,37,"8,432",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jun-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jun-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jun-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"363,000",462.85,784,Jun-25,Strata,43,"8,442",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"430,000",548.96,783,Jun-25,Strata,51,"8,431",99 yrs lease commencing from 1969,03,11 to 15
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"405,000",516.67,784,Jun-25,Strata,48,"8,438",99 yrs lease commencing from 1969,03,11 to 15
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"32,310,400","10,096.63","3,200",Jun-25,Strata,938,"34,446",99 yrs lease commencing from 1989,01,36 to 40
THE CENTRAL,EU TONG SEN STREET,Office,"1,900,000",871.88,"2,179",Jun-25,Strata,81,"23,457",99 yrs lease commencing from 2001,01,16 to 20
PS100,PECK SEAH STREET,Office,"1,128,440",473.62,"2,383",Jun-25,Strata,44,"25,646",99 yrs lease commencing from 2011,02,06 to 10
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,"575,000",516.67,"1,113",Jun-25,Strata,48,"11,979",99 yrs lease commencing from 1969,03,06 to 10
N.A.,ROBINSON ROAD,Office,"55,800,000","14,251.54","3,915",May-25,Strata,"1,324","42,145",Freehold,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"8,000,000","2,238.91","3,573",May-25,Strata,208,"38,462",99 yrs lease commencing from 2011,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"8,388,888","2,335.79","3,591",May-25,Strata,217,"38,658",99 yrs lease commencing from 1989,01,36 to 40
PS100,PECK SEAH STREET,Office,"1,488,000",516.67,"2,880",May-25,Strata,48,"31,000",99 yrs lease commencing from 2011,02,11 to 15
N.A.,ROBINSON ROAD,Office,"17,308,720","4,628.52","3,740",Apr-25,Strata,430,"40,253",Freehold,01,01 to 05
N.A.,ROBINSON ROAD,Office,"17,991,130","4,746.92","3,790",Apr-25,Strata,441,"40,796",Freehold,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"590,000",333.68,"1,768",Apr-25,Strata,31,"19,032",99 yrs lease commencing from 1983,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"4,263,280","1,323.97","3,220",Apr-25,Strata,123,"34,661",99 yrs lease commencing from 2011,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"2,100,000",592.02,"3,547",Apr-25,Strata,55,"38,182",99 yrs lease commencing from 2011,01,16 to 20
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"15,495,180","4,757.69","3,257",Apr-25,Strata,442,"35,057",99 yrs lease commencing from 1989,01,31 to 35
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"12,164,768","3,735.11","3,257",Apr-25,Strata,347,"35,057",99 yrs lease commencing from 1989,01,31 to 35
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"12,340,053","3,788.93","3,257",Apr-25,Strata,352,"35,057",99 yrs lease commencing from 1989,01,31 to 35
THE CENTRAL,EU TONG SEN STREET,Office,"2,600,000",925.7,"2,809",Apr-25,Strata,86,"30,233",99 yrs lease commencing from 2001,01,21 to 25
SGX CENTRE 2,SHENTON WAY,Office,"12,650,000","4,811.51","2,629",Apr-25,Strata,447,"28,300",99 yrs lease commencing from 1995,01,26 to 30
SGX CENTRE 2,SHENTON WAY,Office,"26,850,000","10,215.04","2,628",Apr-25,Strata,949,"28,293",99 yrs lease commencing from 1995,01,26 to 30
SAMSUNG HUB,CHURCH STREET,Office,"11,058,000","2,561.83","4,316",Apr-25,Strata,238,"46,462",999 yrs lease commencing from 1827,01,16 to 20
SAMSUNG HUB,CHURCH STREET,Office,"13,450,000","3,186.14","4,221",Apr-25,Strata,296,"45,439",999 yrs lease commencing from 1827,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"4,900,000","1,485.43","3,299",Apr-25,Strata,138,"35,507",99 yrs lease commencing from 2001,01,16 to 20
SAMSUNG HUB,CHURCH STREET,Office,"12,000,000","2,906.28","4,129",Apr-25,Strata,270,"44,444",999 yrs lease commencing from 1827,01,11 to 15
INTERNATIONAL PLAZA,ANSON ROAD,Office,"1,685,700",936.47,"1,800",Mar-25,Strata,87,"19,376",99 yrs lease commencing from 1970,02,26 to 30
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"720,000",430.56,"1,672",Mar-25,Strata,40,"18,000",99 yrs lease commencing from 1970,01,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"6,300,000","2,131.27","2,956",Mar-25,Strata,198,"31,818",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"2,905,000",882.65,"3,291",Mar-25,Strata,82,"35,427",99 yrs lease commencing from 2001,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"1,816,514",592.02,"3,068",Mar-25,Strata,55,"33,028",99 yrs lease commencing from 2011,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"15,363,200","4,800.74","3,200",Mar-25,Strata,446,"34,447",99 yrs lease commencing from 1989,01,21 to 25
HAVELOCK2,HAVELOCK ROAD,Office,"555,888",333.68,"1,666",Mar-25,Strata,31,"17,932",99 yrs lease commencing from 1983,01,06 to 10
20 COLLYER QUAY,COLLYER QUAY,Office,"91,800,000","29,159.68","3,148",Mar-25,Strata,"2,709","33,887",99 yrs lease commencing from 1985,01,21 to 25
SBF CENTER,ROBINSON ROAD,Office,"2,710,800",753.48,"3,598",Feb-25,Strata,70,"38,726",99 yrs lease commencing from 2011,01,21 to 25
PLUS,CECIL STREET,Office,"1,300,000",516.67,"2,516",Feb-25,Strata,48,"27,083",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,950,000",613.55,"3,178",Feb-25,Strata,57,"34,211",99 yrs lease commencing from 2001,01,11 to 15
OXLEY TOWER,ROBINSON ROAD,Office,"3,350,000","1,259.39","2,660",Feb-25,Strata,117,"28,632",Freehold,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,715,000",635.08,"2,700",Feb-25,Strata,59,"29,068",99 yrs lease commencing from 2001,01,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"937,777",473.62,"1,980",Jan-25,Strata,44,"21,313",99 yrs lease commencing from 1970,02,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,880,000",624.31,"3,011",Jan-25,Strata,58,"32,414",99 yrs lease commencing from 2001,01,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Office,"7,785,500","4,230.25","1,840",Jan-25,Strata,393,"19,810",99 yrs lease commencing from 1970,02,31 to 35
PS100,PECK SEAH STREET,Office,"1,280,000",473.62,"2,703",Jan-25,Strata,44,"29,091",99 yrs lease commencing from 2011,02,06 to 10
