Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
SOHO LIFE,JOO CHIAT ROAD,Office,"640,000",344.45,"1,858",Jun-23,Strata,32,"20,000",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,190,000",516.67,"2,303",Jun-23,Strata,48,"24,792",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,190,000",505.91,"2,352",Jun-23,Strata,47,"25,319",99 yrs lease commencing from 2011,14,06 to 10
OKIO,BALESTIER ROAD,Office,"1,600,000",753.48,"2,123",Jun-23,Strata,70,"22,857",Freehold,12,01 to 05
THE MEZZO,BALESTIER ROAD,Office,"1,380,000",818.06,"1,687",Jun-23,Strata,76,"18,158",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,075,000",484.38,"2,219",Jun-23,Strata,45,"23,889",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,075,000",484.38,"2,219",Jun-23,Strata,45,"23,889",99 yrs lease commencing from 2011,14,01 to 05
THE SUNFLOWER,GEYLANG ROAD,Office,"1,480,000","1,399.32","1,058",May-23,Strata,130,"11,385",Freehold,14,01 to 05
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,"2,350,000","1,184.04","1,985",May-23,Strata,110,"21,364",999 yrs lease commencing from 1972,11,01 to 05
CT HUB 2,LAVENDER STREET,Office,"1,279,080",645.84,"1,980",May-23,Strata,60,"21,318",63 yrs lease commencing from 2012,12,11 to 15
CT HUB 2,LAVENDER STREET,Office,"1,342,440",678.13,"1,980",May-23,Strata,63,"21,309",63 yrs lease commencing from 2012,12,11 to 15
ICON@CHANGI,CHANGI ROAD,Office,"800,000",430.56,"1,858",May-23,Strata,40,"20,000",Freehold,14,01 to 05
THE ODEON KATONG,EAST COAST ROAD,Office,"1,200,000",344.45,"3,484",May-23,Strata,32,"37,500",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,050,000",958,"2,140",May-23,Strata,89,"23,034",99 yrs lease commencing from 2011,14,01 to 05
CT HUB 2,LAVENDER STREET,Office,"6,252,880","3,326.08","1,880",May-23,Strata,309,"20,236",63 yrs lease commencing from 2012,12,11 to 15
CT HUB 2,LAVENDER STREET,Office,"2,630,120","1,399.32","1,880",May-23,Strata,130,"20,232",63 yrs lease commencing from 2012,12,11 to 15
CT HUB 2,LAVENDER STREET,Office,"1,207,440",624.31,"1,934",Apr-23,Strata,58,"20,818",63 yrs lease commencing from 2012,12,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,183,600",538.2,"2,199",Apr-23,Strata,50,"23,672",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,160,000",538.2,"2,155",Apr-23,Strata,50,"23,200",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"810,000",462.85,"1,750",Mar-23,Strata,43,"18,837",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,120,000",505.91,"2,214",Mar-23,Strata,47,"23,830",99 yrs lease commencing from 2011,14,06 to 10
ICON@CHANGI,CHANGI ROAD,Office,"625,000",333.68,"1,873",Mar-23,Strata,31,"20,161",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,200,000","1,087.16","2,024",Mar-23,Strata,101,"21,782",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,123,333",538.2,"2,087",Mar-23,Strata,50,"22,467",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,820,000","1,259.39","2,239",Mar-23,Strata,117,"24,103",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,188,800",538.2,"2,209",Mar-23,Strata,50,"23,776",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,284,272","1,044.11","2,188",Mar-23,Strata,97,"23,549",99 yrs lease commencing from 2011,14,11 to 15
EASTGATE,EAST COAST ROAD,Office,"2,000,000","1,130.22","1,770",Mar-23,Strata,105,"19,048",Freehold,15,06 to 10
CT HUB 2,LAVENDER STREET,Office,"1,240,200",688.9,"1,800",Feb-23,Strata,64,"19,378",63 yrs lease commencing from 2012,12,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,007,640",947.23,"2,119",Feb-23,Strata,88,"22,814",99 yrs lease commencing from 2011,14,11 to 15
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,"2,350,000","1,216.33","1,932",Feb-23,Strata,113,"20,796",999 yrs lease commencing from 1972,11,01 to 05
SLF BUILDING,THOMSON ROAD,Office,"9,000,000","9,450.79",952,Jan-23,Strata,878,"10,251",99 yrs lease commencing from 1979,11,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,220,000",505.91,"2,412",Jan-23,Strata,47,"25,957",99 yrs lease commencing from 2011,14,06 to 10
GIFFARD MANSIONS,BALESTIER ROAD,Office,"718,000",505.91,"1,419",Jan-23,Strata,47,"15,277",Freehold,12,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"616,888",333.68,"1,849",Jan-23,Strata,31,"19,900",Freehold,14,01 to 05
N.A.,GEYLANG ROAD,Office,"1,580,000","1,420.85","1,112",Dec-22,Strata,132,"11,970",Freehold,14,-
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,950,000","1,442.38","2,045",Nov-22,Strata,134,"22,015",99 yrs lease commencing from 2011,14,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"835,000",409.03,"2,041",Oct-22,Strata,38,"21,974",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"660,000",365.98,"1,803",Oct-22,Strata,34,"19,412",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,139,800",538.2,"2,118",Oct-22,Strata,50,"22,796",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,008,000",484.38,"2,081",Oct-22,Strata,45,"22,400",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,328,000",635.08,"2,091",Oct-22,Strata,59,"22,508",99 yrs lease commencing from 2011,14,01 to 05
KATONG PLAZA,BROOKE ROAD,Office,"980,000",344.45,"2,845",Oct-22,Strata,32,"30,625",9999 yrs lease commencing from 1980,15,01 to 05
SIMS AVENUE CENTRE,SIMS AVENUE,Office,"900,000",818.06,"1,100",Oct-22,Strata,76,"11,842",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"788,000",484.38,"1,627",Oct-22,Strata,45,"17,511",Freehold,14,01 to 05
CITY PLAZA,GEYLANG ROAD,Office,"950,000",215.28,"4,413",Oct-22,Strata,20,"47,500",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,080,000",505.91,"2,135",Oct-22,Strata,47,"22,979",99 yrs lease commencing from 2011,14,01 to 05
ROCCA BALESTIER,BALESTIER ROAD,Office,"650,000",409.03,"1,589",Sep-22,Strata,38,"17,105",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,115,000",538.2,"2,072",Sep-22,Strata,50,"22,300",99 yrs lease commencing from 2011,14,11 to 15
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Office,"2,050,000","1,915.99","1,070",Sep-22,Strata,178,"11,517",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Office,"1,700,000","1,679.18","1,012",Sep-22,Strata,156,"10,897",Freehold,14,-
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,108,000",505.91,"2,190",Sep-22,Strata,47,"23,574",99 yrs lease commencing from 2011,14,01 to 05
EASTGATE,EAST COAST ROAD,Office,"2,000,000","1,162.51","1,720",Sep-22,Strata,108,"18,519",Freehold,15,06 to 10
THE COMMERZE@IRVING,IRVING PLACE,Office,"500,000",333.68,"1,498",Sep-22,Strata,31,"16,129",60 yrs lease commencing from 2011,13,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,168,000",548.96,"2,128",Sep-22,Strata,51,"22,902",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,100,000","1,130.22","1,858",Sep-22,Strata,105,"20,000",99 yrs lease commencing from 2011,14,06 to 10
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"350,000",139.93,"2,501",Aug-22,Strata,13,"26,923",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"555,000",344.45,"1,611",Aug-22,Strata,32,"17,344",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"680,000",409.03,"1,662",Aug-22,Strata,38,"17,895",Freehold,15,01 to 05
THE SUNFLOWER,GEYLANG ROAD,Office,"790,000",602.78,"1,311",Jul-22,Strata,56,"14,107",Freehold,14,01 to 05
GIFFARD MANSIONS,BALESTIER ROAD,Office,"696,000",505.91,"1,376",Jul-22,Strata,47,"14,809",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"960,000",484.38,"1,982",Jul-22,Strata,45,"21,333",99 yrs lease commencing from 2011,14,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"880,000",473.62,"1,858",Jul-22,Strata,44,"20,000",Freehold,15,01 to 05
STUDIO8,JALAN AYER,Office,"660,000",365.98,"1,803",Jul-22,Strata,34,"19,412",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"880,000",505.91,"1,739",Jun-22,Strata,47,"18,723",99 yrs lease commencing from 2011,14,06 to 10
WIS@CHANGI,CHANGI ROAD,Office,"850,000",699.66,"1,215",Jun-22,Strata,65,"13,077",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"550,000",355.21,"1,548",Jun-22,Strata,33,"16,667",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"650,000",398.27,"1,632",Jun-22,Strata,37,"17,568",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,000,000",484.38,"2,064",Jun-22,Strata,45,"22,222",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"4,361,700","2,077.45","2,100",Jun-22,Strata,193,"22,599",99 yrs lease commencing from 2011,14,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"1,520,000",839.59,"1,810",Jun-22,Strata,78,"19,487",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"605,000",333.68,"1,813",Jun-22,Strata,31,"19,516",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,100,000",516.67,"2,129",Jun-22,Strata,48,"22,917",99 yrs lease commencing from 2011,14,11 to 15
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"1,129,600",764.24,"1,478",Jun-22,Strata,71,"15,910",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"1,098,200",645.84,"1,700",Jun-22,Strata,60,"18,303",Freehold,14,01 to 05
N.A.,JOO CHIAT ROAD,Office,"3,300,000","3,961.15",833,May-22,Strata,368,"8,967",99 yrs lease commencing from 1995,15,01 to 05
WIS@CHANGI,CHANGI ROAD,Office,"613,000",484.38,"1,266",Apr-22,Strata,45,"13,622",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,045,000",516.67,"2,023",Apr-22,Strata,48,"21,771",99 yrs lease commencing from 2011,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"800,000",355.21,"2,252",Apr-22,Strata,33,"24,242",Freehold,15,01 to 05
ROCCA BALESTIER,BALESTIER ROAD,Office,"460,000",215.28,"2,137",Apr-22,Strata,20,"23,000",Freehold,12,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"865,000",624.31,"1,386",Apr-22,Strata,58,"14,914",Freehold,14,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,694,580",925.7,"1,831",Apr-22,Strata,86,"19,704",99 yrs lease commencing from 1979,15,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"868,000",495.14,"1,753",Apr-22,Strata,46,"18,870",Freehold,15,01 to 05
FUYUEN COURT,SIMS AVENUE,Office,"1,680,000",828.83,"2,027",Mar-22,Strata,77,"21,818",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,980,000","1,388.56","2,146",Mar-22,Strata,129,"23,101",99 yrs lease commencing from 2011,14,11 to 15
WIS@CHANGI,CHANGI ROAD,Office,"690,000",495.14,"1,394",Mar-22,Strata,46,"15,000",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"510,000",344.45,"1,481",Mar-22,Strata,32,"15,938",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,100,888",538.2,"2,045",Mar-22,Strata,50,"22,018",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,151,188","1,065.64","2,019",Mar-22,Strata,99,"21,729",99 yrs lease commencing from 2011,14,06 to 10
SLF BUILDING,THOMSON ROAD,Office,"1,385,000","1,539.25",900,Jan-22,Strata,143,"9,685",99 yrs lease commencing from 1979,11,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,088,888",505.91,"2,152",Jan-22,Strata,47,"23,168",99 yrs lease commencing from 2011,14,11 to 15
EASTGATE,EAST COAST ROAD,Office,"1,750,000","1,162.51","1,505",Jan-22,Strata,108,"16,204",Freehold,15,06 to 10
GRANDLINK SQUARE,GUILLEMARD ROAD,Office,"580,000",204.52,"2,836",Jan-22,Strata,19,"30,526",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"933,000",484.38,"1,926",Jan-22,Strata,45,"20,733",99 yrs lease commencing from 2011,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"550,000",172.22,"3,194",Dec-21,Strata,16,"34,375",Freehold,15,B1 to B5
CT HUB 2,LAVENDER STREET,Office,"1,051,200",656.6,"1,601",Dec-21,Strata,61,"17,233",63 yrs lease commencing from 2012,12,06 to 10
CT HUB 2,LAVENDER STREET,Office,"1,102,400",688.9,"1,600",Dec-21,Strata,64,"17,225",63 yrs lease commencing from 2012,12,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"563,000",344.45,"1,634",Dec-21,Strata,32,"17,594",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"680,000",462.85,"1,469",Dec-21,Strata,43,"15,814",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"925,000",484.38,"1,910",Dec-21,Strata,45,"20,556",99 yrs lease commencing from 2011,14,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Office,"903,888",484.38,"1,866",Dec-21,Strata,45,"20,086",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,038,000",505.91,"2,052",Dec-21,Strata,47,"22,085",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,770,160",871.88,"2,030",Nov-21,Strata,81,"21,854",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"903,000",484.38,"1,864",Nov-21,Strata,45,"20,067",99 yrs lease commencing from 2011,14,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"750,000",365.98,"2,049",Nov-21,Strata,34,"22,059",Freehold,15,01 to 05
FUYUEN COURT,SIMS AVENUE,Office,"1,630,000",839.59,"1,941",Nov-21,Strata,78,"20,897",Freehold,14,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"930,000",538.2,"1,728",Nov-21,Strata,50,"18,600",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,880,000",958,"1,962",Nov-21,Strata,89,"21,124",99 yrs lease commencing from 2011,14,06 to 10
ROXY SQUARE,EAST COAST ROAD,Office,"688,000",247.57,"2,779",Nov-21,Strata,23,"29,913",9999 yrs lease commencing from 1980,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,008,000",548.96,"1,836",Nov-21,Strata,51,"19,765",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,918,120",947.23,"2,025",Oct-21,Strata,88,"21,797",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,078,888",538.2,"2,005",Oct-21,Strata,50,"21,578",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,076,000",538.2,"1,999",Oct-21,Strata,50,"21,520",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"650,000",409.03,"1,589",Oct-21,Strata,38,"17,105",Freehold,15,01 to 05
BALESTIER POINT,BALESTIER ROAD,Office,"645,000",333.68,"1,933",Oct-21,Strata,31,"20,806",Freehold,12,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"635,000",398.27,"1,594",Oct-21,Strata,37,"17,162",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,250,000",635.08,"1,968",Oct-21,Strata,59,"21,186",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,900,000",968.76,"1,961",Oct-21,Strata,90,"21,111",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"650,000",398.27,"1,632",Oct-21,Strata,37,"17,568",Freehold,15,01 to 05
MILLAGE,CHANGI ROAD,Office,"888,000",172.22,"5,156",Oct-21,Strata,16,"55,500",Freehold,14,01 to 05
THE MEZZO,BALESTIER ROAD,Office,"1,480,000",968.76,"1,528",Oct-21,Strata,90,"16,444",Freehold,12,01 to 05
THE MEZZO,BALESTIER ROAD,Office,"980,000",613.55,"1,597",Oct-21,Strata,57,"17,193",Freehold,12,01 to 05
PEK CHUAN BUILDING,LAVENDER STREET,Office,"1,330,000","1,313.21","1,013",Oct-21,Strata,122,"10,902",99 yrs lease commencing from 1978,12,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"858,000",495.14,"1,733",Sep-21,Strata,46,"18,652",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"683,000",548.96,"1,244",Sep-21,Strata,51,"13,392",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"975,000",505.91,"1,927",Sep-21,Strata,47,"20,745",99 yrs lease commencing from 2011,14,06 to 10
ONE DUSUN RESIDENCES,JALAN DUSUN,Office,"364,486",172.22,"2,116",Sep-21,Strata,16,"22,780",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,010,000",548.96,"1,840",Sep-21,Strata,51,"19,804",99 yrs lease commencing from 2011,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"800,000",516.67,"1,548",Sep-21,Strata,48,"16,667",Freehold,15,01 to 05
THE SUNFLOWER,GEYLANG ROAD,Office,"710,000",602.78,"1,178",Sep-21,Strata,56,"12,679",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"635,000",419.8,"1,513",Sep-21,Strata,39,"16,282",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"653,000",441.32,"1,480",Aug-21,Strata,41,"15,927",Freehold,15,01 to 05
GUTHRIE BUILDING,CHANGI ROAD,Office,"2,980,000","3,035.45",982,Aug-21,Strata,282,"10,567",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"6,247,900","2,906.28","2,150",Aug-21,Strata,270,"23,140",99 yrs lease commencing from 2011,14,01 to 05
GIFFARD MANSIONS,BALESTIER ROAD,Office,"428,000",290.63,"1,473",Aug-21,Strata,27,"15,852",Freehold,12,01 to 05
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Office,"1,200,000","1,786.82",672,Aug-21,Strata,166,"7,229",Freehold,14,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,660,000",925.7,"1,793",Jul-21,Strata,86,"19,302",99 yrs lease commencing from 1979,15,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"600,000",398.27,"1,507",Jul-21,Strata,37,"16,216",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,028,000",505.91,"2,032",Jul-21,Strata,47,"21,872",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"962,192",484.38,"1,986",Jul-21,Strata,45,"21,382",99 yrs lease commencing from 2011,14,01 to 05
