Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"698,000",215.28,"3,242",Apr-25,Strata,20,"34,900",Freehold,15,01 to 05
ASCENT @ 456,BALESTIER ROAD,Office,"838,000",269.1,"3,114",Apr-25,Strata,25,"33,520",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,200,000",548.96,"2,186",Apr-25,Strata,51,"23,529",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"800,000",409.03,"1,956",Apr-25,Strata,38,"21,053",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"644,444",365.98,"1,761",Apr-25,Strata,34,"18,954",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"820,000",322.92,"2,539",Apr-25,Strata,30,"27,333",Freehold,15,01 to 05
N.A.,JALAN SENANG,Office,"2,780,000","1,528.49","1,819",Mar-25,Strata,142,"19,577",999 yrs lease commencing from 1967,14,-
SOHO LIFE,JOO CHIAT ROAD,Office,"1,600,000","1,011.82","1,581",Mar-25,Strata,94,"17,021",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"660,000",344.45,"1,916",Mar-25,Strata,32,"20,625",Freehold,15,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,900,000",925.7,"2,052",Mar-25,Strata,86,"22,093",99 yrs lease commencing from 1979,15,16 to 20
ASCENT @ 456,BALESTIER ROAD,Office,"1,195,000",452.09,"2,643",Mar-25,Strata,42,"28,452",Freehold,12,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,800,000",925.7,"1,944",Mar-25,Strata,86,"20,930",99 yrs lease commencing from 1979,15,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,250,000",516.67,"2,419",Mar-25,Strata,48,"26,042",99 yrs lease commencing from 2011,14,11 to 15
THE MODULES,JOO CHIAT ROAD,Office,"880,000",441.32,"1,994",Feb-25,Strata,41,"21,463",Freehold,15,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"950,000",667.37,"1,424",Feb-25,Strata,62,"15,323",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,570,000","1,130.22","2,274",Feb-25,Strata,105,"24,476",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"960,000",441.32,"2,175",Jan-25,Strata,41,"23,415",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,163,000",538.2,"2,161",Jan-25,Strata,50,"23,260",99 yrs lease commencing from 2011,14,06 to 10
THE MODULES,JOO CHIAT ROAD,Office,"1,080,000",495.14,"2,181",Jan-25,Strata,46,"23,478",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,100,000",958,"2,192",Jan-25,Strata,89,"23,596",99 yrs lease commencing from 2011,14,06 to 10
FUYUEN COURT,SIMS AVENUE,Office,"605,500",409.03,"1,480",Dec-24,Strata,38,"15,934",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"933,000",742.72,"1,256",Dec-24,Strata,69,"13,522",Freehold,15,06 to 10
SLF BUILDING,THOMSON ROAD,Office,"8,800,000","9,450.79",931,Nov-24,Strata,878,"10,023",99 yrs lease commencing from 1979,11,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,165,000",484.38,"2,405",Nov-24,Strata,45,"25,889",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,658,300",721.19,"2,299",Nov-24,Strata,67,"24,751",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,108,000",548.96,"2,018",Nov-24,Strata,51,"21,725",99 yrs lease commencing from 2011,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"695,000",312.16,"2,226",Nov-24,Strata,29,"23,966",Freehold,15,01 to 05
ASCENT @ 456,BALESTIER ROAD,Office,"988,000",376.74,"2,622",Nov-24,Strata,35,"28,229",Freehold,12,01 to 05
FUYUEN COURT,SIMS AVENUE,Office,"1,450,000","1,550.02",935,Oct-24,Strata,144,"10,069",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"710,000",387.5,"1,832",Oct-24,Strata,36,"19,722",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,240,000",548.96,"2,259",Oct-24,Strata,51,"24,314",99 yrs lease commencing from 2011,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"838,000",355.21,"2,359",Oct-24,Strata,33,"25,394",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"600,000",150.7,"3,982",Oct-24,Strata,14,"42,857",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"640,000",484.38,"1,321",Oct-24,Strata,45,"14,222",Freehold,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"760,000",398.27,"1,908",Oct-24,Strata,37,"20,541",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,318,000","1,065.64","2,175",Oct-24,Strata,99,"23,414",99 yrs lease commencing from 2011,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"762,000",430.56,"1,770",Sep-24,Strata,40,"19,050",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,550,000","1,130.22","2,256",Sep-24,Strata,105,"24,286",99 yrs lease commencing from 2011,14,06 to 10
ORIENTAL VENTURE BUILDING,GEYLANG ROAD,Office,"1,480,000","1,097.93","1,348",Aug-24,Strata,102,"14,510",Freehold,14,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"788,888",365.98,"2,156",Aug-24,Strata,34,"23,203",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"750,000",398.27,"1,883",Aug-24,Strata,37,"20,270",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"931,000",452.09,"2,059",Aug-24,Strata,42,"22,167",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"1,120,000",538.2,"2,081",Aug-24,Strata,50,"22,400",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,174,000",538.2,"2,181",Jul-24,Strata,50,"23,480",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,068,000",484.38,"2,205",Jul-24,Strata,45,"23,733",99 yrs lease commencing from 2011,14,06 to 10
THE MEZZO,BALESTIER ROAD,Office,"1,300,000",753.48,"1,725",Jul-24,Strata,70,"18,571",Freehold,12,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"760,000",473.62,"1,605",Jul-24,Strata,44,"17,273",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"900,000",441.32,"2,039",Jul-24,Strata,41,"21,951",Freehold,15,01 to 05
THE ARIZON,GEYLANG ROAD,Office,"1,100,917","1,151.75",956,Jun-24,Strata,107,"10,289",Freehold,14,01 to 05
GIFFARD MANSIONS,BALESTIER ROAD,Office,"635,000",355.21,"1,788",Jun-24,Strata,33,"19,242",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,950,000",871.88,"2,237",Jun-24,Strata,81,"24,074",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,155,500",958,"2,250",May-24,Strata,89,"24,219",99 yrs lease commencing from 2011,14,11 to 15
LE SHANTIER,BALESTIER ROAD,Office,"1,350,000","1,011.82","1,334",May-24,Strata,94,"14,362",Freehold,12,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,695,000",721.19,"2,350",May-24,Strata,67,"25,299",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,215,000",538.2,"2,258",May-24,Strata,50,"24,300",99 yrs lease commencing from 2011,14,01 to 05
TEAMBUILD CENTRE,GEYLANG ROAD,Office,"700,000","1,033.34",677,May-24,Strata,96,"7,292",99 yrs lease commencing from 2001,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"740,000",430.56,"1,719",May-24,Strata,40,"18,500",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,797,706","1,356.26","2,063",May-24,Strata,126,"22,204",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,731,093","1,323.97","2,063",May-24,Strata,123,"22,204",99 yrs lease commencing from 2011,14,06 to 10
HEXACUBE,CHANGI ROAD,Office,"800,000",452.09,"1,770",Apr-24,Strata,42,"19,048",Freehold,14,01 to 05
WIS@CHANGI,CHANGI ROAD,Office,"620,000",484.38,"1,280",Apr-24,Strata,45,"13,778",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,250,000",538.2,"2,323",Apr-24,Strata,50,"25,000",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,268,000",548.96,"2,310",Apr-24,Strata,51,"24,863",99 yrs lease commencing from 2011,14,06 to 10
SOHO LIFE,JOO CHIAT ROAD,Office,"768,158",409.03,"1,878",Mar-24,Strata,38,"20,215",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,080,000",484.38,"2,230",Mar-24,Strata,45,"24,000",99 yrs lease commencing from 2011,14,06 to 10
STUDIO8,JALAN AYER,Office,"1,000,000",430.56,"2,323",Mar-24,Strata,40,"25,000",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"750,000",516.67,"1,452",Mar-24,Strata,48,"15,625",Freehold,15,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"1,538,888",839.59,"1,833",Mar-24,Strata,78,"19,729",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,040,600",484.38,"2,148",Feb-24,Strata,45,"23,124",99 yrs lease commencing from 2011,14,06 to 10
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"775,000",473.62,"1,636",Feb-24,Strata,44,"17,614",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"600,000",441.32,"1,360",Feb-24,Strata,41,"14,634",Freehold,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Office,"1,500,000",322.92,"4,645",Feb-24,Strata,30,"50,000",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"660,000",355.21,"1,858",Jan-24,Strata,33,"20,000",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,200,000",505.91,"2,372",Jan-24,Strata,47,"25,532",99 yrs lease commencing from 2011,14,11 to 15
HEXACUBE,CHANGI ROAD,Office,"750,000",484.38,"1,548",Jan-24,Strata,45,"16,667",Freehold,14,01 to 05
N.A.,LORONG L TELOK KURAU,Office,"2,730,000","2,626.42","1,039",Jan-24,Strata,244,"11,189",Freehold,15,01 to 05
GUTHRIE BUILDING,CHANGI ROAD,Office,"1,568,000","1,302.44","1,204",Jan-24,Strata,121,"12,959",Freehold,14,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"3,000,000","1,765.3","1,699",Dec-23,Strata,164,"18,293",99 yrs lease commencing from 1979,15,16 to 20
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,938,888",925.7,"2,095",Dec-23,Strata,86,"22,545",99 yrs lease commencing from 1979,15,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,019,444",538.2,"1,894",Dec-23,Strata,50,"20,389",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,110,000",484.38,"2,292",Dec-23,Strata,45,"24,667",99 yrs lease commencing from 2011,14,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"735,000",409.03,"1,797",Dec-23,Strata,38,"19,342",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"725,000",398.27,"1,820",Nov-23,Strata,37,"19,595",Freehold,15,01 to 05
FUYUEN COURT,SIMS AVENUE,Office,"1,958,000","1,894.46","1,034",Nov-23,Strata,176,"11,125",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,135,000",538.2,"2,109",Nov-23,Strata,50,"22,700",99 yrs lease commencing from 2011,14,01 to 05
CT HUB 2,LAVENDER STREET,Office,"1,939,700","1,140.98","1,700",Nov-23,Strata,106,"18,299",63 yrs lease commencing from 2012,12,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,259,000",645.84,"1,949",Nov-23,Strata,60,"20,983",99 yrs lease commencing from 2011,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,090,000",947.23,"2,206",Oct-23,Strata,88,"23,750",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,180,000",505.91,"2,332",Oct-23,Strata,47,"25,106",99 yrs lease commencing from 2011,14,11 to 15
FUYUEN COURT,SIMS AVENUE,Office,"1,280,000","1,291.68",991,Oct-23,Strata,120,"10,667",Freehold,14,01 to 05
PARKWAY PARADE,MARINE PARADE ROAD,Office,"1,800,000",925.7,"1,944",Oct-23,Strata,86,"20,930",99 yrs lease commencing from 1979,15,06 to 10
PARKWAY CENTRE,MARINE PARADE CENTRAL,Office,"1,488,000",828.83,"1,795",Oct-23,Strata,77,"19,325",99 yrs lease commencing from 1981,15,06 to 10
SLF BUILDING,THOMSON ROAD,Office,"10,000,000","9,450.79","1,058",Oct-23,Strata,878,"11,390",99 yrs lease commencing from 1979,11,06 to 10
GIFFARD MANSIONS,BALESTIER ROAD,Office,"590,000",290.63,"2,030",Oct-23,Strata,27,"21,852",Freehold,12,01 to 05
CT HUB 2,LAVENDER STREET,Office,"1,352,550",635.08,"2,130",Sep-23,Strata,59,"22,925",63 yrs lease commencing from 2012,12,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,288,000",505.91,"2,546",Sep-23,Strata,47,"27,404",99 yrs lease commencing from 2011,14,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"710,000",387.5,"1,832",Sep-23,Strata,36,"19,722",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"678,000",344.45,"1,968",Sep-23,Strata,32,"21,188",Freehold,15,01 to 05
CITY PLAZA,GEYLANG ROAD,Office,"5,800,000","1,130.22","5,132",Sep-23,Strata,105,"55,238",Freehold,14,01 to 05
STUDIO8,JALAN AYER,Office,"760,000",409.03,"1,858",Aug-23,Strata,38,"20,000",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"2,380,000","1,011.82","2,352",Aug-23,Strata,94,"25,319",99 yrs lease commencing from 2011,14,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"680,000",344.45,"1,974",Aug-23,Strata,32,"21,250",Freehold,15,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,118,000",538.2,"2,077",Aug-23,Strata,50,"22,360",99 yrs lease commencing from 2011,14,01 to 05
THE MODULES,JOO CHIAT ROAD,Office,"911,888",473.62,"1,925",Aug-23,Strata,44,"20,725",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"725,000",419.8,"1,727",Aug-23,Strata,39,"18,590",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"725,800",398.27,"1,822",Aug-23,Strata,37,"19,616",Freehold,15,01 to 05
CT HUB 2,LAVENDER STREET,Office,"1,250,000",624.31,"2,002",Aug-23,Strata,58,"21,552",63 yrs lease commencing from 2012,12,06 to 10
ICON@CHANGI,CHANGI ROAD,Office,"638,000",365.98,"1,743",Jul-23,Strata,34,"18,765",Freehold,14,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Office,"1,038,000",688.9,"1,507",Jul-23,Strata,64,"16,219",Freehold,14,01 to 05
ICON@CHANGI,CHANGI ROAD,Office,"700,000",365.98,"1,913",Jul-23,Strata,34,"20,588",Freehold,14,01 to 05
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,268,000",538.2,"2,356",Jul-23,Strata,50,"25,360",99 yrs lease commencing from 2011,14,11 to 15
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,246,230",548.96,"2,270",Jul-23,Strata,51,"24,436",99 yrs lease commencing from 2011,14,06 to 10
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,"1,246,230",548.96,"2,270",Jul-23,Strata,51,"24,436",99 yrs lease commencing from 2011,14,06 to 10
CT HUB 2,LAVENDER STREET,Office,"1,467,570",688.9,"2,130",Jul-23,Strata,64,"22,931",63 yrs lease commencing from 2012,12,11 to 15
SOHO LIFE,JOO CHIAT ROAD,Office,"695,000",387.5,"1,794",Jul-23,Strata,36,"19,306",Freehold,15,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Office,"665,000",344.45,"1,931",Jun-23,Strata,32,"20,781",Freehold,15,01 to 05
