Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
N.A.,HAIG ROAD,Shop House,"1,600,000","2,350.86",681,Jul-25,Land,218.4,"7,326",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"9,250,000","1,427.31","6,481",Jun-25,Land,132.6,"69,759",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"7,380,000","1,953.67","3,778",Jun-25,Land,181.5,"40,661",Freehold,15,-
N.A.,WARINGIN PARK,Shop House,"2,020,000","1,388.56","1,455",Apr-25,Strata,129,"15,659",Freehold,14,-
N.A.,TANJONG KATONG ROAD,Shop House,"3,800,000","1,431.61","2,654",Apr-25,Strata,133,"28,571",Freehold,15,-
N.A.,JOO CHIAT TERRACE,Shop House,"3,000,000",871.88,"3,441",Apr-25,Land,81,"37,037",Freehold,15,-
SIN CHUAN GARDEN,WARINGIN PARK,Shop House,"1,950,000","1,388.56","1,404",Feb-25,Strata,129,"15,116",Freehold,14,-
N.A.,RUBY LANE,Shop House,"4,300,000","1,680.26","2,559",Feb-25,Land,156.1,"27,546",Freehold,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,950,000","1,322.9","4,498",Feb-25,Land,122.9,"48,413",Freehold,14,-
N.A.,RUBY LANE,Shop House,"3,750,000","1,709.32","2,194",Feb-25,Land,158.8,"23,615",Freehold,12,-
FRANKEL ESTATE,FRANKEL AVENUE,Shop House,"5,900,000","2,299.19","2,566",Feb-25,Land,213.6,"27,622",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"6,750,000","1,670.57","4,041",Dec-24,Land,155.2,"43,492",Freehold,15,-
N.A.,KOON SENG ROAD,Shop House,"4,180,000","1,574.77","2,654",Dec-24,Land,146.3,"28,571",Freehold,15,-
GEYLANG CONSERVATION AREA,LORONG 24A GEYLANG,Shop House,"3,510,000","1,582.31","2,218",Dec-24,Land,147,"23,878",Freehold,14,-
N.A.,EAST COAST ROAD,Shop House,"10,000,000","1,514.49","6,603",Dec-24,Land,140.7,"71,073",Freehold,15,-
SIN CHUAN GARDEN,WARINGIN PARK,Shop House,"1,950,000","1,442.38","1,352",Dec-24,Strata,134,"14,552",Freehold,14,-
N.A.,SIMS AVENUE,Shop House,"3,680,000","1,976.27","1,862",Nov-24,Land,183.6,"20,044",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"5,100,000",949.38,"5,372",Nov-24,Land,88.2,"57,823",Freehold,15,-
N.A.,BALESTIER ROAD,Shop House,"8,000,000","2,428.36","3,294",Nov-24,Land,225.6,"35,461",Freehold,12,-
N.A.,BALESTIER ROAD,Shop House,"5,500,000","1,977.35","2,782",Oct-24,Land,183.7,"29,940",Freehold,12,-
GREENDALE COURT,GREENDALE AVENUE,Shop House,"2,500,000",861.12,"2,903",Oct-24,Strata,80,"31,250",Freehold,11,-
N.A.,GEYLANG ROAD,Shop House,"14,600,000","2,566.14","5,689",Oct-24,Land,238.4,"61,242",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"8,800,000","1,924.6","4,572",Sep-24,Land,178.8,"49,217",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"6,000,000","1,377.79","4,355",Jun-24,Land,128,"46,875",Freehold,14,-
N.A.,LORONG 24A GEYLANG,Shop House,"3,080,000","1,560.78","1,973",Apr-24,Land,145,"21,241",Freehold,14,-
N.A.,TANJONG KATONG ROAD,Shop House,"2,750,000","1,463.9","1,879",Apr-24,Strata,136,"20,221",Freehold,15,-
SEASIDE PARK,JALAN SAUDARA KU,Shop House,"1,865,000",947.23,"1,969",Mar-24,Strata,88,"21,193",999 yrs lease commencing from 1965,15,-
GEYLANG CONSERVATION AREA,LORONG 13 GEYLANG,Shop House,"2,800,000","1,214.18","2,306",Mar-24,Land,112.8,"24,823",Freehold,14,-
N.A.,BALESTIER ROAD,Shop House,"6,432,100","1,756.68","3,661",Mar-24,Land,163.2,"39,412",Freehold,12,-
N.A.,EAST COAST ROAD,Shop House,"10,300,000","1,862.17","5,531",Feb-24,Land,173,"59,538",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"18,680,000","4,318.52","4,326",Feb-24,Land,401.2,"46,560",Freehold,14,-
N.A.,EAST COAST ROAD,Shop House,"7,450,000","2,417.59","3,082",Feb-24,Land,224.6,"33,170",Freehold,15,-
N.A.,SIMS AVENUE,Shop House,"3,650,000","1,287.37","2,835",Dec-23,Land,119.6,"30,518",Freehold,14,-
SOUTH UNION PARK,JALAN TUA KONG,Shop House,"1,650,000","1,356.26","1,217",Nov-23,Strata,126,"13,095",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"9,200,000","2,546.76","3,612",Nov-23,Land,236.6,"38,884",Freehold,14,-
N.A.,MACPHERSON ROAD,Shop House,"1,821,090","1,399.32","1,301",Nov-23,Strata,130,"14,008",9999 yrs lease commencing from 1959,13,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,060,000","1,517.72","3,334",Oct-23,Land,141,"35,887",199 yrs lease commencing from 2005,14,-
N.A.,CHANGI ROAD,Shop House,"3,980,000","1,636.13","2,433",Sep-23,Strata,152,"26,184",Freehold,14,-
N.A.,UPPER EAST COAST ROAD,Shop House,"5,800,000","2,206.62","2,628",Sep-23,Strata,205,"28,293",Freehold,15,-
N.A.,LORONG 25A GEYLANG,Shop House,"1,265,000",990.29,"1,277",Sep-23,Strata,92,"13,750",Freehold,14,-
N.A.,OPAL CRESCENT,Shop House,"3,318,000","1,550.02","2,141",Aug-23,Land,144,"23,042",Freehold,12,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,938,888","1,889.08","2,085",Aug-23,Land,175.5,"22,444",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,300,000","1,367.03","3,877",Aug-23,Land,127,"41,732",Freehold,14,-
N.A.,BALESTIER ROAD,Shop House,"1,038,000","1,538.18",675,Aug-23,Land,142.9,"7,264",99 yrs lease commencing from 1952,12,-
N.A.,JOO CHIAT ROAD,Shop House,"12,000,000","9,493.85","1,264",Aug-23,Strata,882,"13,605",99 yrs lease commencing from 1995,15,01 to 05
N.A.,SIMS AVENUE,Shop House,"8,888,800","3,704.97","2,399",Aug-23,Land,344.2,"25,825",Freehold,14,-
N.A.,OPAL CRESCENT,Shop House,"3,400,000","1,555.4","2,186",Aug-23,Land,144.5,"23,529",Freehold,12,-
N.A.,LORONG 11 GEYLANG,Shop House,"8,000,000","4,152.75","1,926",Aug-23,Land,385.8,"20,736",Freehold,14,-
N.A.,ST. GEORGE'S ROAD,Shop House,"4,900,000","1,130.22","4,335",Jul-23,Strata,105,"46,667",Freehold,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"8,500,000","1,940.75","4,380",Jul-23,Land,180.3,"47,144",199 yrs lease commencing from 2002,14,-
N.A.,OPAL CRESCENT,Shop House,"3,800,000","1,699.64","2,236",Jul-23,Land,157.9,"24,066",Freehold,12,-
N.A.,GEYLANG ROAD,Shop House,"30,000,000","4,517.65","6,641",Jun-23,Land,419.7,"71,480",Freehold,14,-
N.A.,ONAN ROAD,Shop House,"6,350,000","4,726.47","1,343",Jun-23,Land,439.1,"14,461",Freehold,15,-
N.A.,GEYLANG ROAD,Shop House,"3,650,000","1,363.8","2,676",Jun-23,Land,126.7,"28,808",Freehold,14,-
N.A.,LORONG 17 GEYLANG,Shop House,"2,480,000","1,009.66","2,456",Jun-23,Land,93.8,"26,439",Freehold,14,-
N.A.,OPAL CRESCENT,Shop House,"5,200,000","2,461.73","2,112",Jun-23,Land,228.7,"22,737",Freehold,12,-
N.A.,EAST COAST ROAD,Shop House,"8,000,000","1,344.42","5,951",Jun-23,Land,124.9,"64,051",Freehold,15,-
N.A.,JOO CHIAT PLACE,Shop House,"4,200,000","1,016.12","4,133",Jun-23,Land,94.4,"44,492",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"6,500,000","1,487.58","4,369",Jun-23,Land,138.2,"47,033",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,900,000","1,092.55","4,485",May-23,Land,101.5,"48,276",Freehold,14,-
N.A.,BALESTIER ROAD,Shop House,"6,088,888","1,894.46","3,214",May-23,Strata,176,"34,596",Freehold,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,760,000","1,491.89","3,191",Apr-23,Land,138.6,"34,343",Freehold,14,-
N.A.,LORONG 25A GEYLANG,Shop House,"3,390,000","1,731.93","1,957",Mar-23,Land,160.9,"21,069",Freehold,14,-
N.A.,EAST COAST ROAD,Shop House,"6,800,000","2,379.92","2,857",Mar-23,Land,221.1,"30,755",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"5,500,000",912.79,"6,026",Mar-23,Land,84.8,"64,858",Freehold,15,-
N.A.,CEYLON ROAD,Shop House,"4,136,500","1,404.7","2,945",Mar-23,Land,130.5,"31,697",Freehold,15,-
N.A.,BALESTIER ROAD,Shop House,"5,300,000","1,651.2","3,210",Feb-23,Land,153.4,"34,550",Freehold,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"7,500,000","1,463.9","5,123",Feb-23,Land,136,"55,147",Freehold,14,-
N.A.,GUILLEMARD ROAD,Shop House,"3,400,000","1,742.69","1,951",Jan-23,Land,161.9,"21,001",Freehold,14,-
N.A.,LAVENDER STREET,Shop House,"6,000,000","3,065.59","1,957",Jan-23,Land,284.8,"21,067",Freehold,12,-
N.A.,GEYLANG ROAD,Shop House,"42,550,000","9,792.01","4,345",Dec-22,Land,909.7,"46,774",Freehold,14,-
N.A.,OPAL CRESCENT,Shop House,"9,000,000","5,375.54","1,674",Dec-22,Land,499.4,"18,022",Freehold,12,-
N.A.,JOO CHIAT ROAD,Shop House,"5,000,000",902.02,"5,543",Nov-22,Land,83.8,"59,666",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"6,500,000",949.38,"6,847",Nov-22,Land,88.2,"73,696",Freehold,15,-
N.A.,SIMS AVENUE,Shop House,"3,120,000","1,487.58","2,097",Oct-22,Land,138.2,"22,576",Freehold,14,-
N.A.,SIMS AVENUE,Shop House,"11,200,000","5,814.71","1,926",Oct-22,Land,540.2,"20,733",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000","1,023.66","4,884",Sep-22,Land,95.1,"52,576",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"6,380,000","1,500.5","4,252",Sep-22,Land,139.4,"45,768",Freehold,15,-
N.A.,OPAL CRESCENT,Shop House,"4,980,000","2,912.74","1,710",Sep-22,Land,270.6,"18,404",Freehold,12,-
N.A.,GEYLANG ROAD,Shop House,"11,020,000","2,928.88","3,763",Sep-22,Land,272.1,"40,500",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"6,500,000","1,436.99","4,523",Sep-22,Land,133.5,"48,689",Freehold,15,-
N.A.,CHANGI ROAD,Shop House,"6,700,000","1,568.31","4,272",Aug-22,Land,145.7,"45,985",Freehold,14,-
N.A.,TANJONG KATONG ROAD,Shop House,"5,000,000","1,500.5","3,332",Aug-22,Land,139.4,"35,868",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000","1,487.58","3,361",Jul-22,Land,138.2,"36,179",Freehold,14,-
N.A.,BALESTIER ROAD,Shop House,"5,800,000","1,484.36","3,907",Jul-22,Land,137.9,"42,059",Freehold,12,-
LAVENDER PLACE,LAVENDER STREET,Shop House,"71,280,000","17,561.47","4,059",Jul-22,Land,"1,631.5","43,690",99 yrs lease commencing from 2016,12,-
N.A.,JOO CHIAT ROAD,Shop House,"3,300,000","1,083.93","3,044",Jul-22,Land,100.7,"32,771",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"3,300,000","1,105.46","2,985",Jul-22,Land,102.7,"32,132",Freehold,15,-
N.A.,MACPHERSON ROAD,Shop House,"3,700,000","1,499.43","2,468",Jun-22,Land,139.3,"26,561",Freehold,13,-
N.A.,OPAL CRESCENT,Shop House,"2,800,000","1,553.25","1,803",Jun-22,Land,144.3,"19,404",Freehold,12,-
N.A.,JOO CHIAT ROAD,Shop House,"6,800,000",906.33,"7,503",Jun-22,Land,84.2,"80,760",Freehold,15,-
N.A.,BALESTIER ROAD,Shop House,"5,050,000","1,417.62","3,562",Jun-22,Land,131.7,"38,345",Freehold,12,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,500,000","1,885.85","1,856",Jun-22,Land,175.2,"19,977",Freehold,15,-
N.A.,JOO CHIAT PLACE,Shop House,"7,200,000","2,563.98","2,808",Jun-22,Land,238.2,"30,227",Freehold,15,-
N.A.,BALESTIER ROAD,Shop House,"1,000,000","1,536.02",651,Jun-22,Land,142.7,"7,008",99 yrs lease commencing from 1952,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"17,000,000","3,882.57","4,379",May-22,Land,360.7,"47,131",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"9,000,000","1,681.34","5,353",May-22,Land,156.2,"57,618",Freehold,14,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,850,000","1,877.24","2,051",Mar-22,Land,174.4,"22,076",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,450,000","1,273.38","3,495",Mar-22,Land,118.3,"37,616",Freehold,14,-
N.A.,TAI THONG CRESCENT,Shop House,"6,000,000","1,768.53","3,393",Mar-22,Land,164.3,"36,519",Freehold,13,-
N.A.,CHANGI ROAD,Shop House,"3,300,000","1,371.33","2,406",Mar-22,Land,127.4,"25,903",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"25,000,000","5,335.71","4,685",Mar-22,Land,495.7,"50,434",Freehold,14,-
N.A.,WOODSVILLE CLOSE,Shop House,"2,916,000","1,806.2","1,614",Feb-22,Land,167.8,"17,378",Freehold,13,-
N.A.,GUILLEMARD ROAD,Shop House,"3,100,000","1,149.6","2,697",Feb-22,Land,106.8,"29,026",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"3,680,000","1,819.12","2,023",Jan-22,Strata,169,"21,775",Freehold,15,-
N.A.,SIMS AVENUE,Shop House,"2,860,000","1,519.88","1,882",Jan-22,Land,141.2,"20,255",Freehold,14,-
N.A.,RUBY LANE,Shop House,"6,888,000","1,874.01","3,676",Jan-22,Land,174.1,"39,563",Freehold,12,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"3,800,000","1,503.73","2,527",Dec-21,Land,139.7,"27,201",Freehold,14,-
N.A.,TANJONG KATONG ROAD,Shop House,"4,200,000","1,386.4","3,029",Dec-21,Land,128.8,"32,609",Freehold,15,-
N.A.,JOO CHIAT PLACE,Shop House,"31,800,000","13,996.43","2,272",Dec-21,Land,"1,300.3","24,456",Freehold,15,-
N.A.,EAST COAST ROAD,Shop House,"3,480,000","1,354.11","2,570",Dec-21,Land,125.8,"27,663",Freehold,15,-
FRANKEL ESTATE,SIGLAP DRIVE,Shop House,"3,200,000","1,840.64","1,739",Dec-21,Land,171,"18,713",Freehold,15,-
N.A.,TANJONG KATONG ROAD,Shop House,"18,200,000","5,175.33","3,517",Nov-21,Land,480.8,"37,854",Freehold,15,-
N.A.,SIMS AVENUE,Shop House,"2,320,000","1,389.63","1,670",Nov-21,Land,129.1,"17,971",Freehold,14,-
N.A.,SIMS AVENUE,Shop House,"2,628,633","1,491.89","1,762",Nov-21,Land,138.6,"18,966",Freehold,14,-
N.A.,JOO CHIAT ROAD,Shop House,"31,500,000","6,031.07","5,223",Oct-21,Land,560.3,"56,220",Freehold,15,-
N.A.,JOO CHIAT PLACE,Shop House,"3,100,000","1,494.04","2,075",Oct-21,Land,138.8,"22,334",Freehold,15,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,500,000","1,504.81","2,990",Sep-21,Land,139.8,"32,189",Freehold,14,-
N.A.,EAST COAST ROAD,Shop House,"6,450,000","1,862.17","3,464",Sep-21,Land,173,"37,283",Freehold,15,-
N.A.,CHANGI ROAD,Shop House,"3,590,000","1,557.55","2,305",Sep-21,Land,144.7,"24,810",Freehold,14,-
ATRIUM RESIDENCES,GEYLANG ROAD,Shop House,"1,243,000","1,367.03",909,Sep-21,Strata,127,"9,787",Freehold,14,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"3,600,000","1,480.05","2,432",Sep-21,Land,137.5,"26,182",Freehold,14,-
N.A.,GEYLANG ROAD,Shop House,"8,630,000","2,988.09","2,888",Sep-21,Land,277.6,"31,088",99 yrs lease commencing from 1993,14,-
N.A.,GEYLANG ROAD,Shop House,"10,100,000","1,988.11","5,080",Sep-21,Land,184.7,"54,683",Freehold,14,-
N.A.,EAST COAST ROAD,Shop House,"8,500,000","1,795.44","4,734",Aug-21,Land,166.8,"50,959",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"7,100,000","1,532.79","4,632",Aug-21,Land,142.4,"49,860",Freehold,15,-
N.A.,GEYLANG ROAD,Shop House,"2,188,888","1,065.64","2,054",Aug-21,Strata,99,"22,110",Freehold,14,-
N.A.,JALAN MASJID,Shop House,"5,080,000","1,836.34","2,766",Aug-21,Land,170.6,"29,777",Freehold,14,-
N.A.,JALAN MASJID,Shop House,"2,688,000","1,371.33","1,960",Aug-21,Land,127.4,"21,099",Freehold,14,-
N.A.,TEMBELING ROAD,Shop House,"7,200,000","3,418.65","2,106",Jul-21,Land,317.6,"22,670",Freehold,15,-
N.A.,TEMBELING ROAD,Shop House,"3,600,000","1,695.33","2,123",Jul-21,Land,157.5,"22,857",Freehold,15,-
N.A.,TEMBELING ROAD,Shop House,"7,700,000","3,854.59","1,998",Jul-21,Land,358.1,"21,502",Freehold,15,-
N.A.,JOO CHIAT ROAD,Shop House,"8,500,000","2,065.61","4,115",Jul-21,Land,191.9,"44,294",Freehold,15,-
N.A.,MACPHERSON ROAD,Shop House,"2,900,000","1,529.56","1,896",Jul-21,Land,142.1,"20,408",Freehold,13,-
N.A.,LORONG 23 GEYLANG,Shop House,"2,320,000","1,652.27","1,404",Jul-21,Land,153.5,"15,114",Freehold,14,-
