Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,500,000","1,204.49","4,566",Jan-25,Land,111.9,"49,151",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"5,800,000",922.47,"6,287",Jan-25,Land,85.7,"67,678",999 yrs lease commencing from 1878,08,-
LITTLE INDIA CONSERVATION AREA,CAMPBELL LANE,Shop House,"3,000,000",818.06,"3,667",Jan-25,Land,76,"39,474",99 yrs lease commencing from 1993,08,-
LITTLE INDIA CONSERVATION AREA,CAMPBELL LANE,Shop House,"3,000,000",878.34,"3,416",Jan-25,Land,81.6,"36,765",99 yrs lease commencing from 1993,08,-
LITTLE INDIA CONSERVATION AREA,DESKER ROAD,Shop House,"7,930,000","1,060.25","7,479",Dec-24,Land,98.5,"80,508",Freehold,08,-
N.A.,BUKIT TIMAH ROAD,Shop House,"6,600,000","1,427.31","4,624",Dec-24,Land,132.6,"49,774",Freehold,09,-
EMERALD HILL CONSERVATION AREA,EMERALD HILL ROAD,Shop House,"10,000,000","1,552.17","6,443",Dec-24,Land,144.2,"69,348",Freehold,09,-
ZAMAN CENTRE,ROBERTS LANE,Shop House,"15,250,000","2,985.93","5,107",Dec-24,Land,277.4,"54,975",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DALHOUSIE LANE,Shop House,"2,800,000",899.87,"3,112",Nov-24,Land,83.6,"33,493",99 yrs lease commencing from 1994,08,-
PGP BUILDING,CAMPBELL LANE/DUNLOP STREET,Shop House,"25,700,000","4,728.63","5,435",Nov-24,Land,439.3,"58,502",Freehold,08,-
PRINSEP PLACE,PRINSEP STREET,Shop House,"4,120,000","2,292.73","1,797",Nov-24,Strata,213,"19,343",99 yrs lease commencing from 1997,07,01 to 05
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"6,300,000","1,204.49","5,230",Nov-24,Land,111.9,"56,300",Freehold,08,-
N.A.,CHANDER ROAD,Shop House,"5,700,000","1,689.95","3,373",Oct-24,Strata,157,"36,306",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"4,100,000","1,226.02","3,344",Oct-24,Land,113.9,"35,996",99 yrs lease commencing from 1995,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,700,000","1,289.53","4,420",Sep-24,Land,119.8,"47,579",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"6,300,000","1,200.19","5,249",Sep-24,Land,111.5,"56,502",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"5,775,000",982.75,"5,876",Sep-24,Land,91.3,"63,253",Freehold,08,-
N.A.,ROBERTS LANE,Shop House,"3,800,000","1,130.22","3,362",Sep-24,Land,105,"36,190",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"5,600,000","1,173.28","4,773",Sep-24,Land,109,"51,376",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"7,300,000","1,362.72","5,357",Sep-24,Land,126.6,"57,662",999 yrs lease commencing from 1872,08,-
ATLAND HOUSE,BUKIT TIMAH ROAD,Shop House,"17,000,000","2,082.83","8,162",Aug-24,Land,193.5,"87,855",Freehold,09,-
JALAN BESAR CONSERVATION AREA,SAM LEONG ROAD,Shop House,"9,855,000","1,349.81","7,301",Jul-24,Land,125.4,"78,589",999 yrs lease commencing from 1919,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"10,800,000","1,721.16","6,275",Jul-24,Land,159.9,"67,542",Freehold,08,-
JALAN BESAR CONSERVATION AREA,FOCH ROAD,Shop House,"9,680,000","1,495.12","6,474",Jul-24,Land,138.9,"69,690",Freehold,08,-
N.A.,SYED ALWI ROAD,Shop House,"4,100,000","1,301.37","3,151",Jun-24,Land,120.9,"33,912",99 yrs lease commencing from 1999,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"5,000,888",811.61,"6,162",May-24,Land,75.4,"66,325",999 yrs lease commencing from 1859,08,-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"5,300,000","1,190.5","4,452",May-24,Land,110.6,"47,920",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"7,100,000","1,187.27","5,980",May-24,Land,110.3,"64,370",Freehold,07,-
N.A.,BIRCH ROAD,Shop House,"4,750,000","1,285.22","3,696",May-24,Land,119.4,"39,782",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"4,300,000",637.23,"6,748",Apr-24,Land,59.2,"72,635",999 yrs lease commencing from 1877,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"4,400,000",642.61,"6,847",Apr-24,Land,59.7,"73,702",999 yrs lease commencing from 1877,08,-
N.A.,RIVER VALLEY ROAD,Shop House,"6,550,000","1,291.68","5,071",Apr-24,Strata,120,"54,583",999 yrs lease commencing from 1964,10,-
LITTLE INDIA CONSERVATION AREA,CLIVE STREET,Shop House,"5,225,000",707.19,"7,388",Apr-24,Land,65.7,"79,528",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,850,000",811.61,"5,976",Apr-24,Land,75.4,"64,324",999 yrs lease commencing from 1859,08,-
LITTLE INDIA CONSERVATION AREA,NORRIS ROAD,Shop House,"6,700,000",988.14,"6,780",Mar-24,Land,91.8,"72,985",999 yrs lease commencing from 1909,08,-
N.A.,SIXTH AVENUE,Shop House,"13,800,000","2,450.96","5,630",Mar-24,Land,227.7,"60,606",Freehold,10,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,938,000",710.42,"6,951",Mar-24,Land,66,"74,818",999 yrs lease commencing from 1879,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,938,000",691.05,"7,146",Mar-24,Land,64.2,"76,916",999 yrs lease commencing from 1879,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"4,500,000",689.97,"6,522",Mar-24,Land,64.1,"70,203",99 yrs lease commencing from 2003,07,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"7,400,000","2,174.33","3,403",Mar-24,Land,202,"36,634",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,JALAN PINANG,Shop House,"4,180,000",699.66,"5,974",Mar-24,Land,65,"64,308",Freehold,07,-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"6,400,000","1,537.1","4,164",Feb-24,Land,142.8,"44,818",Freehold,08,-
N.A.,SYED ALWI ROAD,Shop House,"14,380,000","2,709.3","5,308",Feb-24,Land,251.7,"57,132",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,MADRAS STREET,Shop House,"5,200,000","1,480.05","3,513",Feb-24,Land,137.5,"37,818",99 yrs lease commencing from 1994,08,-
LITTLE INDIA CONSERVATION AREA,CLIVE STREET,Shop House,"5,150,000",768.55,"6,701",Feb-24,Land,71.4,"72,129",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,SYED ALWI ROAD,Shop House,"7,780,000","1,269.08","6,130",Jan-24,Land,117.9,"65,988",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"5,250,000",588.79,"8,917",Jan-24,Land,54.7,"95,978",999 yrs lease commencing from 1878,08,-
N.A.,EMERALD HILL ROAD,Shop House,"16,000,000","1,657.66","9,652",Dec-23,Land,154,"103,896",Freehold,09,-
N.A.,SERANGOON ROAD,Shop House,"18,500,000","2,235.68","8,275",Nov-23,Land,207.7,"89,071",999 yrs lease commencing from 1860,08,-
N.A.,BUKIT TIMAH ROAD,Shop House,"5,400,000","1,426.23","3,786",Nov-23,Land,132.5,"40,755",Freehold,09,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,260,000",763.17,"5,582",Oct-23,Land,70.9,"60,085",Freehold,08,-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"4,950,000","1,103.31","4,486",Oct-23,Land,102.5,"48,293",Freehold,08,-
N.A.,RACE COURSE ROAD,Shop House,"5,300,000","1,625.36","3,261",Oct-23,Land,151,"35,099",Freehold,08,-
N.A.,OWEN ROAD,Shop House,"1,900,000","3,372.36",563,Oct-23,Land,313.3,"6,064",99 yrs lease commencing from 1959,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"5,500,000","1,174.35","4,683",Oct-23,Land,109.1,"50,412",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"7,000,000",857.89,"8,160",Oct-23,Land,79.7,"87,829",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,JALAN PISANG,Shop House,"6,880,000",814.83,"8,443",Sep-23,Land,75.7,"90,885",Freehold,07,-
LITTLE INDIA CONSERVATION AREA,DICKSON ROAD,Shop House,"6,000,000","1,416.54","4,236",Aug-23,Land,131.6,"45,593",99 yrs lease commencing from 1930,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"3,900,000",458.55,"8,505",Aug-23,Land,42.6,"91,549",999 yrs lease commencing from 1878,08,-
N.A.,LORONG LIPUT,Shop House,"12,730,000","1,713.63","7,429",Aug-23,Land,159.2,"79,962",Freehold,10,-
LITTLE INDIA CONSERVATION AREA,DESKER ROAD,Shop House,"6,500,000","1,053.8","6,168",Aug-23,Land,97.9,"66,394",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"7,000,000","1,951.51","3,587",Aug-23,Land,181.3,"38,610",Freehold,08,-
PETAIN ROAD/TYRWHITT ROAD CONSERVATION A,JALAN BESAR,Shop House,"8,888,888","1,528.49","5,815",Aug-23,Land,142,"62,598",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"4,480,000",942.93,"4,751",Jul-23,Land,87.6,"51,142",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,BUFFALO ROAD,Shop House,"4,400,000","1,019.35","4,316",Jul-23,Land,94.7,"46,463",99 yrs lease commencing from 1993,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"4,800,000",724.42,"6,626",Jul-23,Land,67.3,"71,322",99 yrs lease commencing from 2003,07,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,888,888",866.5,"5,642",Jul-23,Land,80.5,"60,732",999 yrs lease commencing from 1879,08,-
LITTLE INDIA CONSERVATION AREA,PERAK ROAD,Shop House,"13,080,000","2,869.68","4,558",Jun-23,Land,266.6,"49,062",99 yrs lease commencing from 1994,08,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"5,700,000","1,143.14","4,986",Jun-23,Land,106.2,"53,672",999 yrs lease commencing from 1878,08,-
LITTLE INDIA CONSERVATION AREA,KERBAU ROAD,Shop House,"3,550,000",904.18,"3,926",Jun-23,Land,84,"42,262",99 yrs lease commencing from 1995,08,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"6,480,000","1,596.3","4,059",Jun-23,Land,148.3,"43,695",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"11,000,000","1,237.86","8,886",Jun-23,Land,115,"95,652",999 yrs lease commencing from 1926,08,-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"5,200,000","1,190.5","4,368",Jun-23,Land,110.6,"47,016",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,BELILIOS LANE,Shop House,"7,050,000","2,203.39","3,200",Jun-23,Land,204.7,"34,441",99 yrs lease commencing from 1995,08,-
N.A.,SERANGOON ROAD,Shop House,"5,900,000","1,266.92","4,657",Jun-23,Land,117.7,"50,127",Freehold,08,-
N.A.,SERANGOON ROAD,Shop House,"5,900,000","1,229.25","4,800",Jun-23,Land,114.2,"51,664",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,MADRAS STREET,Shop House,"3,600,000",773.93,"4,652",Jun-23,Land,71.9,"50,070",99 yrs lease commencing from 1993,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,280,000",811.61,"5,273",Jun-23,Land,75.4,"56,764",999 yrs lease commencing from 1859,08,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,700,000",816.99,"5,753",May-23,Land,75.9,"61,924",999 yrs lease commencing from 1879,08,-
LITTLE INDIA CONSERVATION AREA,DALHOUSIE LANE,Shop House,"2,900,000","1,064.56","2,724",May-23,Land,98.9,"29,323",99 yrs lease commencing from 1993,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"7,100,000","1,233.55","5,756",May-23,Land,114.6,"61,955",99 yrs lease commencing from 1995,07,-
JALAN BESAR CONSERVATION AREA,JALAN BESAR,Shop House,"26,000,000","3,797.54","6,847",May-23,Land,352.8,"73,696",999 yrs lease commencing from 1919,08,-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"6,500,000","1,725.47","3,767",Apr-23,Land,160.3,"40,549",Freehold,08,-
DESKER ROAD CONSERVATION AREA,MAUDE ROAD,Shop House,"7,620,000","1,293.83","5,889",Apr-23,Land,120.2,"63,394",Freehold,08,-
RACE COURSE RD/OWEN RD CON AREA,RACE COURSE ROAD,Shop House,"4,200,000","1,326.12","3,167",Apr-23,Land,123.2,"34,091",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"4,500,000",661.99,"6,798",Apr-23,Land,61.5,"73,171",99 yrs lease commencing from 2003,07,-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"13,500,000","2,212","6,103",Apr-23,Land,205.5,"65,693",Freehold,08,-
DESKER ROAD CONSERVATION AREA,SAM LEONG ROAD,Shop House,"7,500,000","1,354.11","5,539",Apr-23,Land,125.8,"59,618",Freehold,08,-
HOLLAND VILLAGE,HOLLAND AVENUE,Shop House,"12,700,000","1,503.73","8,446",Mar-23,Land,139.7,"90,909",Freehold,10,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"5,200,000","1,190.5","4,368",Mar-23,Land,110.6,"47,016",999 yrs lease commencing from 1876,08,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"6,450,000",663.06,"9,728",Mar-23,Land,61.6,"104,708",999 yrs lease commencing from 1833,07,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"8,000,000","1,016.12","7,873",Mar-23,Land,94.4,"84,746",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,"7,500,000","1,143.14","6,561",Mar-23,Land,106.2,"70,621",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,"7,500,000","1,170.05","6,410",Mar-23,Land,108.7,"68,997",Freehold,08,-
HOLLAND VILLAGE,LORONG LIPUT,Shop House,"11,600,000","1,713.63","6,769",Mar-23,Land,159.2,"72,864",Freehold,10,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"8,280,000","1,506.96","5,495",Mar-23,Land,140,"59,143",Freehold,07,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,000,000",917.09,"3,271",Feb-23,Land,85.2,"35,211",999 yrs lease commencing from 1877,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,200,000",988.14,"3,238",Feb-23,Land,91.8,"34,858",999 yrs lease commencing from 1877,08,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"4,800,000",916.02,"5,240",Feb-23,Land,85.1,"56,404",99 yrs lease commencing from 1995,07,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"5,090,000","1,247.55","4,080",Feb-23,Land,115.9,"43,917",99 yrs lease commencing from 1952,07,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,950,000",637.23,"6,199",Feb-23,Land,59.2,"66,723",999 yrs lease commencing from 1877,08,-
N.A.,KITCHENER ROAD,Shop House,"18,200,000","2,744.82","6,631",Feb-23,Land,255,"71,373",Freehold,08,-
N.A.,SERANGOON ROAD,Shop House,"62,500,000","9,041.76","6,912",Jan-23,Land,840,"74,405",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BAGHDAD STREET,Shop House,"9,600,000","1,604.91","5,982",Dec-22,Land,149.1,"64,386",99 yrs lease commencing from 1995,07,-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"5,880,000","1,635.05","3,596",Dec-22,Land,151.9,"38,710",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,SYED ALWI ROAD,Shop House,"7,600,000",824.52,"9,217",Dec-22,Land,76.6,"99,217",Freehold,08,-
N.A.,CHANDER ROAD,Shop House,"6,500,000","1,159.28","5,607",Dec-22,Land,107.7,"60,353",Freehold,08,-
N.A.,OWEN ROAD,Shop House,"570,000","3,406.81",167,Nov-22,Land,316.5,"1,801",99 yrs lease commencing from 1959,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"3,300,000",701.81,"4,702",Nov-22,Land,65.2,"50,613",99 yrs lease commencing from 2003,07,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"5,800,000",663.06,"8,747",Nov-22,Land,61.6,"94,156",999 yrs lease commencing from 1833,07,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"4,111,000",826.68,"4,973",Nov-22,Land,76.8,"53,529",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"6,800,000",720.11,"9,443",Nov-22,Land,66.9,"101,644",999 yrs lease commencing from 1833,07,-
JALAN BESAR CONSERVATION AREA,SERANGOON ROAD,Shop House,"6,800,000","1,484.36","4,581",Oct-22,Land,137.9,"49,311",Freehold,08,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"6,300,000","1,216.33","5,180",Oct-22,Land,113,"55,752",Freehold,08,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"3,500,000","1,226.02","2,855",Oct-22,Land,113.9,"30,729",99 yrs lease commencing from 1995,08,-
N.A.,JALAN BESAR,Shop House,"7,800,000","1,706.09","4,572",Oct-22,Land,158.5,"49,211",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"3,500,000",724.42,"4,831",Oct-22,Land,67.3,"52,006",99 yrs lease commencing from 2003,07,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"8,000,000","1,596.3","5,012",Oct-22,Land,148.3,"53,945",999 yrs lease commencing from 1919,08,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"7,220,000","1,106.54","6,525",Oct-22,Land,102.8,"70,233",Freehold,07,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,380,000",850.36,"7,503",Oct-22,Land,79,"80,759",Freehold,07,-
LITTLE INDIA CONSERVATION AREA,ROWELL ROAD,Shop House,"4,900,000","1,062.41","4,612",Oct-22,Land,98.7,"49,645",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"4,500,000",836.36,"5,380",Sep-22,Land,77.7,"57,915",Freehold,08,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"5,480,000","1,937.52","2,828",Sep-22,Land,180,"30,444",Freehold,08,-
N.A.,JALAN BESAR,Shop House,"40,000,000","6,584.34","6,075",Sep-22,Land,611.7,"65,392",999 yrs lease commencing from 1926,08,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"9,300,000","1,438.07","6,467",Sep-22,Land,133.6,"69,611",99 yrs lease commencing from 1995,08,-
N.A.,SERANGOON ROAD,Shop House,"5,280,000","1,314.28","4,017",Sep-22,Land,122.1,"43,243",Freehold,08,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,388,000","1,322.9","4,829",Sep-22,Land,122.9,"51,977",99 yrs lease commencing from 1952,07,-
LITTLE INDIA CONSERVATION AREA,CLIVE STREET,Shop House,"4,100,000",882.65,"4,645",Sep-22,Land,82,"50,000",Freehold,08,-
N.A.,SYED ALWI ROAD,Shop House,"6,500,000","2,484.33","2,616",Sep-22,Land,230.8,"28,163",99 yrs lease commencing from 1999,08,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"6,200,000","1,398.24","4,434",Sep-22,Land,129.9,"47,729",99 yrs lease commencing from 2006,07,-
KAMPONG GLAM CONSERVATION AREA,HAJI LANE,Shop House,"3,800,000",392.89,"9,672",Aug-22,Land,36.5,"104,110",999 yrs lease commencing from 1828,07,-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,TYRWHITT ROAD,Shop House,"7,300,000","1,420.85","5,138",Aug-22,Land,132,"55,303",Freehold,08,-
